feature,importance
ib_range_bps,5893.578632950783
oi_diff,5134.115979552269
dist_ib_low_bps,3432.099297761917
dist_ib_high_bps,2914.850086450577
iv_diff,2755.667953133583
minute,2417.537958741188
ret_30m_bps,2221.106564640999
nearest_level_abs_bps,2044.5854469537735
spread_pct_diff,1694.8260531425476
ret_15m_bps,1542.390299320221
iv_diff_chg_25m,1451.5148988962173
volume_diff_chg_5m,1381.8379411697388
spread_pct_diff_chg_25m,1325.2619414329529
ret_1m_bps,1276.8892118930817
abs_delta_diff,1262.0408101081848
ret_5m_bps,1250.627040028572
iv_diff_chg_5m,1250.1601700782776
iv_diff_chg_15m,1232.509449839592
volume_diff_chg_15m,1211.1870114803314
vega_diff,1158.9594439268112
spread_pct_diff_chg_5m,1117.6231685876846
volume_diff,1091.9947001934052
volume_diff_chg_25m,1072.2495193481445
spread_pct_diff_chg_15m,1049.0500096082687
abs_delta_diff_chg_15m,931.9154901504517
vega_diff_chg_5m,926.3905903100967
abs_delta_diff_chg_5m,921.5963073968887
vega_diff_chg_25m,850.0870698690414
vega_diff_chg_15m,769.943678855896
abs_delta_diff_chg_25m,758.2863712310791
