feature,importance
ib_range_bps,13717.027429580688
oi_diff,7113.318029999733
dist_ib_high_bps,4367.655592799187
dist_ib_low_bps,3791.2993119955063
iv_diff,3715.271988272667
minute,2358.1749370098114
ret_30m_bps,2021.2555876970291
nearest_level_abs_bps,1761.9049597978592
ret_15m_bps,1161.3694744110107
ret_5m_bps,1101.6515891551971
volume_diff,1090.6708577871323
iv_diff_chg_15m,1080.4956991672516
iv_diff_chg_5m,1030.9658190011978
spread_pct_diff,1000.8846995830536
ret_1m_bps,937.5322308540344
spread_pct_diff_chg_15m,936.6280515193939
iv_diff_chg_25m,926.1095325946808
spread_pct_diff_chg_5m,884.629359126091
spread_pct_diff_chg_25m,868.7602905035019
volume_diff_chg_25m,845.302171587944
volume_diff_chg_15m,813.5278609991074
vega_diff_chg_5m,791.9995917081833
vega_diff,747.1811307668686
volume_diff_chg_5m,719.7573008537292
abs_delta_diff,664.5342910289764
abs_delta_diff_chg_5m,634.8794921636581
abs_delta_diff_chg_25m,573.9147108793259
vega_diff_chg_25m,571.6763306856155
vega_diff_chg_15m,552.4099385738373
abs_delta_diff_chg_15m,503.43395805358887
