feature,importance
ib_range_bps,12879.341178655624
oi_diff,7321.402088999748
dist_ib_low_bps,4676.634186029434
dist_ib_high_bps,4235.116887927055
iv_diff,3599.679470896721
minute,3092.682039141655
ret_30m_bps,2058.0505903959274
nearest_level_abs_bps,1932.1439318656921
ret_15m_bps,1382.8682581186295
volume_diff,1292.4975692033768
ret_1m_bps,1064.3636823892593
iv_diff_chg_25m,1058.5197800397873
iv_diff_chg_15m,1019.6795191764832
ret_5m_bps,1012.5312999486923
spread_pct_diff,962.0512706041336
abs_delta_diff,959.4143713712692
volume_diff_chg_15m,942.4445267915726
iv_diff_chg_5m,940.1240532398224
vega_diff,923.3986488580704
spread_pct_diff_chg_25m,880.1228518486023
abs_delta_diff_chg_5m,856.6302487850189
spread_pct_diff_chg_5m,823.940270781517
volume_diff_chg_5m,812.6185895204544
volume_diff_chg_25m,795.1009700298309
vega_diff_chg_5m,745.9935196638107
abs_delta_diff_chg_25m,722.7597719430923
vega_diff_chg_25m,682.7792972326279
spread_pct_diff_chg_15m,682.213920712471
vega_diff_chg_15m,667.6426500082016
abs_delta_diff_chg_15m,534.7200909852982
