feature,median
dte_days,0.0
minute,750.0
spot,615.7149963378906
underlying_volume,60.0
dist_ib_high_bps,-9.650585755530964
dist_ib_low_bps,24.344074632726333
dist_fib_127_up_bps,-21.86107889800705
dist_fib_161_up_bps,-37.17510919415174
dist_fib_200_up_bps,-54.10576922366732
dist_fib_127_dn_bps,35.1133099072324
dist_fib_161_dn_bps,51.235237068064215
dist_fib_200_dn_bps,68.70681723830546
nearest_level_abs_bps,4.821481856457988
ib_range_bps,43.2178383458063
ret_1m_bps,0.0
ret_5m_bps,0.15730092411958552
ret_15m_bps,0.47423796069034907
ret_30m_bps,1.0645316342616784
call_d15_available,1.0
call_d15_strike,618.0
call_d15_strike_bps,39.36364827549666
call_d15_abs_delta,0.14390000700950623
call_d15_iv,0.18310000002384186
call_d15_mid_bps,2.8926583845380263
call_d15_spread_pct,0.057142886336968124
call_d15_theta_over_mid,-10.273949596616479
call_d15_vega,2.7428499460220337
call_d15_oi,9410.0
call_d15_volume,370.0
put_d15_available,1.0
put_d15_strike,613.0
put_d15_strike_bps,-49.75101061317155
put_d15_abs_delta,0.1468999981880188
put_d15_iv,0.23579999804496765
put_d15_mid_bps,3.734128623616273
put_d15_spread_pct,0.04255315101540634
put_d15_theta_over_mid,-10.07259301145033
put_d15_vega,2.8071500062942505
put_d15_oi,7031.0
put_d15_volume,266.0
call_d25_available,1.0
call_d25_strike,617.0
call_d25_strike_bps,26.01628296536984
call_d25_abs_delta,0.24549999833106995
call_d25_iv,0.1835000067949295
call_d25_mid_bps,5.668733808900727
call_d25_spread_pct,0.02898547970379774
call_d25_theta_over_mid,-7.397057504158317
call_d25_vega,3.805199980735779
call_d25_oi,9033.0
call_d25_volume,643.5
put_d25_available,1.0
put_d25_strike,614.0
put_d25_strike_bps,-30.209449899411545
put_d25_abs_delta,0.24529999494552612
put_d25_iv,0.21629999577999115
put_d25_mid_bps,6.579100261092352
put_d25_spread_pct,0.02469133440449993
put_d25_theta_over_mid,-7.220138135818327
put_d25_vega,3.8415000438690186
put_d25_oi,6383.0
put_d25_volume,526.0
call_d35_available,1.0
call_d35_strike,616.0
call_d35_strike_bps,16.011927260006775
call_d35_abs_delta,0.34549999237060547
call_d35_iv,0.18649999797344208
call_d35_mid_bps,9.035278165313642
call_d35_spread_pct,0.018691682494856594
call_d35_theta_over_mid,-5.40402347904625
call_d35_vega,4.473700046539307
call_d35_oi,8978.0
call_d35_volume,939.5
put_d35_available,1.0
put_d35_strike,615.0
put_d35_strike_bps,-17.050160110458343
put_d35_abs_delta,0.3454499989748001
