trade_date,month,previous_trade_date,decision_bar_time,entry_time,exit_time,hold_minutes,qqq_cross_session_bps,spxw_cross_session_bps,spy_cross_session_bps,market_anchor_bps,relative_shock_bps,action,trade_executed,qqq_position,spy_position,qqq_leg_return_bps,spy_leg_return_bps,gross_bps,cost_bps,net_bps,momentum_control_net_bps,fixed_long_qqq_short_spy_net_bps
20220121,202201,20220120,10:34,10:36,13:36,180,-70.76777560206465,-38.06633226831428,-38.795810279160456,-38.431071273737366,-32.33670432832728,LONG_QQQ_SHORT_SPY,True,1,-1,-91.7129792745211,-70.0840042287764,-21.62897504574471,2.0,-23.62897504574471,19.62897504574471,-23.62897504574471
20220124,202201,20220121,10:34,10:36,13:36,180,-205.5703814423252,-200.30557168468164,-194.57032812025346,-197.43794990246755,-8.132431539857663,LONG_QQQ_SHORT_SPY,True,1,-1,-62.652281929675915,-42.44211398770968,-20.210167941966233,2.0,-22.210167941966233,18.210167941966233,-22.210167941966233
20220125,202201,20220124,10:34,10:36,13:36,180,-223.07671399460696,-178.8527832794427,-180.53226318389557,-179.69252323166913,-43.384190762937834,LONG_QQQ_SHORT_SPY,True,1,-1,-2.024906355000311,43.4291148991738,-45.45402125417411,2.0,-47.45402125417411,43.45402125417411,-47.45402125417411
20220126,202201,20220125,10:34,10:36,13:36,180,175.0019518268038,108.46061120354688,104.63388079414773,106.5472459988473,68.4547058279565,SHORT_QQQ_LONG_SPY,True,-1,1,52.85154234053822,32.06260634457977,-20.788935995958447,2.0,-22.788935995958447,18.788935995958447,18.788935995958447
20220127,202201,20220126,10:34,10:36,13:36,180,62.989604090432906,83.47060732375321,88.8853909540185,86.17799913888587,-23.18839504845296,LONG_QQQ_SHORT_SPY,True,1,-1,-127.58603782760352,-122.42984423443802,-5.156193593165497,2.0,-7.156193593165497,3.156193593165497,-7.156193593165497
20220128,202201,20220127,10:34,10:36,13:36,180,-38.19489894290677,-39.744907028303466,-40.19475445643954,-39.9698307423715,1.7749317994647313,SHORT_QQQ_LONG_SPY,True,-1,1,221.7850445323601,157.21815639562237,-64.56688813673773,2.0,-66.56688813673773,62.56688813673773,62.56688813673773
20220131,202201,20220128,10:34,10:36,13:36,180,167.08614625254714,67.97584630151503,64.96312292176283,66.46948461163893,100.6166616409082,SHORT_QQQ_LONG_SPY,True,-1,1,31.774373129219782,37.4544872953905,5.680114166170718,2.0,3.6801141661707177,-7.680114166170718,-7.680114166170718
20220201,202202,20220131,10:34,10:36,13:36,180,-59.363741669801996,-30.479036554239975,-23.372037661696826,-26.925537107968402,-32.438204561833594,LONG_QQQ_SHORT_SPY,True,1,-1,41.777973806998325,26.497159823395407,15.280813983602918,2.0,13.280813983602918,-17.28081398360292,13.280813983602918
20220202,202202,20220201,10:34,10:36,13:36,180,37.41180512911304,16.485078146916116,20.950729360532527,18.717903753724322,18.69390137538872,SHORT_QQQ_LONG_SPY,True,-1,1,25.619375709103146,54.96331304112537,29.34393733202222,2.0,27.34393733202222,-31.34393733202222,-31.34393733202222
20220203,202202,20220202,10:34,10:36,13:36,180,-214.76120585803812,-115.54639897106156,-111.04506388604993,-113.29573142855574,-101.46547442948238,LONG_QQQ_SHORT_SPY,True,1,-1,-68.7058515554056,-44.75073375771737,-23.95511779768823,2.0,-25.95511779768823,21.95511779768823,-25.95511779768823
20220204,202202,20220203,10:34,10:36,13:36,180,59.492936248515306,3.1038667953445285,-3.1349366551701148,-0.01553492991279315,59.5084711784281,SHORT_QQQ_LONG_SPY,True,-1,1,96.90323965561737,87.05217804813198,-9.851061607485391,2.0,-11.851061607485391,7.851061607485391,7.851061607485391
20220207,202202,20220204,10:34,10:36,13:36,180,53.489471452724,45.12047706728076,45.80126733989991,45.460872203590334,8.028599249133663,SHORT_QQQ_LONG_SPY,True,-1,1,-70.01130364053513,-33.56714908093401,36.444154559601124,2.0,34.444154559601124,-38.444154559601124,-38.444154559601124
20220208,202202,20220207,10:34,10:36,13:36,180,-51.94083660415714,-19.398474965694668,-21.48853652838873,-20.443505747041698,-31.497330857115443,LONG_QQQ_SHORT_SPY,True,1,-1,153.98753189565815,95.7073195810407,58.28021231461746,2.0,56.28021231461746,-60.28021231461746,56.28021231461746
20220209,202202,20220208,10:34,10:36,13:36,180,130.26527285621918,124.84693869897262,125.40800204502618,125.12747037199941,5.137802484219776,SHORT_QQQ_LONG_SPY,True,-1,1,27.98278965133786,-0.4380969071060572,-28.420886558443918,2.0,-30.420886558443918,26.420886558443918,26.420886558443918
20220210,202202,20220209,10:34,10:36,13:36,180,-54.403677249377544,-30.38985152887306,-30.429428355360223,-30.40963994211664,-23.994037307260903,LONG_QQQ_SHORT_SPY,True,1,-1,-147.61535580277885,-123.8910981266466,-23.724257676132254,2.0,-25.724257676132254,21.724257676132254,-25.724257676132254
20220211,202202,20220210,10:34,10:36,13:36,180,-35.49323905527481,3.5957969516858266,2.4475174507805897,3.021657201233208,-38.514896256508024,LONG_QQQ_SHORT_SPY,True,1,-1,-143.91173621418352,-107.62776884615708,-36.28396736802644,2.0,-38.28396736802644,34.28396736802644,-38.28396736802644
20220214,202202,20220211,10:34,10:36,13:36,180,-2.592651288523922,-60.42067500948766,-58.51365123540005,-59.46716312244385,56.874511833919925,SHORT_QQQ_LONG_SPY,True,-1,1,31.6374045130649,35.33451751750971,3.697113004444809,2.0,1.6971130044448088,-5.697113004444809,-5.697113004444809
20220215,202202,20220214,10:34,10:36,13:36,180,162.61912624393557,128.0579836580595,130.78884899151478,129.42341632478713,33.19570991914844,SHORT_QQQ_LONG_SPY,True,-1,1,29.399314461539348,13.706789252611326,-15.692525208928021,2.0,-17.69252520892802,13.692525208928021,13.692525208928021
20220216,202202,20220215,10:34,10:36,13:36,180,-119.45751406996979,-63.99361261731293,-62.06590793589333,-63.02976027660313,-56.42775379336666,LONG_QQQ_SHORT_SPY,True,1,-1,-9.945584270351114,-11.279808085685973,1.334223815334859,2.0,-0.6657761846651411,-3.334223815334859,-0.6657761846651411
20220217,202202,20220216,10:34,10:36,13:36,180,-169.97576368571137,-140.4176124135591,-142.06385901817032,-141.24073571586473,-28.73502796984664,LONG_QQQ_SHORT_SPY,True,1,-1,-27.463113725199214,10.898193795029899,-38.36130752022911,2.0,-40.36130752022911,36.36130752022911,-40.36130752022911
20220218,202202,20220217,10:34,10:36,13:36,180,-70.59160430868963,-21.071548190242023,-20.38176423804044,-20.72665621414123,-49.864948094548396,LONG_QQQ_SHORT_SPY,True,1,-1,-95.1955754430869,-86.55073249689187,-8.644842946195027,2.0,-10.644842946195027,6.644842946195027,-10.644842946195027
20220222,202202,20220218,10:34,10:36,13:36,180,31.276972633311196,1.7240130929773145,0.23027414137601468,0.9771436171766646,30.29982901613453,SHORT_QQQ_LONG_SPY,True,-1,1,-162.5429619991023,-123.53704988680681,39.005912112295476,2.0,37.005912112295476,-41.005912112295476,-41.005912112295476
20220223,202202,20220222,10:34,10:36,13:36,180,-38.52427345668675,-26.330679038448654,-25.401721865271156,-25.866200451859903,-12.658073004826846,LONG_QQQ_SHORT_SPY,True,1,-1,-123.7990305905854,-90.83947933460318,-32.95955125598222,2.0,-34.95955125598222,30.95955125598222,-34.95955125598222
20220224,202202,20220223,10:34,10:36,13:36,180,-76.79452642164804,-129.47415408779176,-134.07968779772926,-131.7769209427605,54.98239452111247,SHORT_QQQ_LONG_SPY,True,-1,1,128.01150119319917,56.420686744709656,-71.59081444848951,2.0,-73.59081444848951,69.59081444848951,69.59081444848951
20220225,202202,20220224,10:34,10:36,13:36,180,13.201709338210893,81.73888283764308,76.9851809572605,79.36203189745179,-66.1603225592409,LONG_QQQ_SHORT_SPY,True,1,-1,99.79365593236594,121.39789506937551,-21.60423913700957,2.0,-23.60423913700957,19.60423913700957,-23.60423913700957
20220228,202202,20220225,10:34,10:36,13:36,180,-41.43192123945907,-95.58069825436591,-94.57854808021355,-95.07962316728972,53.64770192783065,SHORT_QQQ_LONG_SPY,True,-1,1,-29.617606365518462,-18.217671562915,11.399934802603461,2.0,9.399934802603461,-13.399934802603461,-13.399934802603461
20220301,202203,20220228,10:34,10:36,13:36,180,-5.474952230929745,-60.3300366328247,-59.72224021924876,-60.02613842603673,54.551186195106986,SHORT_QQQ_LONG_SPY,True,-1,1,-163.54995700449587,-127.45225128180606,36.09770572268981,2.0,34.09770572268981,-38.09770572268981,-38.09770572268981
20220302,202203,20220301,10:34,10:36,13:36,180,29.235512710498266,93.51651634618958,90.05628573155735,91.78640103887346,-62.550888328375194,LONG_QQQ_SHORT_SPY,True,1,-1,132.95102348778096,110.39459829797164,22.556425189809318,2.0,20.556425189809318,-24.556425189809318,20.556425189809318
20220303,202203,20220302,10:34,10:36,13:36,180,-62.699753218686496,-12.707540109266995,-9.140141851503616,-10.923840980385306,-51.77591223830119,LONG_QQQ_SHORT_SPY,True,1,-1,-11.59420419734819,6.167270264801189,-17.76147446214938,2.0,-19.76147446214938,15.76147446214938,-19.76147446214938
20220304,202203,20220303,10:34,10:36,13:36,180,-162.00171679842478,-152.3986796750774,-151.46374121219867,-151.93121044363804,-10.070506354786744,LONG_QQQ_SHORT_SPY,True,1,-1,41.434888214485056,62.20137958471638,-20.76649137023132,2.0,-22.76649137023132,18.76649137023132,-22.76649137023132
20220307,202203,20220304,10:34,10:36,13:36,180,-176.43470742906683,-140.07717847476292,-137.43839530761977,-138.75778689119136,-37.676920537875475,LONG_QQQ_SHORT_SPY,True,1,-1,-99.04519792441197,-89.70148082131571,-9.343717103096253,2.0,-11.343717103096253,7.343717103096253,-11.343717103096253
20220308,202203,20220307,10:34,10:36,13:36,180,-140.75569542023732,-94.97810572411723,-92.44689109953228,-93.71249841182475,-47.04319700841256,LONG_QQQ_SHORT_SPY,True,1,-1,256.8982526983588,158.84328346749206,98.05496923086676,2.0,96.05496923086676,-100.05496923086676,96.05496923086676
20220309,202203,20220308,10:34,10:36,13:36,180,277.6176581511799,218.10385870491376,223.28718633176877,220.69552251834125,56.92213563283866,SHORT_QQQ_LONG_SPY,True,-1,1,44.36458115904288,32.791522333294544,-11.573058825748333,2.0,-13.573058825748333,9.573058825748333,9.573058825748333
20220310,202203,20220309,10:34,10:36,13:36,180,-194.6900141541499,-117.6809193559547,-119.57022369686425,-118.62557152640947,-76.06444262774043,LONG_QQQ_SHORT_SPY,True,1,-1,11.248082172098892,9.465440021413615,1.7826421506852768,2.0,-0.21735784931472324,-3.7826421506852768,-0.21735784931472324
20220311,202203,20220310,10:34,10:36,13:36,180,-59.01329033457326,-10.594054931255432,-9.87584730380769,-10.234951117531562,-48.778339217041705,LONG_QQQ_SHORT_SPY,True,1,-1,-29.142149214127304,-15.75822046560104,-13.383928748526264,2.0,-15.383928748526264,11.383928748526264,-15.383928748526264
20220314,202203,20220311,10:34,10:36,13:36,180,9.245277862763388,54.79179830783618,56.495984294929045,55.64389130138261,-46.39861343861922,LONG_QQQ_SHORT_SPY,True,1,-1,-207.8999316213585,-136.04355390412886,-71.85637771722963,2.0,-73.85637771722963,69.85637771722963,-73.85637771722963
20220315,202203,20220314,10:34,10:36,13:36,180,172.90958382121593,119.98300265314948,117.04404125987156,118.51352195651052,54.396061864705416,SHORT_QQQ_LONG_SPY,True,-1,1,25.889184157518578,8.28529880388382,-17.60388535363476,2.0,-19.60388535363476,15.603885353634759,15.603885353634759
20220316,202203,20220315,10:34,10:36,13:36,180,289.5184045129231,185.57477927472962,182.07899918790872,183.82688923131917,105.69151528160393,SHORT_QQQ_LONG_SPY,True,-1,1,-88.65939307944387,-63.600940596179754,25.05845248326412,2.0,23.05845248326412,-27.05845248326412,-27.05845248326412
20220317,202203,20220316,10:34,10:36,13:36,180,-16.760026857988972,9.103657340617929,7.572889419087576,8.338273379852753,-25.098300237841727,LONG_QQQ_SHORT_SPY,True,1,-1,81.8270370097056,69.99593964682573,11.831097362879873,2.0,9.831097362879873,-13.831097362879873,9.831097362879873
20220318,202203,20220317,10:34,10:36,13:36,180,48.378547116036536,0.09064765483148923,-32.25223110090713,-16.08079172303782,64.45933883907435,SHORT_QQQ_LONG_SPY,True,-1,1,93.46534357161032,61.692189311875126,-31.773154259735193,2.0,-33.77315425973519,29.773154259735193,29.773154259735193
20220321,202203,20220318,10:34,10:36,13:36,180,-128.85669229460558,-37.137620118975015,-37.19278014676531,-37.16520013287016,-91.69149216173543,LONG_QQQ_SHORT_SPY,True,1,-1,-10.088055158097191,-26.897230433001475,16.809175274904284,2.0,14.809175274904284,-18.809175274904284,14.809175274904284
20220322,202203,20220321,10:34,10:36,13:36,180,167.6665633576171,103.70712721267138,103.6348290289484,103.67097812080989,63.9955852368072,SHORT_QQQ_LONG_SPY,True,-1,1,9.549757768709753,4.452558068129654,-5.0971997005800995,2.0,-7.0971997005800995,3.0971997005800995,3.0971997005800995
20220323,202203,20220322,10:34,10:36,13:36,180,-40.98481440926791,-40.08110398168817,-40.34195791452334,-40.21153094810576,-0.7732834611621513,LONG_QQQ_SHORT_SPY,True,1,-1,-40.60690256342328,-49.487869010365145,8.880966446941862,2.0,6.880966446941862,-10.880966446941862,6.880966446941862
20220324,202203,20220323,10:34,10:36,13:36,180,39.146765072596395,56.90905794204041,59.08071683068321,57.99488738636181,-18.848122313765415,LONG_QQQ_SHORT_SPY,True,1,-1,83.92524195122984,29.28521625751507,54.64002569371476,2.0,52.64002569371476,-56.64002569371476,52.64002569371476
20220325,202203,20220324,10:34,10:36,13:36,180,5.003613825413961,43.41992855267154,43.2004393743855,43.31018396352852,-38.306570138114566,LONG_QQQ_SHORT_SPY,True,1,-1,-84.20280609571448,-50.72835821761387,-33.47444787810061,2.0,-35.47444787810061,31.474447878100612,-35.47444787810061
20220328,202203,20220325,10:34,10:36,13:36,180,40.26608792269308,-6.715273756637453,-5.303750317693426,-6.00951203716544,46.275599959858525,SHORT_QQQ_LONG_SPY,True,-1,1,14.943962930537262,-2.651933717199949,-17.595896647737213,2.0,-19.595896647737213,15.595896647737213,15.595896647737213
20220329,202203,20220328,10:34,10:36,13:36,180,61.45629328593534,59.900055444824076,60.58039938201623,60.24022741342016,1.2160658725151805,SHORT_QQQ_LONG_SPY,True,-1,1,38.61638650647816,0.43630969268868786,-38.18007681378947,2.0,-40.18007681378947,36.18007681378947,36.18007681378947
20220330,202203,20220329,10:34,10:36,13:36,180,-21.84673100653324,-32.28337767931379,-32.113901660802654,-32.19863967005822,10.35190866352498,SHORT_QQQ_LONG_SPY,True,-1,1,-25.687839448202272,-21.107383449858737,4.580455998343535,2.0,2.5804559983435347,-6.580455998343535,-6.580455998343535
20220331,202203,20220330,10:34,10:36,13:36,180,-20.446281130310357,-21.443694617302206,-20.950185520986924,-21.196940069144567,0.75065893883421,SHORT_QQQ_LONG_SPY,True,-1,1,-35.802659214562205,-25.58357050579066,10.219088708771544,2.0,8.219088708771544,-12.219088708771544,-12.219088708771544
20220401,202204,20220331,10:34,10:36,13:36,180,-3.03913580369109,-1.125525936285784,-3.1002945528130677,-2.112910244549426,-0.9262255591416642,LONG_QQQ_SHORT_SPY,True,1,-1,-83.19054133562938,-37.93892176138565,-45.251619574243726,2.0,-47.251619574243726,43.251619574243726,-47.251619574243726
20220404,202204,20220401,10:34,10:36,13:36,180,115.39223593837444,37.04297549081404,37.90721690038463,37.475096195599335,77.9171397427751,SHORT_QQQ_LONG_SPY,True,-1,1,47.42574780836235,19.34449175485676,-28.08125605350559,2.0,-30.08125605350559,26.08125605350559,26.08125605350559
20220405,202204,20220404,10:34,10:36,13:36,180,-138.80968458026732,-55.94888403593261,-56.643692330909005,-56.296288183420806,-82.5133963968465,LONG_QQQ_SHORT_SPY,True,1,-1,-39.61490737850465,-12.553546923962204,-27.061360454542445,2.0,-29.061360454542445,25.061360454542445,-29.061360454542445
20220406,202204,20220405,10:34,10:36,13:36,180,-246.9745836829716,-136.28292874863985,-135.9168387468764,-136.09988374775813,-110.87469993521347,LONG_QQQ_SHORT_SPY,True,1,-1,9.07260984803262,13.688641688660493,-4.616031840627873,2.0,-6.616031840627873,2.6160318406278726,-6.616031840627873
20220407,202204,20220406,10:34,10:36,13:36,180,16.409215473984865,-8.082630822676327,-7.168459088332353,-7.62554495550434,24.034760429489204,SHORT_QQQ_LONG_SPY,True,-1,1,-53.82144316228811,-0.224046960251957,53.59739620203616,2.0,51.59739620203616,-55.59739620203616,-55.59739620203616
20220408,202204,20220407,10:34,10:36,13:36,180,-87.9263684330438,-18.615083588786813,-22.532832718063855,-20.573958153425334,-67.35241027961847,LONG_QQQ_SHORT_SPY,True,1,-1,-9.689647086036745,25.424309509034796,-35.11395659507154,2.0,-37.11395659507154,33.11395659507154,-37.11395659507154
20220411,202204,20220408,10:34,10:36,13:36,180,-160.54397311010274,-108.65655810450009,-110.97496795398692,-109.8157630292435,-50.72821008085924,LONG_QQQ_SHORT_SPY,True,1,-1,-1.4559643605647117,-14.244855607630447,12.788891247065735,2.0,10.788891247065735,-14.788891247065735,10.788891247065735
20220412,202204,20220411,10:34,10:36,13:36,180,135.19231602778612,85.95925105414157,84.64844695947897,85.30384900681028,49.88846702097584,SHORT_QQQ_LONG_SPY,True,-1,1,-74.94588456914504,-49.69515535607943,25.250729213065604,2.0,23.250729213065604,-27.250729213065604,-27.250729213065604
20220413,202204,20220412,10:34,10:36,13:36,180,105.76528681005159,27.29877942430459,30.53020074359595,28.91449008395027,76.85079672610132,SHORT_QQQ_LONG_SPY,True,-1,1,60.17547482878091,51.73246851517984,-8.443006313601067,2.0,-10.443006313601067,6.443006313601067,6.443006313601067
20220414,202204,20220413,10:34,10:36,13:36,180,-107.40306436781535,-36.61014775823604,-38.64280595921381,-37.62647685872493,-69.77658750909042,LONG_QQQ_SHORT_SPY,True,1,-1,-47.68949485041906,-32.195193999929266,-15.494300850489793,2.0,-17.494300850489793,13.494300850489793,-17.494300850489793
20220418,202204,20220414,10:34,10:36,13:36,180,60.396441969074274,26.736889623183423,28.051788735397007,27.394339179290213,33.00210278978406,SHORT_QQQ_LONG_SPY,True,-1,1,-27.66579155193588,-2.962051584138835,24.703739967797045,2.0,22.703739967797045,-26.703739967797045,-26.703739967797045
20220419,202204,20220418,10:34,10:36,13:36,180,127.22594145342701,110.93339876731743,109.67287867230668,110.30313871981205,16.922802733614958,SHORT_QQQ_LONG_SPY,True,-1,1,37.2342403006142,10.38609260217969,-26.848147698434513,2.0,-28.848147698434513,24.848147698434513,24.848147698434513
20220420,202204,20220419,10:34,10:36,13:36,180,-63.46467726339706,27.41128576823074,27.602939396330846,27.507112582280794,-90.97178984567785,LONG_QQQ_SHORT_SPY,True,1,-1,-20.677711851167704,6.946078545895131,-27.623790397062834,2.0,-29.623790397062834,25.623790397062834,-29.623790397062834
20220421,202204,20220420,10:34,10:36,13:36,180,125.29666527329105,91.84256142243491,92.00355904419877,91.92306023331685,33.37360503997421,SHORT_QQQ_LONG_SPY,True,-1,1,-196.80436348639415,-137.52474203598615,59.279621450408,2.0,57.279621450408,-61.279621450408,-61.279621450408
20220422,202204,20220421,10:34,10:36,13:36,180,-70.86265540594968,-104.47579602532976,-104.65051674164711,-104.56315638348843,33.70050097753875,SHORT_QQQ_LONG_SPY,True,-1,1,-115.20515472572454,-84.34957551301746,30.855579212707084,2.0,28.855579212707084,-32.855579212707084,-32.855579212707084
20220425,202204,20220422,10:34,10:36,13:36,180,64.63790176954511,-45.61118340672122,-48.93666833664339,-47.27392587168231,111.91182764122742,SHORT_QQQ_LONG_SPY,True,-1,1,-61.91211120841259,-36.397194585400655,25.514916623011935,2.0,23.514916623011935,-27.514916623011935,-27.514916623011935
20220426,202204,20220425,10:34,10:36,13:36,180,-258.7728904325375,-160.20573785637058,-161.86684431703802,-161.0362910867043,-97.73659934583321,LONG_QQQ_SHORT_SPY,True,1,-1,-60.57407599525083,-62.575300249440325,2.001224254189495,2.0,0.0012242541894949,-4.001224254189495,0.0012242541894949
20220427,202204,20220426,10:34,10:36,13:36,180,-23.69482192252896,-9.153801263651062,-5.288334538285219,-7.221067900968141,-16.47375402156082,LONG_QQQ_SHORT_SPY,True,1,-1,108.60801088794577,115.05629036628973,-6.448279478343963,2.0,-8.448279478343963,4.448279478343963,-8.448279478343963
20220428,202204,20220427,10:34,10:36,13:36,180,34.03936720910438,19.222578233552536,17.719462516656588,18.471020375104562,15.568346833999815,SHORT_QQQ_LONG_SPY,True,-1,1,271.9589615319477,207.77878444391095,-64.18017708803674,2.0,-66.18017708803674,62.18017708803674,62.18017708803674
20220429,202204,20220428,10:34,10:36,13:36,180,-174.71991676299442,-159.9188215872265,-159.7621105493085,-159.8404660682675,-14.879450694726927,LONG_QQQ_SHORT_SPY,True,1,-1,-68.28093312750514,-32.629564634325945,-35.65136849317919,2.0,-37.65136849317919,33.65136849317919,-37.65136849317919
20220502,202205,20220429,10:34,10:36,13:36,180,123.42897801896314,75.7531891267687,75.18923304365985,75.47121108521428,47.95776693374886,SHORT_QQQ_LONG_SPY,True,-1,1,-160.77772664391404,-154.35218510531988,6.42554153859416,2.0,4.42554153859416,-8.42554153859416,-8.42554153859416
20220503,202205,20220502,10:34,10:36,13:36,180,18.509518860759528,45.51911808645282,44.29046331251026,44.90479069948154,-26.39527183872201,LONG_QQQ_SHORT_SPY,True,1,-1,44.128074111929855,41.48139887267794,2.6466752392519126,2.0,0.6466752392519126,-4.646675239251913,0.6466752392519126
20220504,202205,20220503,10:34,10:36,13:36,180,-117.96011376500948,-47.99039321419385,-47.90399493349606,-47.947194073844955,-70.01291969116453,LONG_QQQ_SHORT_SPY,True,1,-1,132.79404681167048,66.78061763474865,66.01342917692183,2.0,64.01342917692183,-68.01342917692183,64.01342917692183
20220505,202205,20220504,10:34,10:36,13:36,180,-410.7728645808163,-265.97431588946,-263.5958002374559,-264.78505806345794,-145.98780651735836,LONG_QQQ_SHORT_SPY,True,1,-1,-78.61576025142661,-85.25815060479277,6.642390353366167,2.0,4.642390353366167,-8.642390353366167,4.642390353366167
20220506,202205,20220505,10:34,10:36,13:36,180,-134.2905778938799,-118.85235298134431,-120.31207138936595,-119.58221218535513,-14.70836570852478,LONG_QQQ_SHORT_SPY,True,1,-1,84.99729214321167,91.76274395591088,-6.765451812699212,2.0,-8.765451812699212,4.765451812699212,-8.765451812699212
20220509,202205,20220506,10:34,10:36,13:36,180,-287.56551243238516,-216.77073209936566,-215.23643602048097,-216.0035840599233,-71.56192837246186,LONG_QQQ_SHORT_SPY,True,1,-1,-60.064248917770755,-56.562787070289005,-3.5014618474817496,2.0,-5.50146184748175,1.5014618474817496,-5.50146184748175
20220510,202205,20220509,10:34,10:36,13:36,180,176.09846739073478,89.48114600257284,89.49164815403793,89.48639707830539,86.6120703124294,SHORT_QQQ_LONG_SPY,True,-1,1,9.588838005528096,-35.91474118573456,-45.50357919126266,2.0,-47.50357919126266,43.50357919126266,43.50357919126266
20220511,202205,20220510,10:34,10:36,13:36,180,7.310913525158493,71.80594762660108,72.90554613221069,72.35574687940588,-65.04483335424739,LONG_QQQ_SHORT_SPY,True,1,-1,-186.1550345634674,-139.2238620175288,-46.93117254593861,2.0,-48.93117254593861,44.93117254593861,-48.93117254593861
20220512,202205,20220511,10:34,10:36,13:36,180,-18.86501785713164,-37.54469997081534,-35.70794724326571,-36.62632360704052,17.76130574990888,SHORT_QQQ_LONG_SPY,True,-1,1,-86.96307134340353,-59.22107216058084,27.74199918282269,2.0,25.74199918282269,-29.74199918282269,-29.74199918282269
20220513,202205,20220512,10:34,10:36,13:36,180,315.3300241277103,224.3300060292628,223.52789747594946,223.9289517526061,91.4010723751042,SHORT_QQQ_LONG_SPY,True,-1,1,24.588814515457575,-4.486875963302901,-29.075690478760475,2.0,-31.075690478760475,27.075690478760475,27.075690478760475
