ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,source_result,source_variant,source_stream,source_priority,entry_minute,_20,config_priority,source_file,_source_order,_priority,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode,selected_variants,selected_max_day,selected_cooldown,selected_min_score,selected_daily_order,selected_fallback,selected_target_month_trades,selected_backfill_max_day,selected_backfill_cooldown,config_selector_mode,config_select_months,config_select_score
SPY,20250117,202501,12:30,750,front_weekly,PUT,0.6902875762433393,0.2274025597362088,0.6902875762433393,-0.0936819491994935,0.0692243485863428,0.0692243485863428,thr0.411_maxday8,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,750,1699.0,0.0,in_memory_static_union,10,0,11,10,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202407,202408,202409,202410,202411,202412",19.33575601965465
SPY,20250121,202501,13:05,785,front_weekly,PUT,0.6621793704145018,0.2228590087708464,0.6621793704145018,-0.0084745685659031,-0.1190475676876053,-0.1190475676876053,thr0.411_maxday8,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,785,1707.0,0.0,in_memory_static_union,11,0,12,11,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202407,202408,202409,202410,202411,202412",19.33575601965465
SPY,20250122,202501,13:00,780,front_weekly,PUT,0.7477611468814146,0.2858047412605949,0.7477611468814146,-0.2144771979156718,0.1643835638808273,0.1643835638808273,thr0.411_maxday8,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,780,1715.0,0.0,in_memory_static_union,12,0,13,12,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202407,202408,202409,202410,202411,202412",19.33575601965465
SPY,20250123,202501,12:00,720,front_weekly,PUT,0.7468182122988364,0.1386025661472204,0.7468182122988364,0.1260869425501396,-0.3,-0.3,thr0.411_maxday8,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,720,1720.0,0.0,in_memory_static_union,13,0,14,13,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202407,202408,202409,202410,202411,202412",19.33575601965465
SPY,20250124,202501,11:30,690,front_weekly,PUT,0.7392266520514411,0.2209126852825849,0.7392266520514411,-0.2299625613177764,0.3031826605070273,0.3031826605070273,thr0.411_maxday8,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,690,1726.0,0.0,in_memory_static_union,14,0,15,14,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202407,202408,202409,202410,202411,202412",19.33575601965465
SPY,20250127,202501,11:00,660,front_weekly,PUT,0.7060658339738041,0.1780479041222203,0.7060658339738041,-0.1297071136862406,0.1277777917591145,0.1277777917591145,thr0.411_maxday8,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,660,1732.0,0.0,in_memory_static_union,15,0,15,15,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202407,202408,202409,202410,202411,202412",19.33575601965465
SPY,20250128,202501,11:00,660,front_weekly,PUT,0.5888566255342458,0.3826142427927791,0.5888566255342458,0.0196078915883319,-0.075731508012711,-0.075731508012711,thr0.411_maxday8,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,660,1735.0,0.0,in_memory_static_union,16,0,16,16,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202407,202408,202409,202410,202411,202412",19.33575601965465
SPY,20250129,202501,11:00,660,front_weekly,PUT,0.6398125072153108,0.258757151909087,0.6398125072153108,-0.1898332259218826,0.3789868686380708,0.3789868686380708,thr0.411_maxday8,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,660,1742.0,0.0,in_memory_static_union,17,0,17,17,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202407,202408,202409,202410,202411,202412",19.33575601965465
SPY,20250130,202501,11:00,660,front_weekly,PUT,0.5394705396373098,0.2131098826817981,0.5394705396373098,0.5,-0.3,-0.3,thr0.411_maxday8,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,660,1749.0,0.0,in_memory_static_union,18,0,18,18,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202407,202408,202409,202410,202411,202412",19.33575601965465
SPY,20250131,202501,13:00,780,front_weekly,PUT,0.7196400865160302,0.2787107885474004,0.7196400865160302,-0.3,0.5,0.5,thr0.411_maxday8,202501,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,780,1761.0,0.0,in_memory_static_union,19,0,18,19,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202407,202408,202409,202410,202411,202412",19.33575601965465
SPY,20250203,202502,10:50,650,zero_dte,PUT,0.3499761790547224,-0.2398887112355902,0.3499761790547224,-0.3,-0.2841822888362451,-0.2841822888362451,thr0.150_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d80,d80,d80,0,650,,,,1536,1,1,0,18,False,fallback_volume_pace,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202408,202409,202410,202411,202412,202501",19.55177915723438
SPY,20250204,202502,10:30,630,front_weekly,PUT,0.4784857847836156,0.4109517703450508,0.4784857847836156,0.0251748008304568,-0.1300448248307709,-0.1300448248307709,thr0.434_maxday2,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,630,1765.0,0.0,in_memory_static_union,1,0,2,1,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202408,202409,202410,202411,202412,202501",19.55177915723438
SPY,20250205,202502,11:00,660,front_weekly,CALL,0.4834539946711485,0.4834539946711485,0.4492390696362773,0.2487136029292687,-0.3,0.2487136029292687,thr0.434_maxday2,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,660,1768.0,0.0,in_memory_static_union,2,0,3,2,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202408,202409,202410,202411,202412,202501",19.55177915723438
SPY,20250206,202502,10:30,630,zero_dte,PUT,0.6220106942820801,0.1864063886415965,0.6220106942820801,0.0789473568633651,-0.3,-0.3,thr0.434_maxday2,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,630,1769.0,0.0,in_memory_static_union,3,0,4,3,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202408,202409,202410,202411,202412,202501",19.55177915723438
SPY,20250207,202502,11:00,660,front_weekly,CALL,0.482720813840619,0.482720813840619,0.3298896154873467,-0.1660231615211927,0.1250000169331377,-0.1660231615211927,thr0.434_maxday2,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,660,1772.0,0.0,in_memory_static_union,4,0,5,4,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202408,202409,202410,202411,202412,202501",19.55177915723438
SPY,20250210,202502,11:00,660,front_weekly,CALL,0.5973673404704325,0.5973673404704325,0.327518730066999,-0.0461996931471181,-0.0430958466183019,-0.0461996931471181,thr0.434_maxday2,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,660,1774.0,0.0,in_memory_static_union,5,0,6,5,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202408,202409,202410,202411,202412,202501",19.55177915723438
SPY,20250211,202502,10:35,635,zero_dte,PUT,0.1974499905645587,-0.2915678426544905,0.1974499905645587,-0.3,-0.3,-0.3,thr0.150_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d80,d80,d80,0,635,,,,1550,1,7,6,18,False,fallback_volume_pace,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202408,202409,202410,202411,202412,202501",19.55177915723438
SPY,20250212,202502,10:35,635,zero_dte,PUT,0.4287480857162399,-0.2474118347656087,0.4287480857162399,-0.3,-0.3,-0.3,thr0.150_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d80,d80,d80,0,635,,,,1553,1,8,7,18,False,fallback_volume_pace,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202408,202409,202410,202411,202412,202501",19.55177915723438
SPY,20250213,202502,11:00,660,front_weekly,PUT,0.4642821455163757,0.345437019193718,0.4642821455163757,-0.3,-0.1245675157255197,-0.1245675157255197,thr0.434_maxday2,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,660,1780.0,0.0,in_memory_static_union,8,0,9,8,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202408,202409,202410,202411,202412,202501",19.55177915723438
SPY,20250214,202502,11:00,660,front_weekly,CALL,0.6299506000174048,0.6299506000174048,0.3333899870571981,-0.0287908050420632,-0.0280561331937095,-0.0287908050420632,thr0.434_maxday2,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,660,1782.0,0.0,in_memory_static_union,9,0,9,9,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202408,202409,202410,202411,202412,202501",19.55177915723438
SPY,20250218,202502,10:30,630,front_weekly,PUT,0.6579077866100554,0.3262386022662671,0.6579077866100554,-0.0030643241152283,-0.1008772026138623,-0.1008772026138623,thr0.434_maxday2,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,630,1783.0,0.0,in_memory_static_union,10,0,11,10,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202408,202409,202410,202411,202412,202501",19.55177915723438
SPY,20250219,202502,10:30,630,zero_dte,PUT,0.1572240914392716,-0.2362663332880024,0.1572240914392716,0.5,-0.3,-0.3,thr0.150_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d80,d80,d80,0,630,,,,1561,1,12,11,18,False,fallback_volume_pace,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202408,202409,202410,202411,202412,202501",19.55177915723438
SPY,20250220,202502,11:20,680,front_weekly,PUT,0.4770471355202399,0.3711425408166457,0.4770471355202399,0.2758620446660185,-0.3,-0.3,thr0.434_maxday2,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,680,1788.0,0.0,in_memory_static_union,12,0,13,12,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202408,202409,202410,202411,202412,202501",19.55177915723438
SPY,20250221,202502,10:45,645,zero_dte,PUT,0.1564452875703965,-0.261913855517296,0.1564452875703965,-0.3,-0.3,-0.3,thr0.150_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d80,d80,d80,0,645,,,,1565,1,14,13,18,False,fallback_volume_pace,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202408,202409,202410,202411,202412,202501",19.55177915723438
SPY,20250224,202502,10:45,645,front_weekly,CALL,0.6903307735661548,0.6903307735661548,0.2597181544055705,0.2769044540624217,-0.3,0.2769044540624217,thr0.434_maxday2,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,645,1791.0,0.0,in_memory_static_union,14,0,15,14,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202408,202409,202410,202411,202412,202501",19.55177915723438
SPY,20250225,202502,10:30,630,zero_dte,CALL,0.4971069116396932,0.4971069116396932,0.0312110189590832,0.5,-0.3,0.5,thr0.150_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d80,d80,d80,0,630,,,,1570,1,16,15,18,False,fallback_volume_pace,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202408,202409,202410,202411,202412,202501",19.55177915723438
SPY,20250226,202502,10:40,640,zero_dte,PUT,0.3699156013654968,-0.2745030307560038,0.3699156013654968,-0.3,0.5,0.5,thr0.150_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d80,d80,d80,0,640,,,,1573,1,17,16,18,False,fallback_volume_pace,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202408,202409,202410,202411,202412,202501",19.55177915723438
SPY,20250227,202502,14:25,865,zero_dte,CALL,0.2072343975366467,0.2072343975366467,-0.1012109512150602,-0.3,0.5,-0.3,thr0.150_maxday4,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d80,d80,d80,0,865,,,,1577,1,18,17,18,False,fallback_volume_pace,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202408,202409,202410,202411,202412,202501",19.55177915723438
SPY,20250228,202502,10:30,630,front_weekly,CALL,0.5066328705540445,0.5066328705540445,0.4492534394068209,-0.3,0.3008713533382048,-0.3,thr0.434_maxday2,202502,research_papers\JEPA\results\event_option_variant_streams_full20_2025_2026_v1\d65win,d65win,primary_static,1,630,1798.0,0.0,in_memory_static_union,18,0,18,18,18,False,primary,d65win,1,0,-999999.0,score_desc,d80,18,1,0,SELECTED_BACKFILL,"202408,202409,202410,202411,202412,202501",19.55177915723438
