ticker,month,mode,variants,selected_source,fallback,max_day,cooldown,min_score,daily_order,target_month_trades,backfill_max_day,backfill_cooldown,select_months,select_score,select_trades,select_win_rate,select_profit_factor,select_pnl_return,select_avg_return,select_max_drawdown,select_call_rate,select_days_with_trades,select_daily_win_rate,select_median_daily_return,select_daily_max_drawdown,select_top5_day_return,select_top5_share_of_pnl,select_min_month_trades,select_positive_month_rate,test_trades,test_win_rate,test_profit_factor,test_pnl_return,test_avg_return,test_max_drawdown,test_call_rate,test_days_with_trades,test_daily_win_rate,test_median_daily_return,test_daily_max_drawdown,test_top5_day_return,test_top5_share_of_pnl,test_min_month_trades,test_positive_month_rate
SPY,202501,SELECTED_BACKFILL,d65win,d65win,d80,1,0,-999999.0,score_desc,18,1,0,"202407,202408,202409,202410,202411,202412",19.33575601965465,123,0.4796747967479675,1.3695434033388292,4.82432107829298,0.03922212258774781,-1.6427113296763585,0.2845528455284553,123,0.4796747967479675,-0.0081019265876109,-1.6427113296763585,2.5,0.5182076315875291,19,0.8333333333333334,20,0.65,2.921128356435139,2.477294092458325,0.12386470462291625,-0.48558806858130676,0.0,20,0.65,0.09850107017272865,-0.48558806858130676,2.5,1.009165608399422,20,1.0
SPY,202502,SELECTED_BACKFILL,d65win,d65win,d80,1,0,-999999.0,score_desc,18,1,0,"202408,202409,202410,202411,202412,202501",19.55177915723438,121,0.47107438016528924,1.4620674254881842,5.928915106145322,0.04899929839789522,-1.6427113296763594,0.2396694214876033,121,0.47107438016528924,-0.0091323751857859,-1.6427113296763594,2.5,0.421662303345978,19,0.8333333333333334,19,0.21052631578947367,0.46503026908359324,-1.7550674347250816,-0.09237197024868851,-2.431971888787503,0.42105263157894735,19,0.21052631578947367,-0.1660231615211927,-2.431971888787503,1.4968272519496273,-0.8528602504576095,19,0.0
