feature,importance
ib_range_bps,15685.842794656754
oi_diff,9168.982597708702
dist_ib_high_bps,4839.229339361191
dist_ib_low_bps,3975.9280840158463
minute,2479.541137576103
iv_diff,2374.1153692007065
nearest_level_abs_bps,1605.349410533905
ret_30m_bps,1561.3004928827286
volume_diff,1063.9642616510391
volume_diff_chg_25m,952.0339704751968
vega_diff,912.8143684864044
ret_5m_bps,889.4104645252228
iv_diff_chg_5m,868.3644607067108
abs_delta_diff,843.073539853096
spread_pct_diff,832.8955981731415
ret_15m_bps,806.113102555275
iv_diff_chg_25m,805.2232897281647
volume_diff_chg_5m,797.5817502737045
iv_diff_chg_15m,735.9588787555695
spread_pct_diff_chg_25m,674.8266294002533
ret_1m_bps,662.880627989769
abs_delta_diff_chg_5m,649.2139600515366
spread_pct_diff_chg_5m,609.5022780895233
volume_diff_chg_15m,609.1422795057297
vega_diff_chg_5m,561.9050093889236
abs_delta_diff_chg_15m,506.1340698003769
spread_pct_diff_chg_15m,482.5839591026306
vega_diff_chg_25m,467.33392918109894
vega_diff_chg_15m,379.41685009002686
abs_delta_diff_chg_25m,371.9758207798004
