feature,importance
ib_range_bps,5180.901172220707
oi_diff,3877.2162370681763
dist_ib_low_bps,2247.183529675007
iv_diff,1947.3026604652405
dist_ib_high_bps,1846.814147412777
ret_30m_bps,1813.7482297420502
minute,1733.4801284074783
nearest_level_abs_bps,1111.1749041080475
ret_5m_bps,1070.9096705317497
iv_diff_chg_5m,1043.001688838005
iv_diff_chg_25m,1039.1112411022186
volume_diff,1001.6992278695107
ret_15m_bps,980.8434653282166
vega_diff,854.2043752670288
spread_pct_diff_chg_15m,848.2744458317757
iv_diff_chg_15m,837.9181432723999
volume_diff_chg_5m,804.3694251179695
spread_pct_diff_chg_25m,798.2158450484276
spread_pct_diff,789.9580497741699
spread_pct_diff_chg_5m,784.6001539230347
abs_delta_diff,781.7440851926804
vega_diff_chg_25m,767.878153026104
volume_diff_chg_25m,761.728671848774
ret_1m_bps,751.4218977689743
volume_diff_chg_15m,728.7314441204071
abs_delta_diff_chg_5m,653.6761180758476
vega_diff_chg_5m,622.5526731610298
abs_delta_diff_chg_25m,621.3517404198647
vega_diff_chg_15m,612.3478184938431
abs_delta_diff_chg_15m,555.1440423727036
