ticker,month,deploy_config,val_months,train_rows,val_rows,test_rows,val_score,abstained_invalid_val,val_trades,val_win_rate,val_profit_factor,val_pnl_return,val_avg_return,val_max_drawdown,val_call_rate,val_days_with_trades,val_daily_win_rate,val_median_daily_return,val_daily_max_drawdown,val_top5_day_return,val_top5_share_of_pnl,val_min_month_trades,val_positive_month_rate,test_trades,test_win_rate,test_profit_factor,test_pnl_return,test_avg_return,test_max_drawdown,test_call_rate,test_days_with_trades,test_daily_win_rate,test_median_daily_return,test_daily_max_drawdown,test_top5_day_return,test_top5_share_of_pnl,test_min_month_trades,test_positive_month_rate,source_stream,test_month
SPXW,202601,thr0.412_maxday1,"202507,202508,202509,202510,202511,202512",46091,2411,380,9.025476123789474,False,121,0.6198347107438017,2.6839816924909154,23.23894735637464,0.19205741616838545,-1.8610526436253654,0.24793388429752067,121,0.6198347107438017,0.5,-1.8610526436253654,2.5,0.10757802243199405,18,1.0,19,0.47368421052631576,1.5000000000000002,1.5,0.07894736842105263,-1.3000000000000003,0.2631578947368421,19,0.47368421052631576,-0.3,-1.3000000000000003,2.5,1.6666666666666667,19,1.0,SPXW.primary,202601
SPXW,202602,thr-999.000_maxday1,"202508,202509,202510,202511,202512,202601",47326,2380,361,6.300216661230052,False,126,0.47619047619047616,1.5151515151515151,10.199999999999996,0.08095238095238091,-2.4999999999999982,0.18253968253968253,126,0.47619047619047616,-0.3,-2.4999999999999982,2.5,0.24509803921568638,19,0.8333333333333334,19,0.5263157894736842,1.851851851851852,2.3000000000000003,0.12105263157894738,-0.6999999999999993,0.21052631578947367,19,0.5263157894736842,0.5,-0.6999999999999993,2.5,1.0869565217391304,19,1.0,SPXW.primary,202602
SPXW,202603,thr0.385_maxday1,"202509,202510,202511,202512,202601,202602",48523,2342,418,8.994446185097743,False,124,0.6048387096774194,2.5510204081632653,22.800000000000004,0.1838709677419355,-1.3000000000000043,0.6532258064516129,124,0.6048387096774194,0.5,-1.3000000000000043,2.5,0.10964912280701752,19,1.0,22,0.5454545454545454,2.0000000000000004,3.000000000000001,0.1363636363636364,-0.8999999999999995,0.45454545454545453,22,0.5454545454545454,0.5,-0.8999999999999995,2.5,0.833333333333333,22,1.0,SPXW.primary,202603
SPXW,202604,thr0.445_maxday1,"202510,202511,202512,202601,202602,202603",49720,2361,399,9.160097158647861,False,123,0.6178861788617886,2.695035460992907,23.899999999999995,0.19430894308943086,-1.600000000000005,0.23577235772357724,123,0.6178861788617886,0.5,-1.600000000000005,2.5,0.10460251046025107,19,1.0,18,0.6666666666666666,3.333333333333333,4.2,0.23333333333333334,-0.5999999999999996,0.2777777777777778,18,0.6666666666666666,0.5,-0.5999999999999996,2.5,0.5952380952380952,18,1.0,SPXW.primary,202604
SPXW,202606,thr0.448_maxday3,"202511,202512,202601,202602,202603,202604",51029,2323,399,8.685440350206488,False,217,0.5299539170506913,1.8790849673202616,26.9,0.12396313364055299,-2.9999999999999982,0.1889400921658986,103,0.6019417475728155,0.2,-2.9999999999999982,7.5,0.2788104089219331,22,1.0,48,0.4375,1.2962962962962963,2.4,0.049999999999999996,-2.6999999999999997,0.14583333333333334,20,0.5,0.05000000000000002,-1.9,4.6000000000000005,1.916666666666667,48,1.0,SPXW.primary,202606
SPXW,202601,thr-999.000_maxday3,"202507,202508,202509,202510,202511,202512",46091,2411,380,5.973246563784575,False,384,0.4088541666666667,1.1409795312344047,9.571633824650155,0.024926129751693112,-3.8999999999999986,0.028645833333333332,128,0.390625,-0.09999999999999998,-3.5999999999999996,7.5,0.7835652864911102,57,0.8333333333333334,60,0.35,0.9119806560284524,-1.0134020996958664,-0.016890034994931104,-4.6,0.05,20,0.25,-0.09999999999999998,-4.3999999999999995,4.486597900304134,-4.427263276492731,60,0.0,SPXW.fallback,202601
SPXW,202602,thr-999.000_maxday3,"202508,202509,202510,202511,202512,202601",47326,2380,361,5.15992969031167,False,378,0.3994708994708995,1.0998155753707204,6.758231724954289,0.01787891990728648,-5.399999999999999,0.010582010582010581,126,0.373015873015873,-0.09999999999999998,-5.199999999999999,7.5,1.1097577451076122,57,0.6666666666666666,57,0.3157894736842105,0.7692307692307689,-2.6999999999999993,-0.04736842105263157,-3.6999999999999997,0.0,19,0.2631578947368421,-0.09999999999999998,-3.1999999999999997,4.300000000000001,-1.5925925925925932,57,0.0,SPXW.fallback,202602
SPXW,202603,thr-999.000_maxday3,"202509,202510,202511,202512,202601,202602",48523,2342,418,6.705873831422044,False,372,0.4274193548387097,1.2434581852864262,15.437746849505253,0.041499319487917345,-3.8000000000000003,0.6586021505376344,124,0.3790322580645161,-0.09999999999999998,-3.3999999999999995,7.5,0.48582219109522184,57,0.8333333333333334,66,0.5606060606060606,2.126436781609195,9.799999999999999,0.14848484848484847,-1.0000000000000036,0.6666666666666666,22,0.5454545454545454,0.7,-1.0,6.7,0.6836734693877552,66,1.0,SPXW.fallback,202603
SPXW,202604,thr-999.000_maxday3,"202510,202511,202512,202601,202602,202603",49720,2361,399,5.9247120910348325,False,375,0.424,1.2282420621897385,14.687718447700734,0.039167249193868624,-6.413402099695884,0.25066666666666665,125,0.432,-0.09999999999999998,-5.913402099695867,7.5,0.5106307032440478,57,0.6666666666666666,63,0.3492063492063492,0.8943089430894309,-1.3000000000000003,-0.020634920634920638,-4.7,0.1746031746031746,21,0.38095238095238093,-0.09999999999999998,-4.3999999999999995,3.5,-2.6923076923076916,63,0.0,SPXW.fallback,202604
SPXW,202606,thr-999.000_maxday3,"202511,202512,202601,202602,202603,202604",51029,2323,399,3.115808635747133,False,369,0.36585365853658536,0.9545005325502542,-3.185572509881081,-0.008632987831656046,-8.68557250988106,0.8617886178861789,123,0.3089430894308943,-0.09999999999999998,-8.372170410185209,7.5,-2.3543648674567383,57,0.5,63,0.4126984126984127,1.187358161829897,2.0513238398386484,0.03256069587045474,-2.8,0.8095238095238095,21,0.3333333333333333,-0.09999999999999998,-2.3999999999999995,5.1000000000000005,2.4861993513423766,63,1.0,SPXW.fallback,202606
SPY,202601,thr0.393_maxday1,"202507,202508,202509,202510,202511,202512",46091,2411,380,10.444973372114857,False,124,0.6774193548387096,3.5,30.0,0.24193548387096775,-1.2000000000000028,0.27419354838709675,124,0.6774193548387096,0.5,-1.2000000000000028,2.5,0.08333333333333333,18,1.0,20,0.45,1.363636363636364,1.2000000000000002,0.06000000000000001,-1.6,0.25,20,0.45,-0.3,-1.6,2.5,2.083333333333333,20,1.0,SPY.primary,202601
SPY,202602,thr-999.000_maxday1,"202508,202509,202510,202511,202512,202601",47326,2379,361,6.715705281274876,False,126,0.5,1.666666666666666,12.599999999999998,0.09999999999999998,-2.4999999999999982,0.1746031746031746,126,0.5,0.1,-2.4999999999999982,2.5,0.19841269841269846,19,0.8333333333333334,19,0.5263157894736842,1.851851851851852,2.3000000000000003,0.12105263157894738,-0.6999999999999993,0.21052631578947367,19,0.5263157894736842,0.5,-0.6999999999999993,2.5,1.0869565217391304,19,1.0,SPY.primary,202602
SPY,202603,thr0.457_maxday1,"202509,202510,202511,202512,202601,202602",48523,2341,418,9.929781425018653,False,113,0.6637168141592921,3.289473684210525,26.1,0.23097345132743363,-0.9000000000000021,0.6017699115044248,113,0.6637168141592921,0.5,-0.9000000000000021,2.5,0.09578544061302681,14,1.0,20,0.7,3.888888888888889,5.2,0.26,-0.5999999999999996,0.45,20,0.7,0.5,-0.5999999999999996,2.5,0.4807692307692307,20,1.0,SPY.primary,202603
SPY,202604,thr0.504_maxday1,"202510,202511,202512,202601,202602,202603",49720,2360,323,9.508089292045392,False,97,0.6701030927835051,3.385416666666667,22.900000000000006,0.23608247422680417,-1.4000000000000057,0.15463917525773196,97,0.6701030927835051,0.5,-1.4000000000000057,2.5,0.10917030567685587,14,1.0,15,0.4666666666666667,1.4583333333333335,1.0999999999999999,0.07333333333333332,-1.2000000000000002,0.06666666666666667,15,0.4666666666666667,-0.3,-1.2000000000000002,2.5,2.272727272727273,15,1.0,SPY.primary,202604
SPY,202606,thr0.483_maxday3,"202511,202512,202601,202602,202603,202604",51029,2247,380,8.719666307678029,False,127,0.5826771653543307,2.327044025157232,21.099999999999998,0.16614173228346454,-0.9000000000000021,0.16535433070866143,82,0.6951219512195121,0.5,-0.9000000000000021,5.5,0.26066350710900477,12,1.0,33,0.45454545454545453,1.388888888888889,2.1,0.06363636363636364,-2.2999999999999994,0.15151515151515152,17,0.5294117647058824,0.2,-1.9,3.9000000000000004,1.8571428571428572,33,1.0,SPY.primary,202606
SPY,202601,thr-999.000_maxday3,"202507,202508,202509,202510,202511,202512",46091,2413,380,6.004196537864882,False,384,0.4088541666666667,1.15107374985328,10.183464967885477,0.026519440020535096,-4.121721003553254,0.03125,128,0.375,-0.09999999999999998,-3.9217210035532535,7.5,0.736488024817875,57,0.8333333333333334,60,0.3,0.7304302307395238,-3.321505355669564,-0.05535842259449274,-5.399999999999998,0.03333333333333333,20,0.2,-0.09999999999999998,-5.2,2.978494644330435,-0.8967303452473334,60,0.0,SPY.fallback,202601
SPY,202602,thr-999.000_maxday3,"202508,202509,202510,202511,202512,202601",47326,2381,361,4.137529555953794,False,378,0.3835978835978836,1.0437626553602817,3.016505058879764,0.00798017211343853,-8.23528276248174,0.007936507936507936,126,0.3492063492063492,-0.09999999999999998,-7.935282762481738,7.5,2.4863210416047723,57,0.6666666666666666,57,0.2982456140350877,0.7083333333333334,-3.4999999999999996,-0.061403508771929814,-4.499999999999998,0.0,19,0.2631578947368421,-0.09999999999999998,-3.9999999999999996,4.300000000000001,-1.2285714285714289,57,0.0,SPY.fallback,202602
SPY,202603,thr-999.000_maxday3,"202509,202510,202511,202512,202601,202602",48523,2343,418,7.316911147132621,False,372,0.43548387096774194,1.3013018450972669,18.717759110510997,0.05031655674868547,-3.6000000000000005,0.6424731182795699,124,0.3951612903225806,-0.09999999999999998,-3.0999999999999996,7.5,0.4006889903710941,57,1.0,66,0.5151515151515151,1.7708333333333335,7.3999999999999995,0.11212121212121211,-1.4999999999999991,0.6818181818181818,22,0.5,0.3,-1.1999999999999993,6.7,0.9054054054054055,66,1.0,SPY.fallback,202603
SPY,202604,thr-999.000_maxday3,"202510,202511,202512,202601,202602,202603",49720,2362,323,3.7096114603485733,False,375,0.38666666666666666,1.0506249710411286,3.4686251398935184,0.00924966703971605,-9.79999999999999,0.35733333333333334,125,0.344,-0.09999999999999998,-9.299999999999995,7.5,2.162239993518077,57,0.5,51,0.4117647058823529,1.1666666666666665,1.4999999999999998,0.02941176470588235,-2.0,0.4117647058823529,17,0.4117647058823529,-0.09999999999999998,-1.5999999999999996,5.1000000000000005,3.400000000000001,51,1.0,SPY.fallback,202604
SPY,202606,thr-999.000_maxday3,"202511,202512,202601,202602,202603,202604",51029,2249,380,2.6858260496039508,False,357,0.36694677871148457,0.9564434879795373,-2.941001259663981,-0.008238098766565774,-10.898492511679828,0.8319327731092437,119,0.31092436974789917,-0.09999999999999998,-10.89849251167981,7.5,-2.55015191692128,51,0.5,60,0.43333333333333335,1.2745098039215685,2.8,0.04666666666666666,-1.9999999999999991,0.8666666666666667,20,0.35,-0.09999999999999998,-1.5000000000000004,4.300000000000001,1.535714285714286,60,1.0,SPY.fallback,202606
QQQ,202601,thr0.406_maxday1,"202507,202508,202509,202510,202511,202512",46091,2412,380,9.271907867245664,False,118,0.6186440677966102,2.7603987669604044,23.277272748823993,0.19726502329511858,-0.9000000000000004,0.3220338983050847,118,0.6186440677966102,0.5,-0.9000000000000004,2.5,0.10740089816262106,18,1.0,19,0.47368421052631576,1.5000000000000002,1.5,0.07894736842105263,-1.0,0.21052631578947367,19,0.47368421052631576,-0.3,-1.0,2.5,1.6666666666666667,19,1.0,QQQ.primary,202601
QQQ,202602,thr-999.000_maxday1,"202508,202509,202510,202511,202512,202601",47326,2380,361,6.44903861460821,False,126,0.5,1.666666666666666,12.599999999999996,0.09999999999999996,-2.9999999999999973,0.19047619047619047,126,0.5,0.1,-2.9999999999999973,2.5,0.19841269841269848,19,0.6666666666666666,19,0.5263157894736842,1.851851851851852,2.3000000000000003,0.12105263157894738,-0.6999999999999993,0.21052631578947367,19,0.5263157894736842,0.5,-0.6999999999999993,2.5,1.0869565217391304,19,1.0,QQQ.primary,202602
QQQ,202603,thr0.480_maxday3,"202509,202510,202511,202512,202601,202602",48523,2342,418,8.291683827334447,False,167,0.5329341317365269,1.9017094017094016,21.099999999999994,0.1263473053892215,-1.6000000000000085,0.7365269461077845,95,0.6,0.2,-1.3999999999999995,6.0,0.28436018957345977,18,1.0,36,0.4444444444444444,1.3333333333333335,2.0,0.05555555555555555,-1.2,0.6944444444444444,18,0.5,0.05000000000000002,-0.7000000000000001,3.5999999999999996,1.7999999999999998,36,1.0,QQQ.primary,202603
QQQ,202604,thr0.423_maxday1,"202510,202511,202512,202601,202602,202603",49720,2361,323,9.436110041245419,False,123,0.6260162601626016,2.789855072463767,24.700000000000003,0.20081300813008132,-1.0000000000000036,0.21951219512195122,123,0.6260162601626016,0.5,-1.0000000000000036,2.5,0.10121457489878541,19,1.0,17,0.5882352941176471,2.380952380952381,2.9000000000000004,0.17058823529411768,-0.7,0.29411764705882354,17,0.5882352941176471,0.5,-0.7,2.5,0.8620689655172413,17,1.0,QQQ.primary,202604
QQQ,202606,thr0.379_maxday2,"202511,202512,202601,202602,202603,202604",51029,2248,342,8.358508873312715,False,238,0.5042016806722689,1.6949152542372892,24.599999999999998,0.10336134453781512,-2.7000000000000135,0.21008403361344538,119,0.7478991596638656,0.2,-2.400000000000013,5.0,0.20325203252032523,34,1.0,36,0.4444444444444444,1.3333333333333335,2.0,0.05555555555555555,-2.1,0.19444444444444445,18,0.6666666666666666,0.2,-1.7999999999999998,4.2,2.1,36,1.0,QQQ.primary,202606
QQQ,202601,thr-999.000_maxday3,"202507,202508,202509,202510,202511,202512",46091,2412,380,5.644826012055663,False,384,0.4036458333333333,1.1258062380570257,8.5674643526584,0.022311105085047914,-4.1,0.033854166666666664,128,0.40625,-0.09999999999999998,-3.7290673255935616,7.5,0.87540486791437,57,0.6666666666666666,60,0.3,0.7188713015190868,-3.5196262265326226,-0.05866043710887704,-6.1999999999999975,0.03333333333333333,20,0.25,-0.09999999999999998,-6.0,5.1803737734673785,-1.4718533844347585,60,0.0,QQQ.fallback,202601
QQQ,202602,thr-999.000_maxday3,"202508,202509,202510,202511,202512,202601",47326,2380,361,4.268619606227049,False,378,0.3835978835978836,1.0304713714595337,2.1192440757520847,0.005606465808867949,-6.199999999999996,0.007936507936507936,126,0.36507936507936506,-0.09999999999999998,-6.199999999999998,7.5,3.5389977425504298,57,0.5,57,0.2982456140350877,0.714695202313576,-3.393181838193708,-0.05952950593322295,-4.393181838193707,0.0,19,0.2631578947368421,-0.09999999999999998,-3.893181838193708,4.300000000000001,-1.2672471459086374,57,0.0,QQQ.fallback,202602
QQQ,202603,thr-999.000_maxday3,"202509,202510,202511,202512,202601,202602",48523,2342,418,4.3204202539361445,False,372,0.3844086021505376,1.0354270357244406,2.419278522031873,0.006503436887182455,-6.091674072207201,0.6075268817204301,124,0.3548387096774194,-0.09999999999999998,-5.2916740722072,7.5,3.100097790187876,57,0.5,66,0.5303030303030303,1.8817204301075263,8.2,0.12424242424242424,-1.5999999999999988,0.6363636363636364,22,0.5454545454545454,0.7,-1.0999999999999996,5.9,0.7195121951219513,66,1.0,QQQ.fallback,202603
QQQ,202604,thr-999.000_maxday3,"202510,202511,202512,202601,202602,202603",49720,2361,323,4.7169542909650914,False,375,0.4026666666666667,1.1120500913350075,7.5072451771024085,0.02001932047227309,-7.225312952116905,0.4026666666666667,125,0.384,-0.09999999999999998,-6.592754822897591,7.5,0.9990349086873429,57,0.5,51,0.43137254901960786,1.2643678160919538,2.3000000000000007,0.04509803921568629,-3.0999999999999988,0.39215686274509803,17,0.35294117647058826,-0.09999999999999998,-2.4000000000000004,4.300000000000001,1.869565217391304,51,1.0,QQQ.fallback,202604
QQQ,202606,thr-999.000_maxday3,"202511,202512,202601,202602,202603,202604",51029,2248,344,2.9479359552108306,False,357,0.36694677871148457,0.9583071089882881,-2.826778010594083,-0.007918145687938609,-9.659336139813387,0.8207282913165266,119,0.3025210084033613,-0.09999999999999998,-9.459336139813388,7.5,-2.653197375914135,51,0.5,56,0.39285714285714285,1.0784313725490196,0.7999999999999994,0.014285714285714275,-3.0,0.9107142857142857,19,0.3684210526315789,-0.09999999999999998,-2.2,4.300000000000001,5.375000000000005,56,1.0,QQQ.fallback,202606
