feature,importance
ib_range_bps,13097.035776734352
oi_diff,8841.393964529037
iv_diff,3497.556971669197
dist_ib_low_bps,3295.0627399683
dist_ib_high_bps,3270.4259172677994
minute,2451.2241427898407
ret_30m_bps,1693.5758916139603
nearest_level_abs_bps,1619.8473790884018
ret_15m_bps,1254.4225817918777
spread_pct_diff,1093.7324831485748
volume_diff,1043.279504418373
iv_diff_chg_25m,1036.1039103269577
vega_diff,1003.9519085884094
abs_delta_diff,950.7152704000473
iv_diff_chg_5m,946.6914184093475
ret_1m_bps,834.7006295919418
ret_5m_bps,834.2003302574158
iv_diff_chg_15m,810.1096591949463
spread_pct_diff_chg_5m,788.8555411100388
vega_diff_chg_25m,747.110960483551
vega_diff_chg_15m,730.4994876384735
volume_diff_chg_15m,728.9333995580673
abs_delta_diff_chg_5m,722.9780615568161
volume_diff_chg_5m,717.2581106424332
spread_pct_diff_chg_25m,691.249350309372
abs_delta_diff_chg_25m,663.3793779611588
vega_diff_chg_5m,641.2025215625763
volume_diff_chg_25m,619.6643093824387
abs_delta_diff_chg_15m,566.6295486688614
spread_pct_diff_chg_15m,553.3487484455109
