feature,importance
ib_range_bps,7627.501023888588
oi_diff,5391.9835023880005
dist_ib_high_bps,3515.1540435552597
dist_ib_low_bps,3273.776290655136
iv_diff,2812.6854277849197
minute,2180.68901014328
nearest_level_abs_bps,1705.2479428052902
ret_30m_bps,1639.8392018079758
vega_diff,1610.599960565567
ret_15m_bps,1600.9177879095078
spread_pct_diff,1500.7568544149399
iv_diff_chg_25m,1431.7570295333862
ret_1m_bps,1291.6872403621674
volume_diff,1173.87331199646
spread_pct_diff_chg_25m,1087.9323184490204
abs_delta_diff,1073.979948759079
ret_5m_bps,1064.9483687877655
iv_diff_chg_5m,1009.2606168985367
iv_diff_chg_15m,975.7466212511063
volume_diff_chg_5m,949.1585301160812
spread_pct_diff_chg_15m,945.738529920578
vega_diff_chg_15m,937.7210597991943
abs_delta_diff_chg_25m,927.0635983943939
spread_pct_diff_chg_5m,858.9735162258148
vega_diff_chg_5m,840.602010846138
vega_diff_chg_25m,814.9890044927597
volume_diff_chg_15m,795.7310793399811
volume_diff_chg_25m,762.8988695144653
abs_delta_diff_chg_15m,747.4853706359863
abs_delta_diff_chg_5m,669.3367434740067
