feature,importance
ib_range_bps,12220.87169098854
oi_diff,7023.35499215126
dist_ib_high_bps,4077.9989691972733
iv_diff,2733.1535663604736
minute,2514.452264904976
dist_ib_low_bps,2398.307783126831
ret_30m_bps,1553.9701281785965
nearest_level_abs_bps,1393.133596420288
volume_diff,1082.6802207231522
ret_15m_bps,948.9224998950958
iv_diff_chg_25m,939.6162105798721
iv_diff_chg_5m,891.1778802871704
ret_1m_bps,887.7119808197021
vega_diff,873.7266211509705
ret_5m_bps,864.316659450531
iv_diff_chg_15m,847.2953499555588
volume_diff_chg_15m,817.1622188091278
spread_pct_diff,780.4107196331024
spread_pct_diff_chg_25m,736.2806882858276
abs_delta_diff,707.3332604169846
vega_diff_chg_25m,703.0343809127808
volume_diff_chg_5m,681.6180611848831
volume_diff_chg_25m,673.9270576238632
abs_delta_diff_chg_25m,645.8765177726746
spread_pct_diff_chg_5m,620.6418995857239
vega_diff_chg_5m,609.9587622880936
spread_pct_diff_chg_15m,561.2361996173859
abs_delta_diff_chg_15m,538.7846487760544
vega_diff_chg_15m,530.0631395578384
abs_delta_diff_chg_5m,451.84359216690063
