feature,importance
ib_range_bps,3344.7312563061714
oi_diff,2957.4926251769066
dist_ib_low_bps,2250.5086976885796
dist_ib_high_bps,1904.3781277537346
iv_diff,1655.1925280690193
ret_30m_bps,1480.1680099964142
minute,1317.0694492459297
nearest_level_abs_bps,1304.0119591355324
spread_pct_diff,1122.574532032013
abs_delta_diff,1106.392275929451
iv_diff_chg_25m,1057.917671263218
iv_diff_chg_5m,929.5512768030167
spread_pct_diff_chg_5m,926.8741699457169
volume_diff,907.5273436903954
spread_pct_diff_chg_15m,896.3988174796104
ret_1m_bps,860.9907385110855
vega_diff,844.2546097636223
ret_5m_bps,814.9914599657059
ret_15m_bps,771.7203306555748
spread_pct_diff_chg_25m,740.5427308678627
iv_diff_chg_15m,733.4833337068558
volume_diff_chg_15m,709.4372935891151
volume_diff_chg_5m,697.5755687952042
volume_diff_chg_25m,665.6133887171745
vega_diff_chg_15m,656.9499382972717
vega_diff_chg_5m,635.3465729355812
abs_delta_diff_chg_15m,598.2166311144829
abs_delta_diff_chg_5m,594.139336168766
vega_diff_chg_25m,580.8629725575447
abs_delta_diff_chg_25m,517.6501740217209
