feature,importance
ib_range_bps,11588.261836051941
oi_diff,7779.221689462662
dist_ib_high_bps,4007.974185347557
dist_ib_low_bps,3438.086203098297
minute,2662.3493741750717
iv_diff,2498.3589956760406
nearest_level_abs_bps,1887.4643515348434
ret_30m_bps,1516.0938274860382
vega_diff,1148.0180081129074
ret_15m_bps,1130.7820397615433
spread_pct_diff,1024.7399297952652
volume_diff,983.310259103775
ret_1m_bps,981.2691502571106
ret_5m_bps,968.4913218021393
iv_diff_chg_15m,948.9456123113632
abs_delta_diff,939.0806084871292
iv_diff_chg_5m,933.8867392539978
iv_diff_chg_25m,899.416960477829
spread_pct_diff_chg_15m,896.1706603765488
spread_pct_diff_chg_5m,765.2041304111481
volume_diff_chg_15m,711.8204610347748
volume_diff_chg_5m,687.1611300706863
vega_diff_chg_15m,687.1267615556717
spread_pct_diff_chg_25m,660.4528298377991
abs_delta_diff_chg_25m,651.5533705949783
abs_delta_diff_chg_15m,626.0604985952377
vega_diff_chg_25m,617.2513597011566
volume_diff_chg_25m,602.4261984825134
vega_diff_chg_5m,597.7170408964157
abs_delta_diff_chg_5m,440.9020104408264
