ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,entry_minute,source_stream,source_file,_source_order,_priority,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode
SPXW,20260102,202601,10:00,600,zero_dte,CALL,-0.2265036303064051,-0.2265036303064051,-0.2458681498676628,-0.3,0.5,-0.3,thr-999.000_maxday3,202601,600,clean_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\event_option_gate_trades.csv,0,1,2,0,18,False,fallback_volume_pace
SPXW,20260102,202601,10:30,630,zero_dte,CALL,-0.0937001528288664,-0.0937001528288664,-0.3267875450856601,0.5,-0.3,0.5,thr-999.000_maxday3,202601,630,clean_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\event_option_gate_trades.csv,1,1,2,1,18,False,fallback_volume_pace
SPXW,20260105,202601,10:00,600,zero_dte,CALL,-0.2195024458007091,-0.2195024458007091,-0.2665320882947385,0.5,-0.3,0.5,thr-999.000_maxday3,202601,600,clean_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\event_option_gate_trades.csv,3,1,3,2,18,False,fallback_volume_pace
SPXW,20260106,202601,10:00,600,zero_dte,CALL,-0.1870500163022008,-0.1870500163022008,-0.2941879697844153,-0.3,-0.3,-0.3,thr-999.000_maxday3,202601,600,clean_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\event_option_gate_trades.csv,6,1,4,3,18,False,fallback_volume_pace
SPXW,20260107,202601,10:00,600,zero_dte,CALL,-0.2496636593202877,-0.2496636593202877,-0.2815921822333276,-0.3,0.5,-0.3,thr-999.000_maxday3,202601,600,clean_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\event_option_gate_trades.csv,9,1,5,4,18,False,fallback_volume_pace
SPXW,20260109,202601,10:05,605,zero_dte,CALL,-0.1449039917993063,-0.1449039917993063,-0.3264707425897741,-0.3,-0.3,-0.3,thr-999.000_maxday3,202601,605,clean_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\event_option_gate_trades.csv,15,1,6,5,18,False,fallback_volume_pace
SPXW,20260112,202601,10:00,600,zero_dte,CALL,-0.204802921353493,-0.204802921353493,-0.2977242368321466,-0.3,-0.3,-0.3,thr-999.000_maxday3,202601,600,clean_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\event_option_gate_trades.csv,18,1,7,6,18,False,fallback_volume_pace
SPXW,20260113,202601,10:10,610,zero_dte,CALL,-0.1257738056610442,-0.1257738056610442,-0.3046726601164534,-0.3,0.5,-0.3,thr-999.000_maxday3,202601,610,clean_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\event_option_gate_trades.csv,21,1,8,7,18,False,fallback_volume_pace
SPXW,20260114,202601,10:00,600,zero_dte,CALL,0.1157310255634036,0.1157310255634036,-0.2014818866220263,0.5,-0.3,0.5,thr-999.000_maxday3,202601,600,clean_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\event_option_gate_trades.csv,24,1,9,8,18,False,fallback_volume_pace
SPXW,20260116,202601,10:00,600,zero_dte,CALL,-0.0917445849282309,-0.0917445849282309,-0.322867656250808,-0.3,-0.3,-0.3,thr-999.000_maxday3,202601,600,clean_d50,research_papers\JEPA\results\_diagnostics\event_option_clean_live_d50_fallback_wf2026_v1\event_option_gate_trades.csv,30,1,10,9,18,False,fallback_volume_pace
