direction,config_id,scope,trades,top5_trade_gross_profit_share,top5_day_gross_profit_share,concentration_pass
D1_INVERTED,H60,POOLED,1450,0.06575922703638976,0.0848061247662623,True
D1_INVERTED,H60,SPXW,742,0.1101217340808497,0.10892733632606608,True
D1_INVERTED,H60,QQQ,464,0.13380043516247755,0.1421283372330684,True
D1_INVERTED,H60,SPY,244,0.19609841700974212,0.19609841700974212,True
