ticker,profile_id,positive_months,monthly_net_q25,aggregate_profit_factor,aggregate_win_rate,aggregate_net_bps,min_month_trades,rank,selected
QQQ,TECH_RESIDUAL,7,-121.0666991120824,0.9422992386507214,0.5303643724696356,-339.5945310681744,18,1,True
QQQ,SEMANTIC_RESIDUAL,6,-177.27457371892854,0.9960139409669272,0.5263157894736842,-22.832392246772883,18,2,False
SPX,TECH_RESIDUAL,4,-162.12425383107245,0.9794712485546812,0.5182186234817814,-98.4374552399056,18,1,True
SPX,SEMANTIC_RESIDUAL,2,-127.71464617224738,0.9391256022264015,0.4979757085020243,-298.2861473362568,18,2,False
SPY,SEMANTIC_RESIDUAL,5,-110.09058066978952,1.010533834671441,0.5263157894736842,49.848452499532755,18,1,True
SPY,TECH_RESIDUAL,4,-164.6956683221521,0.9761653304794966,0.5182186234817814,-114.8008160907275,18,2,False
