feature,median
dte_days,0.0
minute,750.0
spot,6051.889892578125
underlying_volume,60.0
dist_ib_high_bps,-10.416024470269496
dist_ib_low_bps,22.58402303249708
dist_fib_127_up_bps,-22.474749986649968
dist_fib_161_up_bps,-37.84311335423228
dist_fib_200_up_bps,-55.811432718413045
dist_fib_127_dn_bps,34.41783420938316
dist_fib_161_dn_bps,50.87193478430633
dist_fib_200_dn_bps,70.0961902890711
nearest_level_abs_bps,4.985693209778779
ib_range_bps,45.25945470801115
ret_1m_bps,0.0
ret_5m_bps,0.08437444213749146
ret_15m_bps,0.3482959214262671
ret_30m_bps,0.7234439371361923
call_d15_available,1.0
call_d15_strike,6075.0
call_d15_strike_bps,35.995936036581355
call_d15_abs_delta,0.14830000698566437
call_d15_iv,0.17190000414848328
call_d15_mid_bps,2.6297204863894077
call_d15_spread_pct,0.042553251930467606
call_d15_theta_over_mid,-10.449444431893248
call_d15_vega,27.70620059967041
call_d15_oi,1729.0
call_d15_volume,140.0
put_d15_available,1.0
put_d15_strike,6025.0
put_d15_strike_bps,-45.147616289206155
put_d15_abs_delta,0.14890000224113464
put_d15_iv,0.21559999883174896
put_d15_mid_bps,3.410377560885153
put_d15_spread_pct,0.03636360168457031
put_d15_theta_over_mid,-10.236154909794164
put_d15_vega,27.93454933166504
put_d15_oi,1220.0
put_d15_volume,98.0
call_d25_available,1.0
call_d25_strike,6070.0
call_d25_strike_bps,23.607103916210015
call_d25_abs_delta,0.24879999458789825
call_d25_iv,0.17219999432563782
call_d25_mid_bps,5.1148358838056565
call_d25_spread_pct,0.029850788758044536
call_d25_theta_over_mid,-7.385846139996562
call_d25_vega,38.12955093383789
call_d25_oi,1678.0
call_d25_volume,166.0
put_d25_available,1.0
put_d25_strike,6035.0
put_d25_strike_bps,-27.237577962794248
put_d25_abs_delta,0.24869999289512634
put_d25_iv,0.20029999315738678
put_d25_mid_bps,6.050657898037045
put_d25_spread_pct,0.02816898759880855
put_d25_theta_over_mid,-7.2637587176225455
put_d25_vega,38.147098541259766
put_d25_oi,1055.0
put_d25_volume,117.0
call_d35_available,1.0
call_d35_strike,6060.0
call_d35_strike_bps,14.00571952400731
call_d35_abs_delta,0.34915000200271606
call_d35_iv,0.17465000599622726
call_d35_mid_bps,8.267690426583709
call_d35_spread_pct,0.02380950083267688
call_d35_theta_over_mid,-5.4745985681815785
call_d35_vega,44.43050003051758
call_d35_oi,1588.0
call_d35_volume,155.0
put_d35_available,1.0
put_d35_strike,6045.0
put_d35_strike_bps,-15.010443664312811
