month,train_start_month,train_end_month,train_rows,train_months,train_windows,test_rows,feature_count,physical_feature_count,context_valid_rate,train_pred,train_proto,train_state,train_dyn,train_sig,train_vis,train_vic,train_straight,train_total,train_z_n,train_z_z_dim,train_z_effective_rank,train_z_effective_rank_ratio,train_z_max_pc_var_ratio,train_z_min_dim_std,train_z_median_dim_std,train_z_near_zero_std_dims,train_z_mean_abs,last_epoch_total
202601,202501,202512,26834,12,18767,2250,270,48,0.867111086845398,0.019744869496465117,0.0,1.2601410007288785,0.6608000090400825,0.3595568448052635,0.8080808349541687,0.2592138214504394,1.4205361935696896,0.38175230487850015,18767,32,3.733970880508423,0.11668659001588821,0.42566558718681335,0.21887889504432678,0.6089689135551453,0,0.2748206853866577,0.4021378093295627
202602,202501,202601,29084,13,20364,1781,270,48,0.8422234654426575,0.021626395311852706,0.0,1.2677136459183866,0.6567698098474719,0.24902288130120664,0.5778941105845588,0.1930919086399258,1.2540537460780852,0.3726064495711588,20364,32,4.562325477600098,0.14257267117500305,0.38326919078826904,0.19382506608963013,0.6564740538597107,0,0.22813400626182556,0.4070987403392792
202603,202501,202602,30865,14,21546,2357,270,48,0.8599914908409119,0.01963222637004195,0.0,1.2125549342078352,0.6530922205016815,0.30599573747556014,0.6566095517492334,0.22837856022702788,1.4379726369146582,0.36559008877002724,21546,32,3.7885236740112305,0.11839136481285095,0.4171852469444275,0.15671536326408386,0.6603543162345886,0,0.19133198261260986,0.3899604916572571
202604,202501,202603,33222,15,23178,2119,270,48,0.8655025959014893,0.01669975510192541,0.0,1.1206592057909297,0.6508559275407912,0.31357165587062574,0.6521008677432819,0.24748853684263733,1.452169547789522,0.3463446384560857,23178,32,3.982203722000122,0.12444386631250381,0.36609262228012085,0.2684227228164673,0.6825953125953674,0,0.13226699829101562,0.36460458961400116
202605,202501,202604,35341,16,24675,2270,270,48,0.8678414225578308,0.017094278512966066,0.0,1.1625625151534693,0.649265160413257,0.28210711002349853,0.5983401008483246,0.21355518093466638,1.41927595504753,0.34999417256801685,24576,32,4.2056145668029785,0.13142545521259308,0.38321182131767273,0.19773629307746887,0.7016152143478394,0,0.15616875886917114,0.3722851847608884
202606,202501,202605,37611,17,26285,2079,270,48,0.856661856174469,0.019988958069950834,0.0,1.1171466990820644,0.6466760409610771,0.29623129159659967,0.7204598311192413,0.19057721346815162,1.1925019909633936,0.3419551881112049,24576,32,4.199987411499023,0.13124960660934448,0.37280383706092834,0.1627248376607895,0.6895458698272705,0,0.30386361479759216,0.3725949053963025
