feature,importance
ib_range_bps,7767.106912732124
oi_diff,4575.166601896286
iv_diff,3619.6397284269333
dist_ib_low_bps,3505.438165664673
dist_ib_high_bps,3275.221427798271
minute,2885.1637731790543
ret_30m_bps,2027.2196449041367
nearest_level_abs_bps,1902.6065669059753
ret_5m_bps,1586.861751794815
iv_diff_chg_5m,1358.3802984952927
iv_diff_chg_25m,1283.3183710575104
volume_diff,1268.2132993936539
ret_1m_bps,1259.8635867834091
spread_pct_diff,1211.4810185432434
abs_delta_diff,1195.1355307102203
iv_diff_chg_15m,1183.229491353035
volume_diff_chg_15m,1177.0190898180008
volume_diff_chg_5m,1172.590471982956
ret_15m_bps,1162.0937794446945
vega_diff,1161.5570803880692
abs_delta_diff_chg_5m,1133.4873710870743
spread_pct_diff_chg_25m,1132.9640095233917
volume_diff_chg_25m,1114.190017580986
spread_pct_diff_chg_15m,1094.2506259679794
spread_pct_diff_chg_5m,1070.3146599531174
abs_delta_diff_chg_15m,1001.8576265573502
abs_delta_diff_chg_25m,884.8327713012695
vega_diff_chg_5m,790.8954076766968
vega_diff_chg_15m,759.3240894079208
vega_diff_chg_25m,755.5720293521881
