feature,importance
ib_range_bps,12505.307114481926
oi_diff,8667.49955713749
dist_ib_low_bps,3825.913586497307
dist_ib_high_bps,3561.063185095787
iv_diff,3245.8068805933
minute,2910.6509082317352
ret_30m_bps,2095.38700067997
nearest_level_abs_bps,2044.7872805595398
ret_15m_bps,1292.6041396856308
volume_diff,1149.1119816303253
ret_5m_bps,1104.2509181499481
vega_diff,1066.6574335098267
spread_pct_diff,1060.6429127454758
volume_diff_chg_5m,1052.5063304901123
volume_diff_chg_15m,1017.7933468818665
spread_pct_diff_chg_15m,1006.9727276563644
volume_diff_chg_25m,1001.8141183853149
ret_1m_bps,991.0555411577225
abs_delta_diff,976.5815510749817
iv_diff_chg_5m,965.9309803247452
iv_diff_chg_25m,950.9429285526276
iv_diff_chg_15m,939.8979799747467
spread_pct_diff_chg_25m,897.7273520231247
spread_pct_diff_chg_5m,894.6535614728928
abs_delta_diff_chg_5m,868.6358517408371
vega_diff_chg_25m,803.2207411527634
abs_delta_diff_chg_15m,763.5765292644501
abs_delta_diff_chg_25m,718.810860991478
vega_diff_chg_5m,656.4865616559982
vega_diff_chg_15m,569.7299191951752
