ticker,expiry_mode,time,minute,month,date,call_return,put_return,pred_call_return,pred_put_return,action,score,realized_return,source_variant,source_component,source_priority,component_threshold,component_max_day,component_cooldown,event_delta_bucket,event_delta_target,test_month,selected_variants,selected_max_day,selected_cooldown,selected_order
QQQ,zero_dte,10:00,600,202601,20260102,-0.6,4.832644546677628,-0.2977457032049593,-0.0338172143865562,PUT,-0.0338172143865562,4.832644546677628,d65,event_option_mh30trail_clean1000_frozen2025_select2026_d65_return_deploy202607_QQQ_v1,3,-0.1,1,30,65,0.65,202601,"d25,d35,d50,d65,d80",2,0,time_priority
QQQ,zero_dte,10:00,600,202601,20260102,-0.6,2.5896627936220518,0.0278553442845295,0.0034295372569689,CALL,0.0278553442845295,-0.6,d80,event_option_mh30trail_clean1000_frozen2025_select2026_d80_return_deploy202607_QQQ_v1,4,0.0,1,30,80,0.8,202601,"d25,d35,d50,d65,d80",2,0,time_priority
QQQ,zero_dte,10:05,605,202601,20260105,0.2602040717026832,-0.6,-0.173422557065092,0.2582360553022435,PUT,0.2582360553022435,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601,"d25,d35,d50,d65,d80",2,0,time_priority
QQQ,zero_dte,10:10,610,202601,20260105,0.4318182126057051,-0.6,-0.21437003911153,0.3235338856760673,PUT,0.3235338856760673,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601,"d25,d35,d50,d65,d80",2,0,time_priority
QQQ,zero_dte,10:00,600,202601,20260106,-0.6,0.4813431906365553,-0.5023932456559507,-0.0520853556099988,PUT,-0.0520853556099988,0.4813431906365553,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,1,-0.2,2,30,35,0.35,202601,"d25,d35,d50,d65,d80",2,0,time_priority
QQQ,zero_dte,10:05,605,202601,20260106,-0.6,0.2576923923379601,-0.4831443078184619,-0.0151987802218868,PUT,-0.0151987802218868,0.2576923923379601,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,1,-0.2,2,30,35,0.35,202601,"d25,d35,d50,d65,d80",2,0,time_priority
QQQ,zero_dte,10:00,600,202601,20260107,0.6388888336994052,-0.6,0.2704884368610143,-0.0727317182541584,CALL,0.2704884368610143,0.6388888336994052,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601,"d25,d35,d50,d65,d80",2,0,time_priority
QQQ,zero_dte,10:05,605,202601,20260107,0.8080000559488931,-0.6,0.0402525324784221,-0.0292901064625416,CALL,0.0402525324784221,0.8080000559488931,d80,event_option_mh30trail_clean1000_frozen2025_select2026_d80_return_deploy202607_QQQ_v1,4,0.0,1,30,80,0.8,202601,"d25,d35,d50,d65,d80",2,0,time_priority
QQQ,zero_dte,10:00,600,202601,20260108,1.1104650437477297,-0.6,0.3864099590239393,0.0314887203444941,CALL,0.3864099590239393,1.1104650437477297,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,1,-0.2,2,30,35,0.35,202601,"d25,d35,d50,d65,d80",2,0,time_priority
QQQ,zero_dte,11:35,695,202601,20260108,1.1136361830162351,-0.6,0.1972836244341444,-0.0002424006870501,CALL,0.1972836244341444,1.1136361830162351,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601,"d25,d35,d50,d65,d80",2,0,time_priority
QQQ,zero_dte,10:10,610,202601,20260109,2.132352835476193,-0.6,-0.2487113508893093,-0.130204330894216,PUT,-0.130204330894216,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,1,-0.2,2,30,35,0.35,202601,"d25,d35,d50,d65,d80",2,0,time_priority
QQQ,zero_dte,10:10,610,202601,20260109,0.607142820650217,-0.6,0.0354482866849766,0.0284539261342043,CALL,0.0354482866849766,0.607142820650217,d80,event_option_mh30trail_clean1000_frozen2025_select2026_d80_return_deploy202607_QQQ_v1,4,0.0,1,30,80,0.8,202601,"d25,d35,d50,d65,d80",2,0,time_priority
QQQ,zero_dte,10:00,600,202601,20260112,0.3768656809363444,-0.6,-0.5220717509028611,-0.0870075465435683,PUT,-0.0870075465435683,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,1,-0.2,2,30,35,0.35,202601,"d25,d35,d50,d65,d80",2,0,time_priority
QQQ,zero_dte,10:10,610,202601,20260112,0.4954544686088893,-0.6,0.3098743868824414,-0.2712447496505484,CALL,0.3098743868824414,0.4954544686088893,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601,"d25,d35,d50,d65,d80",2,0,time_priority
QQQ,zero_dte,10:20,620,202601,20260113,0.6184210196096147,0.3472221256406258,0.1678659247636601,-0.1364188463335911,CALL,0.1678659247636601,0.6184210196096147,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601,"d25,d35,d50,d65,d80",2,0,time_priority
QQQ,zero_dte,10:25,625,202601,20260113,0.3611110559216275,-0.6,0.1066690569882383,-0.2013487316255717,CALL,0.1066690569882383,0.3611110559216275,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601,"d25,d35,d50,d65,d80",2,0,time_priority
QQQ,zero_dte,10:00,600,202601,20260114,0.3880953397340021,-0.6,-0.2803069325676983,0.0874202036573365,PUT,0.0874202036573365,-0.6,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,1,-0.2,2,30,35,0.35,202601,"d25,d35,d50,d65,d80",2,0,time_priority
QQQ,zero_dte,10:05,605,202601,20260114,0.2631578823536056,-0.6,0.0546931637985887,0.003396703166538,CALL,0.0546931637985887,0.2631578823536056,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,1,-0.2,2,30,35,0.35,202601,"d25,d35,d50,d65,d80",2,0,time_priority
QQQ,zero_dte,10:00,600,202601,20260115,-0.6,0.3586956437233493,-0.2808298316749787,0.061674865956646,PUT,0.061674865956646,0.3586956437233493,d35,event_option_mh30trail_clean1000_frozen2025_select2026_d35_return_deploy202607_QQQ_v1,1,-0.2,2,30,35,0.35,202601,"d25,d35,d50,d65,d80",2,0,time_priority
QQQ,zero_dte,10:00,600,202601,20260115,-0.3290043330255566,0.2812500232830643,0.1601629753754223,0.017348524411286,CALL,0.1601629753754223,-0.3290043330255566,d65,event_option_mh30trail_clean1000_frozen2025_select2026_d65_return_deploy202607_QQQ_v1,3,-0.1,1,30,65,0.65,202601,"d25,d35,d50,d65,d80",2,0,time_priority
