ticker,expiry_mode,time,minute,month,date,call_return,put_return,pred_call_return,pred_put_return,action,score,realized_return,source_variant,source_component,source_priority,component_threshold,component_max_day,component_cooldown,event_delta_bucket,event_delta_target
QQQ,zero_dte,10:30,630,202601,20260107,0.5961538726056126,0.6556604622351698,0.4629268653652508,-0.5007625051612202,CALL,0.4629268653652508,0.5961538726056126,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,10:35,635,202601,20260107,0.4166667108182564,1.7205881759988402,0.2837230128960024,-0.3607989114645058,CALL,0.2837230128960024,0.4166667108182564,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,10:40,640,202601,20260107,0.5635594915501321,-0.6,0.2725582581766118,-0.3149451016092221,CALL,0.2725582581766118,0.5635594915501321,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,10:45,645,202601,20260107,0.7688681324761659,-0.6,0.4690640664651176,-0.5947804187978905,CALL,0.4690640664651176,0.7688681324761659,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,10:50,650,202601,20260107,0.5357143414669314,-0.6,0.1773645461106704,-0.3156154319846687,CALL,0.1773645461106704,0.5357143414669314,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,10:55,655,202601,20260107,0.4941860174990917,-0.6,0.1413478939436956,-0.3594607383511861,CALL,0.1413478939436956,0.4941860174990917,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,11:00,660,202601,20260107,0.4615384968074834,-0.6,0.1704195344006761,-0.3891229951338626,CALL,0.1704195344006761,0.4615384968074834,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,11:05,665,202601,20260107,0.2717390769145449,0.25,0.1708112995017624,-0.4614863236018548,CALL,0.1708112995017624,0.2717390769145449,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,11:10,670,202601,20260107,0.4999999441206464,0.25,0.1708666991827449,-0.4161178813827264,CALL,0.1708666991827449,0.4999999441206464,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,11:15,675,202601,20260107,0.3409090724365768,0.4642856686699148,0.1396784101689948,-0.5340894019751143,CALL,0.1396784101689948,0.3409090724365768,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,11:20,680,202601,20260107,1.8214286094417376,0.25,0.1237294346127423,-0.619904491962751,CALL,0.1237294346127423,1.8214286094417376,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,11:25,685,202601,20260107,2.619565084999137,-0.6,0.2283864852064192,-0.5761168882924212,CALL,0.2283864852064192,2.619565084999137,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,11:40,700,202601,20260107,2.29285723043948,-0.6,0.2825751906862014,-0.6394022521003146,CALL,0.2825751906862014,2.29285723043948,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,11:50,710,202601,20260107,0.75,-0.6,0.1159949523441251,-0.574695577867163,CALL,0.1159949523441251,0.75,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,11:55,715,202601,20260107,0.4797296687753822,-0.6,0.1024118271158449,-0.4610089698231307,CALL,0.1024118271158449,0.4797296687753822,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,13:15,795,202601,20260107,0.2500000372529025,-0.6,0.1395326925499755,-0.6690065781937362,CALL,0.1395326925499755,0.2500000372529025,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,11:35,695,202601,20260108,1.1136361830162351,-0.6,0.1972836244341444,-0.0002424006870501,CALL,0.1972836244341444,1.1136361830162351,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,14:15,855,202601,20260108,0.4396552539183631,-0.6,0.0697263671332541,0.1844699454666357,PUT,0.1844699454666357,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,14:25,865,202601,20260108,0.3306451798973915,-0.6,0.1608707510521837,0.0122012013529167,CALL,0.1608707510521837,0.3306451798973915,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,10:30,630,202601,20260109,0.4166666004392862,0.8676471825701992,-0.0517973814681352,0.1566358099865444,PUT,0.1566358099865444,0.8676471825701992,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,10:10,610,202601,20260112,0.4954544686088893,-0.6,0.3098743868824414,-0.2712447496505484,CALL,0.3098743868824414,0.4954544686088893,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,10:15,615,202601,20260112,0.3333332505491078,-0.6,-0.1988052505599108,0.1476674940112336,PUT,0.1476674940112336,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,11:10,670,202601,20260112,0.2884616560249446,-0.6,0.1948186108773815,-0.1601672925325273,CALL,0.1948186108773815,0.2884616560249446,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,11:55,715,202601,20260112,-0.6,-0.6,0.1034328694991764,-0.5476811478818314,CALL,0.1034328694991764,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,12:00,720,202601,20260112,0.2833333002196432,-0.6,0.1136363149834643,-0.515682362505624,CALL,0.1136363149834643,0.2833333002196432,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,13:15,795,202601,20260112,0.25,-0.6,0.3991472824079849,-0.4903716191784407,CALL,0.3991472824079849,0.25,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,10:20,620,202601,20260113,0.6184210196096147,0.3472221256406258,0.1678659247636601,-0.1364188463335911,CALL,0.1678659247636601,0.6184210196096147,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,10:25,625,202601,20260113,0.3611110559216275,-0.6,0.1066690569882383,-0.2013487316255717,CALL,0.1066690569882383,0.3611110559216275,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,10:40,640,202601,20260113,0.4611111140545505,-0.6,0.1237498017506323,-0.0773972804640224,CALL,0.1237498017506323,0.4611111140545505,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,10:50,650,202601,20260113,0.8382352090418141,-0.6,0.1469594333552337,-0.2686274711768894,CALL,0.1469594333552337,0.8382352090418141,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,11:50,710,202601,20260113,-0.6,0.8895348869445452,0.2496449258649412,0.1595642084367859,CALL,0.2496449258649412,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,11:55,715,202601,20260113,-0.6,1.6250001164153245,0.1665944348114322,-0.021839265651791,CALL,0.1665944348114322,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,12:05,725,202601,20260113,-0.6,2.537878637362014,0.1891063791031879,0.0390179735624043,CALL,0.1891063791031879,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,13:00,780,202601,20260113,0.3382353405226468,-0.6,0.1339526180361942,-0.074977509672971,CALL,0.1339526180361942,0.3382353405226468,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,13:50,830,202601,20260113,-0.6,-0.6,0.3478410598382849,-0.3166592327851929,CALL,0.3478410598382849,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,13:55,835,202601,20260113,-0.6,-0.6,0.4490237153545063,-0.4125503809781861,CALL,0.4490237153545063,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,14:00,840,202601,20260113,-0.6,0.4999999844779568,0.4064762489155776,-0.4633129792902264,CALL,0.4064762489155776,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,14:05,845,202601,20260113,0.5227272173097308,-0.6,0.5468467415936142,-0.543652062050186,CALL,0.5468467415936142,0.5227272173097308,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,14:10,850,202601,20260113,0.6999998994171635,-0.6,0.3757262468360117,-0.3133035738070452,CALL,0.3757262468360117,0.6999998994171635,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,14:15,855,202601,20260113,0.6071428470060125,-0.6,0.3933106349795779,-0.2833939609572442,CALL,0.3933106349795779,0.6071428470060125,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,14:20,860,202601,20260113,-0.6,-0.6,0.3526510837274677,-0.3799287456780925,CALL,0.3526510837274677,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,14:25,865,202601,20260113,0.2717390769145449,-0.6,0.3135415402614893,-0.4432484056892018,CALL,0.3135415402614893,0.2717390769145449,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,14:30,870,202601,20260113,-0.6,0.2699999809265136,0.4349683464956887,-0.0760493539379621,CALL,0.4349683464956887,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,10:45,645,202601,20260114,-0.6,0.5789473725487981,-0.6004598901083554,0.1233876540417701,PUT,0.1233876540417701,0.5789473725487981,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,10:55,655,202601,20260114,0.4216417565221491,-0.6,-0.524279825977729,0.1053869870016423,PUT,0.1053869870016423,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,11:05,665,202601,20260114,0.3152174251066033,0.6217949893582779,-0.6189081135204938,0.2860426941738278,PUT,0.2860426941738278,0.6217949893582779,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,11:20,680,202601,20260114,0.6483051772091628,0.9374999495533594,-0.5329590859655325,0.1974207703234112,PUT,0.1974207703234112,0.9374999495533594,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,11:25,685,202601,20260114,-0.6,1.9758064268034776,-0.6291719605426079,0.3233875884494978,PUT,0.3233875884494978,1.9758064268034776,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,11:35,695,202601,20260114,-0.6,0.9722222810910086,-0.5719593392685802,0.1621833710913756,PUT,0.1621833710913756,0.9722222810910086,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,11:40,700,202601,20260114,-0.6,1.2672415175137464,-0.2137741998709968,0.2463530883368419,PUT,0.2463530883368419,1.2672415175137464,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,12:00,720,202601,20260114,-0.6,-0.6,-0.2545274265616468,0.1071906230625645,PUT,0.1071906230625645,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,12:20,740,202601,20260114,0.3445945031630735,-0.6,-0.1855131869292519,0.1494999613490781,PUT,0.1494999613490781,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,12:25,745,202601,20260114,-0.6,0.3136363557547579,-0.447386261158729,0.2793367038551747,PUT,0.2793367038551747,0.3136363557547579,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,12:35,755,202601,20260114,0.305555597604688,-0.6,-0.1142260881973146,0.1187099434007363,PUT,0.1187099434007363,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,12:40,760,202601,20260114,0.4357142394902746,-0.6,-0.4445494477664685,0.2352683828429367,PUT,0.2352683828429367,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,12:45,765,202601,20260114,-0.6,0.9551283226916114,-0.4767035066417014,0.1316241310051953,PUT,0.1316241310051953,0.9551283226916114,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,12:50,770,202601,20260114,0.4396552539183631,-0.6,-0.14755248136092,0.3047833073895239,PUT,0.3047833073895239,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,13:10,790,202601,20260114,0.2812500640284283,0.7256097791451632,-0.4042971070515773,0.1191698309159102,PUT,0.1191698309159102,0.7256097791451632,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,13:15,795,202601,20260114,-0.6,0.9391891674197792,-0.5532759706756469,0.267969152096764,PUT,0.267969152096764,0.9391891674197792,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,13:20,800,202601,20260114,-0.6,1.1323529231300815,-0.4256978969273362,0.1776872230577479,PUT,0.1776872230577479,1.1323529231300815,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,13:25,805,202601,20260114,0.4299999475479126,0.7749999757856134,-0.417574445557574,0.2537700007821939,PUT,0.2537700007821939,0.7749999757856134,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,13:30,810,202601,20260114,-0.6,1.2401960875977929,-0.5888122079091395,0.3818499013471042,PUT,0.3818499013471042,1.2401960875977929,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,10:15,615,202601,20260115,0.406249947613104,0.3879310610603359,-0.2730967807660425,0.1209966239502537,PUT,0.1209966239502537,0.3879310610603359,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
QQQ,zero_dte,10:25,625,202601,20260115,0.869999885559082,0.4129213964738962,0.1480952957061963,0.0996010541535272,CALL,0.1480952957061963,0.869999885559082,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25
