ticker,expiry_mode,time,minute,month,date,call_return,put_return,pred_call_return,pred_put_return,action,score,realized_return,source_variant,source_component,source_priority,component_threshold,component_max_day,component_cooldown,event_delta_bucket,event_delta_target,test_month
QQQ,zero_dte,11:35,695,202601,20260108,1.1136361830162351,-0.6,0.1972836244341444,-0.0002424006870501,CALL,0.1972836244341444,1.1136361830162351,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,14:15,855,202601,20260108,0.4396552539183631,-0.6,0.0697263671332541,0.1844699454666357,PUT,0.1844699454666357,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:30,630,202601,20260109,0.4166666004392862,0.8676471825701992,-0.0517973814681352,0.1566358099865444,PUT,0.1566358099865444,0.8676471825701992,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:10,610,202601,20260112,0.4954544686088893,-0.6,0.3098743868824414,-0.2712447496505484,CALL,0.3098743868824414,0.4954544686088893,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,11:10,670,202601,20260112,0.2884616560249446,-0.6,0.1948186108773815,-0.1601672925325273,CALL,0.1948186108773815,0.2884616560249446,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,11:55,715,202601,20260112,-0.6,-0.6,0.1034328694991764,-0.5476811478818314,CALL,0.1034328694991764,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:20,620,202601,20260113,0.6184210196096147,0.3472221256406258,0.1678659247636601,-0.1364188463335911,CALL,0.1678659247636601,0.6184210196096147,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:50,650,202601,20260113,0.8382352090418141,-0.6,0.1469594333552337,-0.2686274711768894,CALL,0.1469594333552337,0.8382352090418141,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,11:50,710,202601,20260113,-0.6,0.8895348869445452,0.2496449258649412,0.1595642084367859,CALL,0.2496449258649412,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:45,645,202601,20260114,-0.6,0.5789473725487981,-0.6004598901083554,0.1233876540417701,PUT,0.1233876540417701,0.5789473725487981,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,11:20,680,202601,20260114,0.6483051772091628,0.9374999495533594,-0.5329590859655325,0.1974207703234112,PUT,0.1974207703234112,0.9374999495533594,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,12:00,720,202601,20260114,-0.6,-0.6,-0.2545274265616468,0.1071906230625645,PUT,0.1071906230625645,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:15,615,202601,20260115,0.406249947613104,0.3879310610603359,-0.2730967807660425,0.1209966239502537,PUT,0.1209966239502537,0.3879310610603359,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:45,645,202601,20260115,0.6547619926145585,0.4239129716484682,0.1169659451353351,-0.1843963402758648,CALL,0.1169659451353351,0.6547619926145585,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,11:25,685,202601,20260115,-0.6,0.326271268630367,0.2200489620724334,-0.2137119242453085,CALL,0.2200489620724334,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:45,645,202601,20260116,0.5343138102795808,-0.6,-0.6027210079175906,0.1316421422867823,PUT,0.1316421422867823,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,13:30,810,202601,20260116,0.4166667287548398,0.3333332505491078,-0.3125364483430899,0.2331646643395044,PUT,0.2331646643395044,0.3333332505491078,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,14:00,840,202601,20260116,-0.6,1.4274192804104335,-0.2626146566878882,0.1265984462408278,PUT,0.1265984462408278,1.4274192804104335,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:05,605,202601,20260120,-0.6,-0.6,0.5250042942258281,0.2736342343504581,CALL,0.5250042942258281,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:35,635,202601,20260120,-0.6,0.2884616560249446,-0.1663744815292148,0.2442631299543179,PUT,0.2442631299543179,0.2884616560249446,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,11:05,665,202601,20260120,0.2873133518404267,0.2785715295344,-0.0189642957747622,0.1782043028805212,PUT,0.1782043028805212,0.2785715295344,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:30,630,202601,20260121,1.387931061060336,-0.6,-0.3749865427031704,0.1695408495621717,PUT,0.1695408495621717,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,11:10,670,202601,20260121,-0.6,3.237179651768256,0.1123125387184258,-0.3151032103135777,CALL,0.1123125387184258,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,12:15,735,202601,20260121,0.583333300219643,-0.6,0.3055976082225247,-0.3059756028514406,CALL,0.3055976082225247,0.583333300219643,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:00,600,202601,20260122,0.2692308662205793,-0.6,0.1444579737480364,-0.1464804773886642,CALL,0.1444579737480364,0.2692308662205793,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,11:25,685,202601,20260122,-0.6,-0.6,0.3082079069606975,-0.2201192212958332,CALL,0.3082079069606975,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,12:10,730,202601,20260122,-0.6,-0.6,0.3809085536283106,-0.2664100380710412,CALL,0.3809085536283106,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:20,620,202601,20260123,1.194444402395312,-0.6,-0.338015497658349,0.130482965877698,PUT,0.130482965877698,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:15,615,202601,20260126,0.7756411549607725,-0.6,0.1002826672033671,-0.3116189521480734,CALL,0.1002826672033671,0.7756411549607725,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:50,650,202601,20260126,0.2685184449325402,-0.6,0.2428326218233659,0.0498029220665545,CALL,0.2428326218233659,0.2685184449325402,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,11:20,680,202601,20260126,1.75,-0.6,0.2200150720245132,-0.5243945689397502,CALL,0.2200150720245132,1.75,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:00,600,202601,20260127,0.2717390769145449,-0.6,-0.0096345905712858,0.1533823000906218,PUT,0.1533823000906218,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:30,630,202601,20260127,0.4090909614296987,-0.6,0.0076758216398586,0.1441726509222348,PUT,0.1441726509222348,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,11:55,715,202601,20260127,-0.6,0.5214286152197398,0.1065588256608822,-0.5008598596455045,CALL,0.1065588256608822,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:15,615,202601,20260128,-0.6,0.6722222943364857,-0.1623257055969355,0.3066353792748789,PUT,0.3066353792748789,0.6722222943364857,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:50,650,202601,20260128,-0.222222249816964,0.3227272559788605,-0.2020997157363255,0.1534145883361107,PUT,0.1534145883361107,0.3227272559788605,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,11:20,680,202601,20260128,-0.3595505595402861,0.2994504681158716,-0.2753614509331941,0.1707725747103059,PUT,0.1707725747103059,0.2994504681158716,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:35,635,202601,20260129,0.3653846002693213,1.3358585031503765,-0.3605941874391531,0.1289505381237887,PUT,0.1289505381237887,1.3358585031503765,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,11:10,670,202601,20260129,0.5424529044557735,-0.6,-0.4086672514179348,0.141429546443266,PUT,0.141429546443266,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,11:50,710,202601,20260129,1.0115385885069403,-0.6,0.1917890515943455,-0.3312338568258949,CALL,0.1917890515943455,1.0115385885069403,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:00,600,202601,20260130,0.5162338285627941,-0.6,0.1166043544322076,-0.0789611836586276,CALL,0.1166043544322076,0.5162338285627941,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:45,645,202601,20260130,-0.6,0.4566666285196941,-0.2916988815387267,0.1156179495914855,PUT,0.1156179495914855,0.4566666285196941,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,11:25,685,202601,20260130,0.25,0.5192307974459867,0.347342963726624,-0.4333126210875846,CALL,0.347342963726624,0.25,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202601
QQQ,zero_dte,10:15,615,202602,20260202,0.6217949893582779,-0.6,-0.0135299532963189,0.1209654467595407,PUT,0.1209654467595407,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,10:50,650,202602,20260202,0.3681817570993737,0.2916667209938179,0.3359614103921315,-0.4130551656882263,CALL,0.3359614103921315,0.3681817570993737,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,11:20,680,202602,20260202,0.4051724244241343,-0.6,0.1292720464613065,-0.3081667813003991,CALL,0.1292720464613065,0.4051724244241343,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,11:35,695,202602,20260203,-0.6,1.7817460017109372,0.180808689202011,-0.4705454181821157,CALL,0.180808689202011,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,12:25,745,202602,20260203,-0.6,1.790816286810733,-0.214536202260257,0.1147726993760583,PUT,0.1147726993760583,1.790816286810733,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,12:55,775,202602,20260203,-0.6,0.5075756371623386,0.3723994655096939,-0.339557747581248,CALL,0.3723994655096939,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,10:00,600,202602,20260204,0.7724718890426705,0.7751572081844746,0.2230796507147758,-0.3659716604496395,CALL,0.2230796507147758,0.7724718890426705,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,10:35,635,202602,20260204,0.6018518464010385,0.3602941427831003,0.1153153648206947,-0.3646358098501467,CALL,0.1153153648206947,0.6018518464010385,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,11:15,675,202602,20260204,-0.6,1.1323530511735105,0.2651622841827524,-0.1242846854306419,CALL,0.2651622841827524,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,10:15,615,202602,20260205,0.4625748314919542,-0.6,0.1022738099320386,-0.2412928071689197,CALL,0.1022738099320386,0.4625748314919542,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,10:50,650,202602,20260205,0.7841882066143633,-0.6,0.2145292610390502,-0.2074864757103914,CALL,0.2145292610390502,0.7841882066143633,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,11:15,675,202602,20260206,0.3362069709689403,-0.6,-0.5781770188348857,0.157864590165477,PUT,0.157864590165477,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,11:50,710,202602,20260206,0.4537036669107146,0.406249947613104,-0.2146960846050748,0.1041437288654269,PUT,0.1041437288654269,0.406249947613104,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,12:20,740,202602,20260206,0.4537036669107146,-0.6,-0.6170985246846007,0.1233288018974467,PUT,0.1233288018974467,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,10:30,630,202602,20260209,1.008823415564834,-0.6,0.1435282733056182,-0.4250636306451479,CALL,0.1435282733056182,1.008823415564834,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,11:00,660,202602,20260209,0.345238184780223,-0.6,0.3004491601213922,-0.0441063519702177,CALL,0.3004491601213922,0.345238184780223,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,11:30,690,202602,20260209,0.6499999761581421,-0.6,-0.1991904421675378,0.1973318222433005,PUT,0.1973318222433005,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,13:30,810,202602,20260210,-0.6,-0.6,0.309051778195639,0.0904362836234213,CALL,0.309051778195639,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,14:00,840,202602,20260210,-0.6,-0.6,0.3230405522033298,-0.3033542137781542,CALL,0.3230405522033298,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,14:30,870,202602,20260210,-0.6,0.75,0.1876058044667988,-0.2838405048166404,CALL,0.1876058044667988,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,10:20,620,202602,20260211,0.470588154085368,-0.6,0.2715097184669213,-0.463324681224653,CALL,0.2715097184669213,0.470588154085368,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,10:00,600,202602,20260212,0.3500000000000001,0.3726416240174792,0.2390623781052809,-0.386460138650474,CALL,0.2390623781052809,0.3500000000000001,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,10:35,635,202602,20260212,-0.6,2.3611108351636925,0.1666567846708071,-0.2169550734594695,CALL,0.1666567846708071,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,11:05,665,202602,20260212,-0.6,1.4772727491660769,0.2489710619424039,-0.1708840270280768,CALL,0.2489710619424039,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,10:30,630,202602,20260213,-0.6,1.2198795102853563,-0.383176104209609,0.2427877773479697,PUT,0.2427877773479697,1.2198795102853563,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,11:00,660,202602,20260213,0.3804347530317222,-0.6,0.2734966933993362,-0.3798768783741608,CALL,0.2734966933993362,0.3804347530317222,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,11:35,695,202602,20260213,0.3029411946200988,-0.6,0.2903117387587004,0.0017699663511523,CALL,0.2903117387587004,0.3029411946200988,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,11:15,675,202602,20260217,-0.6,0.2500000372529025,0.2895427491872822,-0.1651385217075976,CALL,0.2895427491872822,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,11:55,715,202602,20260217,-0.6,0.9469696819180196,0.3924191677498273,-0.3114825763301195,CALL,0.3924191677498273,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,13:25,805,202602,20260217,1.5416667986040342,-0.6,0.3535743181131003,-0.3776472335470282,CALL,0.3535743181131003,1.5416667986040342,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,10:05,605,202602,20260218,-0.2285713847802603,-0.6,-0.291097648625601,0.3151779971712449,PUT,0.3151779971712449,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,10:45,645,202602,20260218,-0.6,-0.6,0.1730352926308458,-0.1173881559306126,CALL,0.1730352926308458,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,11:15,675,202602,20260218,-0.6,-0.6,0.3002366606576041,-0.1592502355798991,CALL,0.3002366606576041,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,10:05,605,202602,20260219,-0.6,-0.6,0.0065609122272494,0.2006061381797487,PUT,0.2006061381797487,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,10:40,640,202602,20260219,-0.6,0.2842465417875905,0.1137337991134189,-0.0326221763161308,CALL,0.1137337991134189,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,11:15,675,202602,20260219,-0.6,0.5863635792219948,0.3823875184563369,-0.0829187756158798,CALL,0.3823875184563369,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,10:45,645,202602,20260220,0.5858208782610745,0.3597561755682448,-0.503433051984757,0.229839598550115,PUT,0.229839598550115,0.3597561755682448,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,13:00,780,202602,20260220,-0.6,1.1637931317976915,-0.4934846393077527,0.149982577170239,PUT,0.149982577170239,1.1637931317976915,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,10:50,650,202602,20260223,-0.6,1.8858024128107305,0.1212947654304927,-0.4434724343462917,CALL,0.1212947654304927,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,11:20,680,202602,20260223,-0.6,-0.6,0.1654292881092919,-0.0489601960575859,CALL,0.1654292881092919,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,11:50,710,202602,20260223,-0.6,-0.6,0.1016205419595903,-0.046908265089572,CALL,0.1016205419595903,-0.6,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
QQQ,zero_dte,10:45,645,202602,20260224,0.4741379806459602,-0.6,0.1656778521431267,-0.270427366361626,CALL,0.1656778521431267,0.4741379806459602,d25,event_option_mh30trail_clean1000_frozen2025_select2026_d25_return_deploy202607_QQQ_v1,0,0.1,3,30,25,0.25,202602
