arm,scope,trades,top5_trade_gross_profit_share,top5_day_gross_profit_share,concentration_pass
K0_LEVEL,POOLED,1443,0.042895422349897364,0.07622967334597164,True
K0_LEVEL,SPXW,742,0.08016519279295609,0.08417406870042433,True
K0_LEVEL,QQQ,456,0.08659356932548191,0.09849694266811579,True
K0_LEVEL,SPY,245,0.16396959067084638,0.16396959067084638,True
K1_ALIGNED,POOLED,1324,0.05134294822632174,0.08646231006047363,True
K1_ALIGNED,SPXW,644,0.10071372847119524,0.10749785373038348,True
K1_ALIGNED,QQQ,436,0.1156188550321692,0.1244930668076437,True
K1_ALIGNED,SPY,244,0.16152887200062532,0.16152887200062532,True
