ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,entry_minute,source_stream,source_file,_source_order,_priority,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode
QQQ,20260102,202601,10:00,600,zero_dte,PUT,-0.1205806851882862,-0.2939365508988318,-0.1205806851882862,-0.3,0.5,0.5,thr-999.000_maxday1,202601,600,qqq_d50_return,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_nopool_d50_return_wf2026_v1\event_option_gate_trades.csv,209,1,2,0,18,False,fallback_volume_pace
QQQ,20260105,202601,10:05,605,zero_dte,PUT,0.2898293406668704,-0.2382756148990333,0.2898293406668704,-0.3,-0.3,-0.3,thr-999.000_maxday1,202601,605,qqq_d50_return,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_nopool_d50_return_wf2026_v1\event_option_gate_trades.csv,210,1,3,1,18,False,fallback_volume_pace
QQQ,20260105,202601,10:50,650,zero_dte,CALL,0.4335853392739505,0.4335853392739505,0.2612662002488183,0.5,-0.3,0.5,thr0.398_maxday1,202601,650,qqq_d25_win,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_nopool_d25_win_wf2026_v1\event_option_gate_trades.csv,139,0,3,2,18,False,primary
QQQ,20260106,202601,10:00,600,zero_dte,PUT,-0.1632803355622232,-0.2893652640158221,-0.1632803355622232,-0.3,0.5,0.5,thr-999.000_maxday1,202601,600,qqq_d50_return,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_nopool_d50_return_wf2026_v1\event_option_gate_trades.csv,211,1,4,3,18,False,fallback_volume_pace
QQQ,20260106,202601,12:35,755,zero_dte,PUT,0.3989266985877266,0.2141297734984233,0.3989266985877266,0.5,-0.3,-0.3,thr0.398_maxday1,202601,755,qqq_d25_win,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_nopool_d25_win_wf2026_v1\event_option_gate_trades.csv,140,0,4,4,18,False,primary
QQQ,20260107,202601,11:55,715,zero_dte,CALL,0.3989889333518301,0.3989889333518301,0.228248509034248,0.5,-0.3,0.5,thr0.398_maxday1,202601,715,qqq_d25_win,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_nopool_d25_win_wf2026_v1\event_option_gate_trades.csv,141,0,5,5,18,False,primary
QQQ,20260108,202601,10:00,600,zero_dte,CALL,0.6110475552647685,0.6110475552647685,0.1665515589190965,0.5,-0.3,0.5,thr0.398_maxday1,202601,600,qqq_d25_win,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_nopool_d25_win_wf2026_v1\event_option_gate_trades.csv,142,0,5,6,18,False,primary
QQQ,20260109,202601,10:10,610,zero_dte,CALL,0.4666346270350102,0.4666346270350102,0.2427400821565468,0.5,-0.3,0.5,thr0.398_maxday1,202601,610,qqq_d25_win,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_nopool_d25_win_wf2026_v1\event_option_gate_trades.csv,143,0,6,7,18,False,primary
QQQ,20260112,202601,11:45,705,zero_dte,PUT,0.4360737425955261,0.3145183932922291,0.4360737425955261,0.5,-0.3,-0.3,thr0.398_maxday1,202601,705,qqq_d25_win,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_nopool_d25_win_wf2026_v1\event_option_gate_trades.csv,144,0,7,8,18,False,primary
QQQ,20260113,202601,10:20,620,zero_dte,CALL,0.6096969428247669,0.6096969428247669,0.2007647904025271,-0.3,0.5,-0.3,thr0.398_maxday1,202601,620,qqq_d25_win,research_papers\JEPA\results\_diagnostics\event_option_clean_live1000_nopool_d25_win_wf2026_v1\event_option_gate_trades.csv,145,0,8,9,18,False,primary
