feature,importance
ib_range_bps,7017.86453306675
oi_diff,4334.295560717583
iv_diff,3226.575308203697
dist_ib_low_bps,2864.624324440956
dist_ib_high_bps,2851.153662919998
minute,2656.700147986412
nearest_level_abs_bps,2055.4223951101303
ret_30m_bps,1781.136959552765
iv_diff_chg_5m,1557.412003159523
ret_15m_bps,1524.7057679891586
iv_diff_chg_25m,1509.1775407791138
ret_1m_bps,1433.0100467205048
ret_5m_bps,1399.7417546510696
iv_diff_chg_15m,1345.33726978302
volume_diff_chg_5m,1306.8120810985565
spread_pct_diff,1290.7079182863235
volume_diff,1286.1846393346786
spread_pct_diff_chg_5m,1222.4744181632996
volume_diff_chg_25m,1219.9662212133408
volume_diff_chg_15m,1132.322252869606
spread_pct_diff_chg_15m,1116.2812393903732
vega_diff,1097.5926489830017
spread_pct_diff_chg_25m,1087.0892914533615
vega_diff_chg_5m,989.8777958154678
abs_delta_diff,948.0518019199371
vega_diff_chg_15m,869.7554476261139
abs_delta_diff_chg_5m,822.3982417583466
abs_delta_diff_chg_15m,815.6013723611832
vega_diff_chg_25m,790.984152674675
abs_delta_diff_chg_25m,732.4998471736908
