ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,source_result
SPY,20240102,202401,10:30,630,zero_dte,PUT,0.2690892520331702,-0.1999412390759527,0.2690892520331702,0.5,-0.3,-0.3,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPY,20240102,202401,11:00,660,zero_dte,PUT,0.2681595579802872,-0.1757738328274496,0.2681595579802872,0.5,-0.3,-0.3,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPY,20240103,202401,10:30,630,zero_dte,PUT,0.2570685858757038,-0.2058608799883542,0.2570685858757038,0.2737641668676152,-0.3,-0.3,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPY,20240103,202401,11:00,660,zero_dte,PUT,0.3833899617621635,-0.2580045900358415,0.3833899617621635,-0.3,-0.3,-0.3,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPY,20240104,202401,10:30,630,zero_dte,PUT,0.1959578955365761,-0.2643442292859059,0.1959578955365761,0.5,-0.3,-0.3,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPY,20240104,202401,11:00,660,zero_dte,PUT,0.1629359481259042,-0.2558981372960257,0.1629359481259042,-0.3,-0.3,-0.3,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPY,20240105,202401,10:35,635,zero_dte,PUT,0.1453900362011708,-0.2304769826466884,0.1453900362011708,-0.3,0.5,0.5,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPY,20240105,202401,11:05,665,zero_dte,PUT,0.2358056871309582,-0.2216153843237368,0.2358056871309582,-0.3,0.5,0.5,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPY,20240108,202401,10:30,630,zero_dte,PUT,0.1867051899599827,-0.2828494796091227,0.1867051899599827,0.5,-0.3,-0.3,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPY,20240108,202401,11:00,660,zero_dte,PUT,0.2550212494711526,-0.2508453185781998,0.2550212494711526,0.5,-0.3,-0.3,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPY,20240109,202401,10:30,630,zero_dte,PUT,0.4167331359385663,-0.3013411979336379,0.4167331359385663,0.5,-0.3,-0.3,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPY,20240109,202401,11:00,660,zero_dte,PUT,0.2346350140366211,-0.3021458096369336,0.2346350140366211,0.5,-0.3,-0.3,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPY,20240110,202401,10:30,630,zero_dte,PUT,0.6406021414586011,-0.2969609084810563,0.6406021414586011,0.5,-0.3,-0.3,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPY,20240110,202401,11:00,660,zero_dte,PUT,0.4848999303448262,-0.2743229873718351,0.4848999303448262,-0.3,-0.3,-0.3,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPY,20240111,202401,10:50,650,zero_dte,CALL,-0.1151354225986467,-0.1151354225986467,-0.1764126007260447,-0.3,0.5,-0.3,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPY,20240111,202401,11:20,680,zero_dte,CALL,0.153721628874685,0.153721628874685,-0.2527064263619406,0.5,-0.3,0.5,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPY,20240112,202401,10:30,630,zero_dte,PUT,-0.0230996689147632,-0.1220461556531792,-0.0230996689147632,-0.3,0.5,0.5,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPY,20240112,202401,11:00,660,zero_dte,PUT,-0.1357953437095186,-0.2626115168547403,-0.1357953437095186,0.4523809956314901,-0.3,-0.3,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPY,20240116,202401,10:30,630,zero_dte,PUT,0.14439617229464,-0.2435595833758436,0.14439617229464,-0.3,0.5,0.5,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPY,20240116,202401,11:05,665,zero_dte,PUT,0.0140051366081062,-0.2257134966268666,0.0140051366081062,-0.3,-0.3,-0.3,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPY,20240117,202401,10:30,630,zero_dte,PUT,0.4967363558848021,-0.2263054249184473,0.4967363558848021,-0.3,-0.3,-0.3,thr-0.160_maxday2,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
