ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,source_result
SPY,20240102,202401,10:30,630,front_weekly,PUT,0.181821278402662,-0.1046171521419624,0.181821278402662,0.1597014814369608,-0.1699115083084864,-0.1699115083084864,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240102,202401,11:00,660,front_weekly,PUT,0.164279269601501,-0.0809435762035505,0.164279269601501,0.1772727413939381,-0.1106382983040626,-0.1106382983040626,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240102,202401,12:45,765,front_weekly,PUT,0.0711618465915939,-0.0430578476152965,0.0711618465915939,-0.3,0.5,0.5,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240102,202401,13:15,795,front_weekly,PUT,0.0753144738084152,-0.0893637933603806,0.0753144738084152,-0.0258697556526471,0.038054931842026,0.038054931842026,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240102,202401,13:45,825,front_weekly,PUT,0.0759190250008442,-0.0848840953497369,0.0759190250008442,-0.3,0.0662323185831361,0.0662323185831361,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240103,202401,10:30,630,front_weekly,PUT,0.0882105308586884,-0.0303400641597293,0.0882105308586884,0.1196983944340295,-0.1704781586273672,-0.1704781586273672,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240103,202401,11:00,660,front_weekly,PUT,0.0665763689261465,-0.0254394874561901,0.0665763689261465,0.1183206341315397,-0.0481283599727845,-0.0481283599727845,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240103,202401,11:30,690,front_weekly,PUT,0.1729632628725627,-0.0536863751475788,0.1729632628725627,0.1897810142761389,-0.2205240190584944,-0.2205240190584944,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240103,202401,12:00,720,front_weekly,PUT,0.051695554534203,-0.0598619786599045,0.051695554534203,0.1862745693856513,-0.3,-0.3,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240103,202401,12:30,750,front_weekly,PUT,0.0889768949375188,-0.0336492212649049,0.0889768949375188,-0.083411465506932,0.0324675539140797,0.0324675539140797,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240103,202401,13:00,780,front_weekly,PUT,0.0673267171279481,-0.0550004544449228,0.0673267171279481,-0.3,0.361111064283669,0.361111064283669,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240103,202401,13:30,810,front_weekly,PUT,0.1039291718915368,-0.0727779052181473,0.1039291718915368,-0.3,0.3508771562913853,0.3508771562913853,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240104,202401,10:30,630,front_weekly,PUT,0.1704423230108165,-0.1079577534875346,0.1704423230108165,-0.0930232235778012,0.1017638736723167,0.1017638736723167,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240104,202401,11:00,660,front_weekly,PUT,0.1349051452484845,-0.0362163500407554,0.1349051452484845,-0.1359447308397168,0.177650464837666,0.177650464837666,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240104,202401,11:30,690,front_weekly,PUT,0.1742337645942331,-0.1167096188385011,0.1742337645942331,-0.3,0.4611259467550592,0.4611259467550592,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240104,202401,12:00,720,front_weekly,PUT,0.1683826664967738,-0.062449855726383,0.1683826664967738,-0.2161519930406689,0.2087912001538978,0.2087912001538978,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240104,202401,12:30,750,front_weekly,PUT,0.1516311486327105,-0.1238642638949584,0.1516311486327105,-0.3,0.2105262937748311,0.2105262937748311,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240104,202401,13:00,780,front_weekly,PUT,0.1896651131231812,-0.1477460644218934,0.1896651131231812,-0.3,0.3822115891607573,0.3822115891607573,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240104,202401,13:30,810,front_weekly,PUT,0.1554622068496892,-0.0426947357247409,0.1554622068496892,-0.3,0.4392991221869553,0.4392991221869553,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240105,202401,12:15,735,front_weekly,PUT,0.0523543484822957,-0.0814765107773887,0.0523543484822957,-0.1067723679984359,0.0696117457183838,0.0696117457183838,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240105,202401,12:45,765,front_weekly,PUT,0.0640862534412955,-0.0794889986803953,0.0640862534412955,-0.0896805934947343,0.0161074316065086,0.0161074316065086,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240110,202401,10:55,655,front_weekly,PUT,0.0521517353337658,-0.0160587485499892,0.0521517353337658,0.1082251521905302,-0.1290322952786531,-0.1290322952786531,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240110,202401,11:30,690,front_weekly,PUT,0.0500419098511583,-0.0121564834974008,0.0500419098511583,0.3272727619517932,-0.3,-0.3,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240110,202401,12:05,725,front_weekly,PUT,0.0595800816607371,-0.0254313551641772,0.0595800816607371,0.3946428706755445,-0.3,-0.3,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240111,202401,10:50,650,front_weekly,PUT,0.1131217370506517,-0.1626959244785597,0.1131217370506517,-0.3,-0.1836228807517888,-0.1836228807517888,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240111,202401,11:20,680,front_weekly,PUT,0.2644821960137176,-0.287401858156157,0.2644821960137176,0.5,-0.3,-0.3,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
SPY,20240111,202401,11:50,710,front_weekly,PUT,0.2036689752682503,-0.2020635321469476,0.2036689752682503,0.5,-0.3,-0.3,thr0.050_maxdayall,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_front_weekly_minmonth18_v1
