feature,median
dte_days,0.0
minute,755.0
spot,527.7999877929688
underlying_volume,60.0
dist_ib_high_bps,-10.947110548074429
dist_ib_low_bps,43.47166881266418
dist_fib_127_up_bps,-29.17753758258272
dist_fib_161_up_bps,-53.06858235288483
dist_fib_200_up_bps,-80.58207930985316
dist_fib_127_dn_bps,57.28193435494929
dist_fib_161_dn_bps,80.12606131549201
dist_fib_200_dn_bps,106.53500288159978
nearest_level_abs_bps,6.749388057771466
ib_range_bps,67.90039905954994
ret_1m_bps,0.0
ret_5m_bps,0.19677500805670434
ret_15m_bps,0.5211790977943664
ret_30m_bps,0.8771019523390322
call_d15_available,1.0
call_d15_strike,530.0
call_d15_strike_bps,52.08764431637425
call_d15_abs_delta,0.1451999992132187
call_d15_iv,0.2460000067949295
call_d15_mid_bps,3.902160611756352
call_d15_spread_pct,0.04878044170967348
call_d15_theta_over_mid,-10.5701639479458
call_d15_vega,2.3203999996185303
call_d15_oi,4140.0
call_d15_volume,108.0
put_d15_available,1.0
put_d15_strike,525.0
put_d15_strike_bps,-63.66048601680663
put_d15_abs_delta,0.1469999998807907
put_d15_iv,0.3100000023841858
put_d15_mid_bps,4.8163186203103825
put_d15_spread_pct,0.04081634887304493
put_d15_theta_over_mid,-10.379076642448382
put_d15_vega,2.351799964904785
put_d15_oi,3680.0
put_d15_volume,95.0
call_d25_available,1.0
call_d25_strike,529.780029296875
call_d25_strike_bps,34.89532209268731
call_d25_abs_delta,0.24619999527931213
call_d25_iv,0.24650000035762787
call_d25_mid_bps,7.536128873488638
call_d25_spread_pct,0.028169070839573807
call_d25_theta_over_mid,-7.577500178115441
call_d25_vega,3.198899984359741
call_d25_oi,4027.0
call_d25_volume,225.0
put_d25_available,1.0
put_d25_strike,526.0
put_d25_strike_bps,-39.07901521114976
put_d25_abs_delta,0.24609999358654022
put_d25_iv,0.2874999940395355
put_d25_mid_bps,8.606184589012798
put_d25_spread_pct,0.02469133440449993
put_d25_theta_over_mid,-7.4276191814794625
put_d25_vega,3.2258999347686768
put_d25_oi,3510.0
put_d25_volume,194.0
call_d35_available,1.0
call_d35_strike,529.0
call_d35_strike_bps,20.783757182287754
call_d35_abs_delta,0.3456999957561493
call_d35_iv,0.25
call_d35_mid_bps,12.02378240426881
call_d35_spread_pct,0.019230751596258297
call_d35_theta_over_mid,-5.570215858866491
call_d35_vega,3.7643001079559326
call_d35_oi,3934.0
call_d35_volume,352.0
put_d35_available,1.0
put_d35_strike,527.0
put_d35_strike_bps,-22.018713848495075
put_d35_abs_delta,0.34700000286102295
put_d35_iv,0.2734000086784363
put_d35_mid_bps,12.974341908499087
put_d35_spread_pct,0.018018000602490186
