ticker,test_month,mode,selected_source,source_path,train_months,select_months,select_score,select_trades,select_win_rate,select_profit_factor,select_pnl_return,select_avg_return,select_max_drawdown,select_call_rate,select_days_with_trades,select_daily_win_rate,select_median_daily_return,select_daily_max_drawdown,select_top5_day_return,select_top5_share_of_pnl,select_min_month_trades,select_positive_month_rate,test_trades,test_win_rate,test_profit_factor,test_pnl_return,test_avg_return,test_max_drawdown,test_call_rate,test_days_with_trades,test_daily_win_rate,test_median_daily_return,test_daily_max_drawdown,test_top5_day_return,test_top5_share_of_pnl,test_min_month_trades,test_positive_month_rate,source_stream,source_file
SPXW,202501,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,"202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406","202407,202408,202409,202410,202411,202412",24.73210057037256,188,0.5478723404255319,2.016454131266412,25.9195803472935,0.1378701082302846,-4.800000000000011,0.2127659574468085,118,0.5932203389830508,0.5,-4.299999999999997,7.0,0.270066100847614,18,0.8333333333333334,21,0.38095238095238093,1.025641025641026,0.10000000000000026,0.0047619047619047745,-1.2,0.0,20,0.4,-0.3,-1.2,2.5,24.999999999999936,21,1.0,SPXW,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s6_m18_vw0p1\spxw\stream_selector_folds.csv
SPXW,202502,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,"202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406,202407","202408,202409,202410,202411,202412,202501",22.43002138721165,187,0.5080213903743316,1.7181007372207793,19.819580347293503,0.10598706068071392,-4.800000000000011,0.20855614973262032,117,0.5384615384615384,0.5,-4.3000000000000025,7.0,0.35318608554473746,18,0.8333333333333334,19,0.5789473684210527,2.291666666666667,3.1000000000000005,0.16315789473684214,-1.2000000000000002,0.5263157894736842,19,0.5789473684210527,0.5,-1.2000000000000002,2.5,0.8064516129032256,19,1.0,SPXW,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s6_m18_vw0p1\spxw\stream_selector_folds.csv
SPXW,202503,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,"202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406,202407,202408","202409,202410,202411,202412,202501,202502",21.34262013538701,141,0.49645390070921985,1.6394169177133098,13.6195803472935,0.09659276842052128,-4.799999999999998,0.22695035460992907,114,0.5526315789473685,0.5,-4.299999999999999,3.4,0.24964058460697375,18,0.8333333333333334,22,0.5454545454545454,2.0000000000000004,3.000000000000001,0.1363636363636364,-0.6,0.22727272727272727,21,0.5714285714285714,0.5,-0.6,2.5,0.833333333333333,22,1.0,SPXW,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s6_m18_vw0p1\spxw\stream_selector_folds.csv
SPXW,202504,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,"202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406,202407,202408,202409","202410,202411,202412,202501,202502,202503",-999979.7250030262,141,0.475177304964539,1.505386502130338,11.219580347293501,0.0795714918247766,-4.799999999999999,0.19148936170212766,115,0.5217391304347826,0.5,-4.3,3.4,0.3030416374548431,18,0.8333333333333334,21,0.5714285714285714,2.2222222222222223,3.3,0.15714285714285714,-1.0,0.6190476190476191,21,0.5714285714285714,0.5,-1.0,2.5,0.7575757575757576,21,1.0,SPXW,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s6_m18_vw0p1\spxw\stream_selector_folds.csv
SPXW,202505,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,"202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406,202407,202408,202409,202410","202411,202412,202501,202502,202503,202504",24.324049182692622,123,0.5447154471544715,1.9892607349579465,16.619580347293503,0.13511853940889026,-1.200000000000001,0.3252032520325203,120,0.5583333333333333,0.5,-1.200000000000001,2.5,0.15042497751196976,18,1.0,21,0.5714285714285714,2.2222222222222223,3.3000000000000007,0.15714285714285717,-0.8999999999999995,0.47619047619047616,21,0.5714285714285714,0.5,-0.8999999999999995,2.5,0.7575757575757575,21,1.0,SPXW,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s6_m18_vw0p1\spxw\stream_selector_folds.csv
SPXW,202506,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,"202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411","202412,202501,202502,202503,202504,202505",23.792886736615547,126,0.5317460317460317,1.8926553672316382,15.799999999999997,0.12539682539682537,-1.1999999999999995,0.3253968253968254,123,0.5447154471544715,0.5,-1.2,2.5,0.15822784810126586,19,1.0,20,0.65,3.095238095238095,4.4,0.22000000000000003,-0.9,0.3,20,0.65,0.5,-0.9,2.5,0.5681818181818181,20,1.0,SPXW,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s6_m18_vw0p1\spxw\stream_selector_folds.csv
SPXW,202507,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,"202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412","202501,202502,202503,202504,202505,202506",24.65917050691244,124,0.5483870967741935,2.0238095238095237,17.199999999999996,0.1387096774193548,-1.2000000000000002,0.3548387096774194,122,0.5573770491803278,0.5,-1.2000000000000002,2.5,0.14534883720930236,19,1.0,42,0.6190476190476191,2.7083333333333335,8.2,0.1952380952380952,-0.9999999999999991,0.16666666666666666,21,0.9047619047619048,0.2,-0.6000000000000001,5.0,0.6097560975609757,42,1.0,SPXW,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s6_m18_vw0p1\spxw\stream_selector_folds.csv
SPXW,202508,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,"202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412,202501","202502,202503,202504,202505,202506,202507",27.580204558737577,145,0.593103448275862,2.429378531073446,25.299999999999997,0.17448275862068963,-1.2000000000000002,0.35172413793103446,123,0.6422764227642277,0.5,-1.2000000000000002,5.0,0.19762845849802374,19,1.0,22,0.6818181818181818,3.571428571428571,5.4,0.24545454545454548,-0.5999999999999996,0.36363636363636365,21,0.7142857142857143,0.5,-0.5999999999999996,2.5,0.4629629629629629,22,1.0,SPXW,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s6_m18_vw0p1\spxw\stream_selector_folds.csv
SPXW,202509,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,"202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412,202501,202502","202503,202504,202505,202506,202507,202508",28.680782851817334,148,0.6081081081081081,2.5862068965517238,27.6,0.1864864864864865,-1.0000000000000036,0.3310810810810811,125,0.664,0.5,-0.9999999999999991,5.0,0.18115942028985507,20,1.0,22,0.5,1.666666666666667,2.2,0.1,-2.0000000000000004,0.3181818181818182,20,0.5,0.1,-2.0000000000000004,3.0,1.3636363636363635,22,1.0,SPXW,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s6_m18_vw0p1\spxw\stream_selector_folds.csv
SPXW,202510,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,"202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412,202501,202502,202503","202504,202505,202506,202507,202508,202509",28.24939990838296,148,0.6013513513513513,2.5141242937853105,26.799999999999997,0.18108108108108106,-2.000000000000007,0.34459459459459457,124,0.6532258064516129,0.5,-2.000000000000007,5.0,0.1865671641791045,20,1.0,24,0.75,5.0,7.2,0.3,-0.5999999999999996,0.4583333333333333,23,0.7391304347826086,0.5,-0.5999999999999996,3.0,0.41666666666666663,24,1.0,SPXW,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s6_m18_vw0p1\spxw\stream_selector_folds.csv
SPXW,202511,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,"202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412,202501,202502,202503,202504","202505,202506,202507,202508,202509,202510",30.134924314096498,151,0.6291390728476821,2.827380952380952,30.699999999999996,0.20331125827814567,-2.000000000000007,0.32450331125827814,126,0.6825396825396826,0.5,-2.000000000000007,5.0,0.16286644951140067,20,1.0,19,0.47368421052631576,1.5000000000000002,1.5000000000000002,0.07894736842105264,-1.8,0.10526315789473684,19,0.47368421052631576,-0.3,-1.8,2.5,1.6666666666666665,19,1.0,SPXW,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s6_m18_vw0p1\spxw\stream_selector_folds.csv
SPXW,202512,SELECTED,event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_cau_combined,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_d25_strict_backfill_d50max3_causal_2023_2026_v1\combined_trades.csv,"202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412,202501,202502,202503,202504,202505","202506,202507,202508,202509,202510,202511",29.20916872718709,149,0.6174496644295302,2.6900584795321634,28.9,0.19395973154362414,-2.100000000000005,0.2751677852348993,124,0.6693548387096774,0.5,-2.100000000000005,5.0,0.17301038062283738,19,1.0,23,0.6956521739130435,3.8095238095238093,5.900000000000001,0.25652173913043486,-0.8999999999999999,0.17391304347826086,22,0.7272727272727273,0.5,-0.6,2.5,0.42372881355932196,23,1.0,SPXW,research_papers\JEPA\results\_diagnostics\outer_stream_selector_dense15_param_scan_2025_202604\s6_m18_vw0p1\spxw\stream_selector_folds.csv
