feature,importance
ib_range_bps,4787.670953214169
oi_diff,4533.066006302834
dist_ib_low_bps,2797.262234568596
minute,2362.6093252301216
dist_ib_high_bps,2229.1700931191444
iv_diff,1951.3624195456505
ret_30m_bps,1680.4695417284966
nearest_level_abs_bps,1558.931448996067
ret_5m_bps,1275.9503023028374
ret_15m_bps,1219.3799104094505
volume_diff,1106.7933307886124
iv_diff_chg_25m,1062.1085402965546
iv_diff_chg_15m,1057.8613570332527
spread_pct_diff_chg_15m,993.2871899604797
abs_delta_diff,968.5776687860489
vega_diff,968.1141122579575
volume_diff_chg_5m,945.1823936700821
iv_diff_chg_5m,940.2578667402267
volume_diff_chg_15m,939.4352413415909
ret_1m_bps,896.0888748764992
spread_pct_diff,881.1086658835411
spread_pct_diff_chg_5m,867.6282278895378
volume_diff_chg_25m,841.9267909526825
spread_pct_diff_chg_25m,730.459897518158
abs_delta_diff_chg_15m,712.2447145581245
vega_diff_chg_25m,666.3130209445953
abs_delta_diff_chg_25m,660.4841822385788
vega_diff_chg_5m,635.7999680638313
vega_diff_chg_15m,614.9756995439529
abs_delta_diff_chg_5m,514.299439072609
