feature,importance
ib_range_bps,12672.784638762474
oi_diff,8944.752945542336
dist_ib_low_bps,3998.4305934906006
dist_ib_high_bps,3809.365224480629
minute,3191.5943301916122
iv_diff,2082.171457052231
ret_30m_bps,1461.5074671506882
nearest_level_abs_bps,1104.4332463741302
vega_diff,976.3741855621338
iv_diff_chg_15m,938.0500283241272
ret_15m_bps,873.3990681171417
abs_delta_diff,833.3454508781433
volume_diff,806.2541188001633
iv_diff_chg_5m,747.405919790268
ret_1m_bps,739.2902275919914
volume_diff_chg_25m,737.8070721626282
iv_diff_chg_25m,699.0388261675835
volume_diff_chg_5m,673.6319288015366
ret_5m_bps,619.889498591423
abs_delta_diff_chg_15m,601.9912296533585
spread_pct_diff,585.0928510427475
spread_pct_diff_chg_5m,570.2144193649292
volume_diff_chg_15m,552.023041009903
vega_diff_chg_25m,534.5942896604538
abs_delta_diff_chg_5m,513.9080621004105
spread_pct_diff_chg_15m,492.8539420366287
abs_delta_diff_chg_25m,484.1609074473381
vega_diff_chg_5m,459.7349656224251
spread_pct_diff_chg_25m,427.92028999328613
vega_diff_chg_15m,371.86608016490936
