ticker,trade_date,expiration,role,kind,path,size_bytes,sha256
QQQ,20230908,20230908,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230908_20230908_iv.parquet,921006,c232493cbf2de18c53f3485d6312ac45126e8d9159f2acc587eb112544a0e840
QQQ,20230908,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\09\QQQ_20230908.parquet,12605,28120b53d6f4019937dd14ea334e078663cc03027239771d2e225a81baabb2ef
QQQ,20230911,20230915,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230915_20230911_greeks.parquet,3837711,e2197f0758b2d9587145b8e7da44c1c8d14e1801ba67fafc502745d2e1a883b9
QQQ,20230911,20230915,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230915_20230911_iv.parquet,1517227,52efae429f8f3a36b52f03ed97c7b2a9a5b991bbd2a99ba99aaf596dddf320f2
QQQ,20230911,20230911,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230911_20230911_greeks.parquet,1323166,8a0eb1e6037000069e4af146902653685ff9819e95185fce597244fd6865b3f2
QQQ,20230911,20230911,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230911_20230911_iv.parquet,746495,0708584004888cda6915adcff2c85c0e6727d527482a6e4acfe70f8efdde1456
QQQ,20230911,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\09\QQQ_20230911.parquet,12589,d3c16f40d62ecd81a84ec060f548ab657b58d105c7f191c625200305070d2321
QQQ,20230912,20230915,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230915_20230912_greeks.parquet,3668316,56cfe40f5f8773d2f29b6423e13d10dc09cc0ff94ae0414fa7e7228afb551d36
QQQ,20230912,20230915,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230915_20230912_iv.parquet,1503490,6f0a326efc2b0f05398b5971d0f4d995d04db038e21e4ba45ee2129cc299b927
QQQ,20230912,20230912,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230912_20230912_greeks.parquet,1288171,be21e65873d417d9cdfe2d54053d4eda2b505528b5ccc77b40b7be0ad0fde556
QQQ,20230912,20230912,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230912_20230912_iv.parquet,742616,3782f48d651423fa72e1b248019f78185c0171e8030bf3923b5eb58acd4c3994
QQQ,20230912,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\09\QQQ_20230912.parquet,12851,dc29044c66db184d34ce2e330b480ed7cdf7c4792ec9adb03c288b26671d39b6
QQQ,20230913,20230915,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230915_20230913_greeks.parquet,3405142,0fe4194455ff577de51ecb7f3869795554181a5bcfd7b1dcf38d1d62a0211c6b
QQQ,20230913,20230915,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230915_20230913_iv.parquet,1432954,4ee13e2f67b4f36cc2d1f27cfddcd12b7895005533cfe6a5e3a75f33f2499cad
QQQ,20230913,20230913,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230913_20230913_greeks.parquet,1338347,1ad44d2e5eafd33bfcfccccb7626e665c94cf45ebbe9436abcf9417eb0ff5fa9
QQQ,20230913,20230913,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230913_20230913_iv.parquet,735942,b73b7574accf7a3e1434c331c90b39a51be2fa2e8f3fbdc113a20aeb7c3bb57e
QQQ,20230913,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\09\QQQ_20230913.parquet,12467,3fcfe76961a93fe66fdfaa2e373ecb7954128271e45315ce2c53fde7f959db5a
QQQ,20230914,20230915,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230915_20230914_greeks.parquet,2637194,468d173cdc3bbbc241b04316b92759bf9c9ecd37118e0143876e8c2c4a10df9f
QQQ,20230914,20230915,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230915_20230914_iv.parquet,1309913,ac15de25d5922602d9584ee17012d26292dd19f03b4f30e127339275f4d26420
QQQ,20230914,20230914,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230914_20230914_greeks.parquet,1206127,ee18226747254d0fd8722087f878ff94627f29d387a513f8730115aa94c6aeca
QQQ,20230914,20230914,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230914_20230914_iv.parquet,733676,cc59dbcc7ca388d457c94d21fde0a6cc85cf876db81ad51ddc68564900582706
QQQ,20230914,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\09\QQQ_20230914.parquet,12404,17347e57bcdaf8fa92ab8f28d04d961d2936da786b399d9817e0834181e68be5
QQQ,20230915,20230922,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230922_20230915_greeks.parquet,2669622,605dec3375e495daf1ce4021224eba6d7a7a2974ab873fc61fd299ff10205728
QQQ,20230915,20230922,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230922_20230915_iv.parquet,1123902,347ddd3cbda5196cf6c504ee64a2e4ed128a4d4d4a756a6e695c47cd318bf398
QQQ,20230915,20230915,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230915_20230915_greeks.parquet,1795308,6867c35f02d11ebcf746478c084f4a6e79a651f6d95379a2ca6656babbeb35a0
QQQ,20230915,20230915,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230915_20230915_iv.parquet,1272895,58e50b9efab0cd35127971e79de592295935ac1641f74398aa7627246cfa3258
QQQ,20230915,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\09\QQQ_20230915.parquet,12995,fcbe3a10b6c40cb7af8cf53ef5ed9e6b6e718ff8c9283056ce3696933b48a253
QQQ,20230918,20230922,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230922_20230918_greeks.parquet,3091653,466d7d742af32a59bb5bc9ead721ea157b3156ba2dfabe4b042fc35b13659d7e
QQQ,20230918,20230922,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230922_20230918_iv.parquet,1098440,8da3da548a2f9facf3991d525e5b78d3ba8f4600fdda2ad17234e997b9a93055
QQQ,20230918,20230918,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230918_20230918_greeks.parquet,1348115,4e5522f9a79e389c37b818df6d20b73722c861bf0d0faa64c4016aea3330a10d
QQQ,20230918,20230918,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230918_20230918_iv.parquet,734109,642f7ed13eea32789288888ef026d02d08e39d941118e111a17bdf4ce509a7f8
QQQ,20230918,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\09\QQQ_20230918.parquet,11914,232877296524905ad97531a9c6ff3593f4d67a58640a1fe22b1a37fc5b73d05b
QQQ,20230919,20230922,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230922_20230919_greeks.parquet,3029412,2b51151373e073c8a68c0585c0f3748c4c2411f8025cbf1b6ba9cf1eb0dafb5a
QQQ,20230919,20230922,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230922_20230919_iv.parquet,1110667,7e021e3ee5b21cbe733783f787810bacea4895953fe681ddac39f2d4d8d0d465
QQQ,20230919,20230919,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230919_20230919_greeks.parquet,1330035,6e5d00681aebde6512f096636c94a837c1f1cbc3734b6bef49d7a3899b3ae66f
QQQ,20230919,20230919,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230919_20230919_iv.parquet,741448,64f1336180cda026523a8f78dc9014eaead5091d1bf71f6c87b46f1664f9c7ec
QQQ,20230919,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\09\QQQ_20230919.parquet,12922,a8ff1adf68231f7d04334b0de72c0795c0dc8bfb6d7fa591385b5209f8b3f4ec
QQQ,20230920,20230922,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230922_20230920_greeks.parquet,2912508,6f8f938f0759b1ff770ef5de035d1ca80baa2c368f39694ea773bed202f8132a
QQQ,20230920,20230922,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230922_20230920_iv.parquet,1104199,32f6d6faf3d1d4ac7049c1584d44941b4948500c8018a48cb777a15d81446891
QQQ,20230920,20230920,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230920_20230920_greeks.parquet,1493235,52ffbcc1055f0c29d4d3b20327727949b8e9a7ac3016bd2daf03fe0de506bce4
QQQ,20230920,20230920,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230920_20230920_iv.parquet,784303,aad4bab3fed155eb8f97d02b79066e59b5f3ce76797abb69b37663cd3b0a99d7
QQQ,20230920,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\09\QQQ_20230920.parquet,12911,a7f10f344ce139962738d7f8eb87d2f66fde0c36bc9806514189eec621dad8f3
QQQ,20230921,20230922,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230922_20230921_greeks.parquet,2466769,dee2c9a2908243d5bf8a00a87fb5bb8077b50bdaa94b24d97f74739844230437
QQQ,20230921,20230922,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230922_20230921_iv.parquet,1015711,0c8e57369e958b3aac5f70d4bbf428f0bc68e4330db65e49028d4deb4c8247ab
QQQ,20230921,20230921,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230921_20230921_greeks.parquet,1255639,22ec6448e9a6deee0d3cc643b977f23f43b616c6bbcf2865dbb0949ab468e431
QQQ,20230921,20230921,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230921_20230921_iv.parquet,757404,2165c4e787762e58cb49915d36fca0544e4b840478bc0b92131210380af46cb3
QQQ,20230921,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\09\QQQ_20230921.parquet,12603,8feea9c425645b3a3be730137c48c92f7721eb39bde485f13d8748604e623988
QQQ,20230922,20230929,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230929_20230922_greeks.parquet,3911680,748d2fb64070249af1418f4cf185f35078fe8601811bdba1c782a6c0c86d913f
QQQ,20230922,20230929,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230929_20230922_iv.parquet,1583142,11c0ee2f72c010f52dd495204a3e6576bbedb6ebecdcaccf0c11906f2b3a8a88
QQQ,20230922,20230922,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230922_20230922_greeks.parquet,1643077,6c058ff5fb85d5ec2d93e1322f0803f599625bd4e1bd22d3b0a03be8114fd130
QQQ,20230922,20230922,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230922_20230922_iv.parquet,947864,f2c2409bded1efaf0917dae212eb7617b18cdf95bf878e2b7d001d793a14776e
QQQ,20230922,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\09\QQQ_20230922.parquet,13014,24845a2a1246e8284d1c68673ce9e755f9067abb9028dbc1ae39a53e22e69eb9
QQQ,20230925,20230929,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230929_20230925_greeks.parquet,4047298,ddcee3f0830357e31f345a5e5e69505722eebe21767761339cbccab048ec97db
QQQ,20230925,20230929,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230929_20230925_iv.parquet,1579114,83774b62bee853dbd32e726895b4ebce875e2e90f2fe65c2f87a29062df27b5d
QQQ,20230925,20230925,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230925_20230925_greeks.parquet,1460861,911eae4b7240576e4c1f67764828407885e868dd9d54fddf5c40a0e20b4cad36
QQQ,20230925,20230925,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230925_20230925_iv.parquet,805997,543e96376de9fdeec3da3623026fad0366a099262c68da532cf304f7ad227a5b
QQQ,20230925,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\09\QQQ_20230925.parquet,12280,776117d32c5a0e7676803c919cdee7341d073cb60357ec146f53804685d229ea
QQQ,20230926,20230929,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230929_20230926_greeks.parquet,3903962,3e1ecc1ae59fe1fb70fe6a093123d71815b734bf35fea150d045c15ac2490f4f
QQQ,20230926,20230929,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230929_20230926_iv.parquet,1546056,2336c2fccbf064b97c2f582a5634fe69e447cc1bb62e29fc7a0dfb9f2f0544da
QQQ,20230926,20230926,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230926_20230926_greeks.parquet,1431821,a428494ccf44abde0b6a692816a981fe97208357ee8aea1f5a50f6d970e8aee4
QQQ,20230926,20230926,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230926_20230926_iv.parquet,809336,fd646d717718fcdb96bbdf0b11218f354b4580f420d2130224c85e0d42612fb7
QQQ,20230926,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\09\QQQ_20230926.parquet,12766,a1e2261a2a2d665259cbb6676891927013c9492022fb5d33b52ae514c0f13db0
QQQ,20230927,20230929,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230929_20230927_greeks.parquet,3695099,4c52f3dcee2f9007bdc71f7948fb01b7bf0c69383d1aebdac85d05590e750700
QQQ,20230927,20230929,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230929_20230927_iv.parquet,1575984,80fa6795feef81f6d5cf9cc95ddeb1f1152e5b58400f95273fe67c89393a596e
QQQ,20230927,20230927,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230927_20230927_greeks.parquet,1597084,e5d42f6e71d8487dfd0441bc6a35fe9a6b1e8b052f14fe47dc31ed9d8141c3ea
QQQ,20230927,20230927,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230927_20230927_iv.parquet,873671,50c5ac8858a10b9dc7e9292bb124c26919fc857ca6d4983a837d16e97079efc5
QQQ,20230927,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\09\QQQ_20230927.parquet,13572,77cd78fb3069e2139b4bc12df7bdd9576dd975e8b969607c74a4ae8b92eb6305
QQQ,20230928,20230929,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230929_20230928_greeks.parquet,2775147,09065fe97903d12743204736ed908cf2d1c9083d9f3f6070ca988729672ebe70
QQQ,20230928,20230929,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230929_20230928_iv.parquet,1449794,dfc4c1b69b4329d51d8f1c41392ef957115fd3c7e75945212875a64a67f75a8b
QQQ,20230928,20230928,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230928_20230928_greeks.parquet,1444225,2f1e317970c8eeb9a2f0e354279d0169c33e4ed7386d3103a4bf30b24530cdd0
QQQ,20230928,20230928,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230928_20230928_iv.parquet,886402,fb4d407b0e3608f67c5089c88bcfe05561f1709df688f13657150d18acd7ed78
QQQ,20230928,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\09\QQQ_20230928.parquet,13638,0f931fe61bcaaef813a07727f6578f205fbf894656a8676d27cae91b9048d615
QQQ,20230929,20231006,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20231006_20230929_greeks.parquet,3299026,c07b45f0d557524f6f020c51673db7085931072f0ef2c36b71bb1eaa172e4c94
QQQ,20230929,20231006,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20231006_20230929_iv.parquet,1247353,3cc9bcd0f5f1c54dd40a54c716620a6a30aed1fd9ddf4885f02e488cc74cdfdd
QQQ,20230929,20230929,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\09\QQQ_20230929_20230929_greeks.parquet,1948027,0be7baef63b0739234c20a08b7d3442233de0f464e5435c307f3f108caa721c6
QQQ,20230929,20230929,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\09\QQQ_20230929_20230929_iv.parquet,1360294,6f2351073538ddad6c146bfac6b390f900466f14cd373374474465d3b4a4cdb2
QQQ,20230929,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\09\QQQ_20230929.parquet,13652,bfd1517ecadbda76f9d09936a432b8efb4a3f8d56cdcdd6ffb4fd5e882e7fb9a
QQQ,20231002,20231006,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\10\QQQ_20231006_20231002_greeks.parquet,3209665,ddbd1104d38a489c243775fd9200d9dfc3be28ccfd7fccb4520df1c53324b543
QQQ,20231002,20231006,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\10\QQQ_20231006_20231002_iv.parquet,1150188,c45b793066aa456039431686708ac5a6e955724f08758d7b818a997107a91105
QQQ,20231002,20231002,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\10\QQQ_20231002_20231002_greeks.parquet,1440017,3486c1cbf2fdbf9d255b9401d7b2d3d28b55e6ac1f77fd98c323f2e4021c1153
QQQ,20231002,20231002,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\10\QQQ_20231002_20231002_iv.parquet,815230,83fc35bf3ec592e1367acc914f12812c76c8a1d419ccfa6eba4b855255d56240
QQQ,20231002,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\10\QQQ_20231002.parquet,12710,2c76267b621ae34d580383dc15131826a93d53965bca147870c87b42bf4eb905
QQQ,20231003,20231006,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\10\QQQ_20231006_20231003_greeks.parquet,3097941,0f4d0bdeaf3d46d6a855beeeaee08cd0fe250ae1fa0136214dc6d8efc952abb5
QQQ,20231003,20231006,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\10\QQQ_20231006_20231003_iv.parquet,1140379,3e6ee14a8a6ea0b510c15a1e458d6a339231d4f5ce27cf6d305980fd55aa0f2b
QQQ,20231003,20231003,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\10\QQQ_20231003_20231003_greeks.parquet,1450653,409bc541956527beabfe1a96c267988f2932617b6a58bd281988a4aae3c9ae3f
QQQ,20231003,20231003,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\10\QQQ_20231003_20231003_iv.parquet,799664,6b2c1e91317f8c87bb26cd301d6c87f62a1081b4ef5ca866e1f43eed1e823d90
QQQ,20231003,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\10\QQQ_20231003.parquet,13400,eadd484003406c1eeb93163fdb8234ce79cfb780021e6850c3856d99d049a19e
QQQ,20231004,20231006,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\10\QQQ_20231006_20231004_greeks.parquet,2900373,abf987f61179ca5a6ad272b2b68979b75e02c45c760b6f224729685805eec3f9
QQQ,20231004,20231006,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\10\QQQ_20231006_20231004_iv.parquet,1111822,76a6e931084fb065d20895dc53be4634d40733ca55bf0a0dfed0448881f333fa
QQQ,20231004,20231004,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\10\QQQ_20231004_20231004_greeks.parquet,1400447,3e0ed7e7d75b90a18ce44e6e753b53109f696701c56c2fef8487e60c96dfc274
QQQ,20231004,20231004,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\10\QQQ_20231004_20231004_iv.parquet,769321,88f29469d754cab5edaaacf9bdaa84bd135398ba9ce413739bb17181be8120bb
QQQ,20231004,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\10\QQQ_20231004.parquet,13147,146627e2547bf5ceb7956291bb6a705fad4c43b6b09a568e4b0ea3c1fc9afe1c
QQQ,20231005,20231006,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\10\QQQ_20231006_20231005_greeks.parquet,2392354,f34252fd8ad442bc5ae421f492b570094538d286f2ccb4eeac13ce5f96ca5039
QQQ,20231005,20231006,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\10\QQQ_20231006_20231005_iv.parquet,1051074,6164e909e47e2c065f325f6ae62503181b6b847598d2ec91d70a944320041fb7
QQQ,20231005,20231005,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\10\QQQ_20231005_20231005_greeks.parquet,1200932,d2bb6d3b5cb01b33636bf0039000c9aa8c58d10f777eae9d79beef7019d1013c
QQQ,20231005,20231005,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\10\QQQ_20231005_20231005_iv.parquet,785736,1e7b8faaca535276dfe26abc543073e22b789ac47d2c0074cac8eebeeef81c98
QQQ,20231005,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\10\QQQ_20231005.parquet,13268,9e60de79b0aee0d34d9b8bcb2b1ca82decb996e8335b2ad82af991a31be48a54
QQQ,20231006,20231013,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\10\QQQ_20231013_20231006_greeks.parquet,3206857,52394a2bfb05d05e6e14742be70638f9b187740e7fcf4d93010f1af2ceb860b4
QQQ,20231006,20231013,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\10\QQQ_20231013_20231006_iv.parquet,1234711,b44a97208c9e732b4ad472849b1cbd64469d4b2b32e11099df2fd81b5fa7a573
QQQ,20231006,20231006,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\10\QQQ_20231006_20231006_greeks.parquet,1780766,13dc5ae22c2bd0fe8f2c28fc154552ed90b687db32b5f962419b7a339fac5b93
QQQ,20231006,20231006,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\10\QQQ_20231006_20231006_iv.parquet,1003892,e4d70ba5e77f5269b2648d9aaa694682d0fdcbb416c4bfc934bd0cb84ca0f5dd
QQQ,20231006,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\10\QQQ_20231006.parquet,13992,f42dd2ae8a794fb459d1d87ef7490e1445b1368e275693a78b7ca898fed957ef
QQQ,20231009,20231013,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\10\QQQ_20231013_20231009_greeks.parquet,3157381,fc82ef640ea8af23ab00320c629f5240b385e05a7e7cb12fbb742dd8c2a5b833
QQQ,20231009,20231013,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\10\QQQ_20231013_20231009_iv.parquet,1133403,7ca37a55e6e08f922a973b5b01c148ac729d90bbee724c1486ac4cd70d79b272
QQQ,20231009,20231009,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\10\QQQ_20231009_20231009_greeks.parquet,1364687,501b4d674241f224af9adec086ab0a8beebd63a26868ce493e8cce1503a43f44
QQQ,20231009,20231009,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\10\QQQ_20231009_20231009_iv.parquet,767336,05ee812525601e6c4cb26a5ca1961bea38d64e7a40b09d3ca1d071586b75b1f6
QQQ,20231009,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\10\QQQ_20231009.parquet,13218,38c8c6c077bd1e04197d2a776cc502faca979349373ce00c406f7a7f37d80b00
QQQ,20231010,20231013,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\10\QQQ_20231013_20231010_greeks.parquet,3052332,b489dfdf7058359ce2934e2d672287c98b1a1297fde96b0d3b597339e776b64d
QQQ,20231010,20231013,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\10\QQQ_20231013_20231010_iv.parquet,1114033,4435ad4c76409e5e0c5095cef1dfd4eb98fc746f6b3f6da184a093a4072209d3
QQQ,20231010,20231010,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\10\QQQ_20231010_20231010_greeks.parquet,1327462,90d91a7e25acc5f8a87eed0e5beea722d41c1468d672387e0d7448bc287056f5
QQQ,20231010,20231010,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\10\QQQ_20231010_20231010_iv.parquet,771001,eecf2798cab1dccdb4de6749937ac66cfa2100fd91f38fc0bca51d1ab8ab0f6a
QQQ,20231010,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\10\QQQ_20231010.parquet,12607,efa9a9f6c6d520c50f9c6061e8b9fd49d1d3e4a13073a5b27a992e78a6680e04
QQQ,20231011,20231013,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\10\QQQ_20231013_20231011_greeks.parquet,2835819,49d693e8c8cdb3d3e4ff3f89be8cd6bd155ac6d64a9b6e5965b5865a76f559d8
QQQ,20231011,20231013,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\10\QQQ_20231013_20231011_iv.parquet,1073563,81ebcbbe9371b95a9407693af8268b52111f080fe0371d0e13f2ce1f0f1db37a
QQQ,20231011,20231011,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\10\QQQ_20231011_20231011_greeks.parquet,1358080,d68db3b89c6a95ead4ac478f2d9b7974465b7b567acf4a884f956e3aa09c5d65
QQQ,20231011,20231011,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\10\QQQ_20231011_20231011_iv.parquet,772924,c71f5e3c9abb447258b7bca9b6fe647db5f58136532f12b78ae386257f1a560a
QQQ,20231011,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\10\QQQ_20231011.parquet,12592,2aebf8f095f200a12a0d67da9771bd9f29d4f59d2f77e9d46bfd78aa4e6667e1
QQQ,20231012,20231013,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\10\QQQ_20231013_20231012_greeks.parquet,2408072,a552bacd57e445e0bd194cd45d4fe6b399d3723d83305c549881b72278f24a0f
QQQ,20231012,20231013,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\10\QQQ_20231013_20231012_iv.parquet,1063268,c97a9473f3e290f6e0e71ee9daecdc39f8b27f3222a0f4a12dd5e8937060712d
QQQ,20231012,20231012,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\10\QQQ_20231012_20231012_greeks.parquet,1255320,ce4fbf108170dc5c611a0c9db608bf854fefb0c7e73bc4dd82d7bfd4b4828261
QQQ,20231012,20231012,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\10\QQQ_20231012_20231012_iv.parquet,802632,cf4090f8f8b964ca842b1962f35b2fcd58f9a73879dc889289c5220f92bc6a10
QQQ,20231012,,spot,underlying,D:\ThetaData\data_underlying_derived\QQQ\2023\10\QQQ_20231012.parquet,13376,941beaaca7f89677bef4fc923c58ecc5ec33d2a2bc05ac9c13588acc35e2fb02
QQQ,20231013,20231020,back,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\10\QQQ_20231020_20231013_greeks.parquet,3947652,9d254b654bcbf94d3ec1cbb134793a59b7a2ce194938607dbe0b7ae85991119e
QQQ,20231013,20231020,back,iv,D:\ThetaData\data_options\QQQ\iv\2023\10\QQQ_20231020_20231013_iv.parquet,1585552,ed09e86be6e4660231d8c608b5b9244555b8dedc8f486e5c98de4d53e62439fb
QQQ,20231013,20231013,front,greeks,D:\ThetaData\data_options\QQQ\greeks\2023\10\QQQ_20231013_20231013_greeks.parquet,1608856,3e6c97ef23253deec5d1b7cf4caca96740ce8b215c7045a94ccd4f4e67ea66c1
QQQ,20231013,20231013,front,iv,D:\ThetaData\data_options\QQQ\iv\2023\10\QQQ_20231013_20231013_iv.parquet,923152,a90f75e5127ca848ab5945d2f8a4f66992ef290942d98880e0a473013537c060
