feature,importance
ib_range_bps,5877.123680830002
oi_diff,4730.10204410553
dist_ib_high_bps,2816.117985367775
dist_ib_low_bps,2481.365042924881
nearest_level_abs_bps,2371.95190346241
minute,2076.4805516004562
iv_diff,1782.10053896904
ret_30m_bps,1737.102313041687
ret_15m_bps,1409.759292125702
spread_pct_diff,1328.8733421564102
abs_delta_diff,1266.9500356912613
ret_5m_bps,1228.62789362669
volume_diff_chg_5m,1185.2078689336777
vega_diff,1156.1169662475586
volume_diff_chg_15m,1129.6483379602432
volume_diff,1124.5455394983292
iv_diff_chg_15m,1110.5030717849731
ret_1m_bps,1105.904482126236
iv_diff_chg_5m,1047.6941025853157
iv_diff_chg_25m,1038.5466576814651
spread_pct_diff_chg_5m,983.1552765369415
volume_diff_chg_25m,974.4747523069382
spread_pct_diff_chg_25m,927.2209416627884
spread_pct_diff_chg_15m,873.0737116336823
vega_diff_chg_15m,821.3045270442963
vega_diff_chg_5m,784.4025807380676
abs_delta_diff_chg_5m,776.9670414924622
abs_delta_diff_chg_25m,754.4132192134857
vega_diff_chg_25m,751.0519993305206
abs_delta_diff_chg_15m,678.9449779987335
