feature,importance
ib_range_bps,15973.176948070526
oi_diff,8272.019692540169
dist_ib_high_bps,4774.73570394516
dist_ib_low_bps,4057.0456352233887
iv_diff,2871.646518468857
minute,2827.985666155815
nearest_level_abs_bps,1685.2117508649826
ret_30m_bps,1635.1734611988068
volume_diff,1284.7475333213806
spread_pct_diff,1197.9439582824707
ret_15m_bps,1145.3231682777405
volume_diff_chg_25m,1023.8667900562286
iv_diff_chg_15m,1012.2542769908905
abs_delta_diff,993.12928211689
iv_diff_chg_5m,989.4411280155182
volume_diff_chg_5m,963.8291093111038
spread_pct_diff_chg_25m,947.2913897037506
ret_5m_bps,914.5258611440659
iv_diff_chg_25m,898.6333976984024
vega_diff,851.5387605428696
ret_1m_bps,834.8814895153046
spread_pct_diff_chg_15m,758.7950693368912
spread_pct_diff_chg_5m,735.7641489505768
abs_delta_diff_chg_5m,700.5993589162827
volume_diff_chg_15m,682.4491007328033
vega_diff_chg_25m,624.877389550209
vega_diff_chg_5m,562.9649693965912
abs_delta_diff_chg_15m,558.4281312227249
abs_delta_diff_chg_25m,464.2715792655945
vega_diff_chg_15m,447.7992994785309
