arm,ticker,month,rows,mae,rmse,directional_accuracy,mae_to_train_mean_ratio,uncertainty_error_spearman,effective_rank_ratio,max_pc_var_ratio
variational,QQQ,202601,954,0.5799561370087352,0.7113854822165506,0.5618448637316562,1.026379616843966,-0.18043080318597793,0.07229118563209185,0.9767305728370167
variational,QQQ,202602,650,0.5320484200041173,0.6533773872765481,0.5584615384615385,1.001052680861769,-0.1067984612435132,0.08056858858880564,0.9502834446284921
variational,QQQ,202603,912,0.5864412861914267,0.7168384616087747,0.5449561403508771,0.9882912488516332,-0.22122259172035488,0.10499428089834639,0.8091786231892594
variational,QQQ,202604,910,0.7021607386137655,0.8655705130897058,0.5087912087912088,1.2200664455961145,-0.06556641599190861,0.06592111323728726,0.9930055839445211
variational,QQQ,202605,984,0.6322755932513417,0.7989864411811942,0.5508130081300813,1.0944715030410876,-0.11370067172639339,0.0742726540670427,0.9623450515985034
variational,SPXW,202601,1206,0.6527116357859909,0.7645888122169862,0.5,1.0705016835371588,-0.28638752149519964,0.07657052836538755,0.9622013969816908
variational,SPXW,202602,860,0.5850892231625339,0.7361826112348253,0.5697674418604651,0.9766376269593453,-0.034204506231959704,0.07246495836084994,0.974315463621129
variational,SPXW,202603,978,0.6187326961140454,0.7373660055158127,0.5480572597137015,1.0318747283732304,-0.23179002748495867,0.1116995311857039,0.761562766524771
variational,SPXW,202604,1234,0.5696442796086014,0.800196411797258,0.6312803889789304,0.9129547846676104,-0.2993602325004563,0.06647915504112227,0.9920328223932557
variational,SPXW,202605,1220,0.7331688389271395,0.9165463830961915,0.5713114754098361,1.1895872251178967,-0.31343441653155335,0.07020186379639916,0.9783091712143088
variational,SPY,202601,1208,0.5765717674745593,0.7101147007152923,0.543046357615894,0.9848612983497722,-0.0819041203113358,0.07092090137353214,0.9802925473181596
variational,SPY,202602,844,0.5897924899153524,0.6999233601787679,0.5165876777251185,1.0212954045968767,-0.04742148817900359,0.07925909222029814,0.9546036285690985
variational,SPY,202603,1054,0.6036660558300563,0.7448019367651856,0.5256166982922201,1.0145415429513045,-0.2400572511294923,0.09364933940173521,0.8715777461929021
variational,SPY,202604,1090,0.699073825405168,0.883675412035048,0.5339449541284403,1.1897281089798384,-0.20975386237042562,0.06521667823939221,0.9945945120117485
variational,SPY,202605,1210,0.572448981436057,0.7659647645016397,0.5809917355371901,0.9544309336849442,0.0221707910857471,0.08301836487871947,0.9269347942551889
