ticker,month,arm,status,selected,deploy_config,delta_bucket,cooldown_minutes,daily_cap,training_months,selection_months,train_rows,val_rows,test_rows,seed,model_artifact_path,model_artifact_sha256,policy_artifact_path,policy_artifact_sha256,val_score,val_trades,val_win_rate,val_profit_factor,val_pnl_return,val_avg_return,val_max_drawdown,val_call_rate,val_days_with_trades,val_daily_win_rate,val_median_daily_return,val_daily_max_drawdown,val_top5_day_return,val_top5_share_of_pnl,val_min_month_trades,val_positive_month_rate,test_trades,test_win_rate,test_profit_factor,test_pnl_return,test_avg_return,test_max_drawdown,test_call_rate,test_days_with_trades,test_daily_win_rate,test_median_daily_return,test_daily_max_drawdown,test_top5_day_return,test_top5_share_of_pnl,test_min_month_trades,test_positive_month_rate
QQQ,202601,variational,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,35,30,2,"202505,202506,202507,202508,202509","202510,202511,202512",18462,3146,954,20463219,research_papers\JEPA\results\_diagnostics\portfolio_var_jepa_variational_flat_oof_202601_202605_seed20260618_v1\fold_model_artifacts\payoff_head_202601.pt,62A4C659D72AC22B095ED3654952A6BE0651EE6C1689298331641904725FAF0C,research_papers\JEPA\results\_diagnostics\portfolio_var_jepa_variational_flat_oof_202601_202605_seed20260618_v1\fold_policy_artifacts\policy_QQQ_202601.json,D44C2359322621EA42B6AB52F14A819231FCBA22A81F802C9858B069A7AA76AF,-9.999999999999999e+17,107,0.5046728971962616,0.8510700403466087,-5.020220928313897,-0.04691795260106446,-11.943374741894726,0.6728971962616822,58,0.41379310344827586,-0.20240955245774928,-11.33553161781655,9.747462884851819,-1.9416402234165469,31,0.6666666666666666,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
QQQ,202602,variational,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,35,30,2,"202505,202506,202507,202508,202509,202510","202511,202512,202601",22306,2916,650,20463220,research_papers\JEPA\results\_diagnostics\portfolio_var_jepa_variational_flat_oof_202601_202605_seed20260618_v1\fold_model_artifacts\payoff_head_202602.pt,4164EABE867BB0DAE5F2DC78913706519101F02EEB21988358338F1724A1569F,research_papers\JEPA\results\_diagnostics\portfolio_var_jepa_variational_flat_oof_202601_202605_seed20260618_v1\fold_policy_artifacts\policy_QQQ_202602.json,2F240F43A5E5569627A7232BF229271EABF83C187766EED0766E99B4C8B3258A,-9.999999999999999e+17,103,0.3883495145631068,0.6462497651656273,-13.640931793340197,-0.13243623100330287,-15.462446867041072,0.46601941747572817,55,0.34545454545454546,-0.30995383720510983,-15.462446867041074,7.5736722224792405,-0.5552166330878419,31,0.0,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
QQQ,202603,variational,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,35,30,2,"202505,202506,202507,202508,202509,202510,202511","202512,202601,202602",25104,2712,912,20463221,research_papers\JEPA\results\_diagnostics\portfolio_var_jepa_variational_flat_oof_202601_202605_seed20260618_v1\fold_model_artifacts\payoff_head_202603.pt,D2B86B60236F0B4A3AA9074661E7D9E3AC87433E4B8BFD889D34B7D972141CED,research_papers\JEPA\results\_diagnostics\portfolio_var_jepa_variational_flat_oof_202601_202605_seed20260618_v1\fold_policy_artifacts\policy_QQQ_202603.json,E137118726E7EDCB3AA286DAC1FCC6E3F0A32CDEEEBC8F310F2929E5C90D0BE1,-9.999999999999999e+17,97,0.4329896907216495,0.6728877049578718,-10.51314416716591,-0.10838292955841144,-11.431748758691825,0.5051546391752577,56,0.3392857142857143,-0.26275298267969754,-10.79794593942562,7.517056557113938,-0.7150150742335302,28,0.0,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
QQQ,202604,variational,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,35,30,2,"202505,202506,202507,202508,202509,202510,202511,202512","202601,202602,202603",28760,2516,910,20463222,research_papers\JEPA\results\_diagnostics\portfolio_var_jepa_variational_flat_oof_202601_202605_seed20260618_v1\fold_model_artifacts\payoff_head_202604.pt,D1776E623C3CFEE7164A662F6C619AF3A5EBAC1D9CCEB2CEECB939B04180C9AA,research_papers\JEPA\results\_diagnostics\portfolio_var_jepa_variational_flat_oof_202601_202605_seed20260618_v1\fold_policy_artifacts\policy_QQQ_202604.json,0CCEA8296E58E785BE08A5255C2451CE54195847B11397E6681C247B1C74E8E1,-9.999999999999999e+17,103,0.42718446601941745,0.6873715839995519,-10.373066910552822,-0.10070938748109536,-12.748716669338588,0.6990291262135923,57,0.3333333333333333,-0.32700542720485315,-11.747106314971152,7.1303588509222875,-0.6873915797909649,29,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
QQQ,202605,variational,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,35,30,2,"202505,202506,202507,202508,202509,202510,202511,202512,202601","202602,202603,202604",32128,2472,984,20463223,research_papers\JEPA\results\_diagnostics\portfolio_var_jepa_variational_flat_oof_202601_202605_seed20260618_v1\fold_model_artifacts\payoff_head_202605.pt,6DEB6E088D843CD47A97AA3ADC3FB1FCAB5DE6AC31E86525E326C980BBBDBC6F,research_papers\JEPA\results\_diagnostics\portfolio_var_jepa_variational_flat_oof_202601_202605_seed20260618_v1\fold_policy_artifacts\policy_QQQ_202605.json,87C699A03C142AA6DF17884D9FB30EAEA1925635EA9ECFAA5CA448CC843E262E,-9.999999999999999e+17,98,0.4489795918367347,0.9302094216706577,-2.1061086178200217,-0.02149090426346961,-6.825961982641886,0.3163265306122449,55,0.45454545454545453,-0.27419357319652204,-6.071751843949597,9.396487267532008,-4.4615397268817345,28,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
SPXW,202601,variational,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,25,0,4,"202505,202506,202507,202508,202509","202510,202511,202512",18462,3564,1206,20463219,research_papers\JEPA\results\_diagnostics\portfolio_var_jepa_variational_flat_oof_202601_202605_seed20260618_v1\fold_model_artifacts\payoff_head_202601.pt,62A4C659D72AC22B095ED3654952A6BE0651EE6C1689298331641904725FAF0C,research_papers\JEPA\results\_diagnostics\portfolio_var_jepa_variational_flat_oof_202601_202605_seed20260618_v1\fold_policy_artifacts\policy_SPXW_202601.json,6381658984E6F9550879023025186DF5E54A566AF45CF8DBECC486FF69DC6FAD,-9.999999999999999e+17,187,0.37967914438502676,1.1221202161068222,8.572739010728242,0.0458435241215414,-20.026112702313576,0.5187165775401069,63,0.3968253968253968,-0.313663571250802,-18.075934022816643,37.05266099144374,4.32214965894502,53,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
SPXW,202602,variational,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,25,0,4,"202505,202506,202507,202508,202509,202510","202511,202512,202601",22306,3446,860,20463220,research_papers\JEPA\results\_diagnostics\portfolio_var_jepa_variational_flat_oof_202601_202605_seed20260618_v1\fold_model_artifacts\payoff_head_202602.pt,4164EABE867BB0DAE5F2DC78913706519101F02EEB21988358338F1724A1569F,research_papers\JEPA\results\_diagnostics\portfolio_var_jepa_variational_flat_oof_202601_202605_seed20260618_v1\fold_policy_artifacts\policy_SPXW_202602.json,D7974956D0C6FE027CB59A26F1F320CF7A877DF103B5CAAA9876E95E7B57A25B,-9.999999999999999e+17,181,0.39226519337016574,0.8084264237134335,-13.08871722088378,-0.07231335481151259,-20.787451385559216,0.4585635359116022,60,0.4,-0.4310718874092445,-20.313697035898624,15.117321141879572,-1.1549887499868239,52,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
SPXW,202603,variational,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,25,0,4,"202505,202506,202507,202508,202509,202510,202511","202512,202601,202602",25104,3334,978,20463221,research_papers\JEPA\results\_diagnostics\portfolio_var_jepa_variational_flat_oof_202601_202605_seed20260618_v1\fold_model_artifacts\payoff_head_202603.pt,D2B86B60236F0B4A3AA9074661E7D9E3AC87433E4B8BFD889D34B7D972141CED,research_papers\JEPA\results\_diagnostics\portfolio_var_jepa_variational_flat_oof_202601_202605_seed20260618_v1\fold_policy_artifacts\policy_SPXW_202603.json,D05718BC7E8657EE01308F74F0FC92AF123CF75B52388F1FAACE307615750A14,-9.999999999999999e+17,178,0.34269662921348315,0.6172569256123248,-27.045046137256687,-0.1519384614452623,-28.43063941206254,0.3651685393258427,60,0.35,-0.6123356188341483,-27.325349264529,13.611465161151278,-0.5032886648472161,50,0.0,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
SPXW,202604,variational,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,25,0,4,"202505,202506,202507,202508,202509,202510,202511,202512","202601,202602,202603",28760,3044,1234,20463222,research_papers\JEPA\results\_diagnostics\portfolio_var_jepa_variational_flat_oof_202601_202605_seed20260618_v1\fold_model_artifacts\payoff_head_202604.pt,D1776E623C3CFEE7164A662F6C619AF3A5EBAC1D9CCEB2CEECB939B04180C9AA,research_papers\JEPA\results\_diagnostics\portfolio_var_jepa_variational_flat_oof_202601_202605_seed20260618_v1\fold_policy_artifacts\policy_SPXW_202604.json,4FAD6BFA78DB328F9A06E673F58198144AB934423797F053BE16C5C4D3EF1056,-9.999999999999999e+17,177,0.3389830508474576,0.7509810850120003,-16.818175909679812,-0.09501794299254131,-25.540732219577116,0.711864406779661,58,0.3103448275862069,-0.722889584633611,-25.28491829961434,19.37436311929075,-1.1519895631570667,54,0.3333333333333333,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
SPXW,202605,variational,invalid_validation,False,ABSTAIN_NO_VALID_THRESHOLD,25,0,4,"202505,202506,202507,202508,202509,202510,202511,202512,202601","202602,202603,202604",32128,3072,1220,20463223,research_papers\JEPA\results\_diagnostics\portfolio_var_jepa_variational_flat_oof_202601_202605_seed20260618_v1\fold_model_artifacts\payoff_head_202605.pt,6DEB6E088D843CD47A97AA3ADC3FB1FCAB5DE6AC31E86525E326C980BBBDBC6F,research_papers\JEPA\results\_diagnostics\portfolio_var_jepa_variational_flat_oof_202601_202605_seed20260618_v1\fold_policy_artifacts\policy_SPXW_202605.json,A4EDB7799805273C17245DAE65099D5AC325DE53F9AFABC6D4C7D798CC8C9D52,-9.999999999999999e+17,169,0.3431952662721893,0.6800967552610004,-21.03315771309645,-0.12445655451536361,-25.933527126312313,0.44970414201183434,58,0.3103448275862069,-0.3989942932092339,-25.313527121543956,13.154210648184836,-0.6254035094309339,51,0.0,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
