ticker,year,feature,rows,finite,distinct_values,modal_frequency,minimum,maximum,pass
QQQ,2023,tpo_poc_concentration,8047,True,5517,0.003728097427612775,0.023026315789473683,0.2119700748129676,True
QQQ,2023,tpo_single_print_fraction,8047,True,156,0.22617124394184168,0.0,0.38095238095238093,True
QQQ,2023,tpo_upper_tail_fraction,8047,True,6634,0.03280725736299242,0.0,0.3,True
QQQ,2023,tpo_lower_tail_fraction,8047,True,6543,0.05877966944202809,0.0,0.3,True
QQQ,2023,tpo_profile_skew_ib,8047,True,8047,0.00012426991425375916,-1.0073717948717904,1.379375000000054,True
QQQ,2023,tpo_developing_range_ib,8047,True,1755,0.10326829874487387,1.0,5.486486486486422,True
QQQ,2023,tpo_last3_inside_value_fraction,8047,True,4,0.5016776438424257,0.0,1.0,True
QQQ,2023,tpo_last3_above_value_fraction,8047,True,4,0.7057288430470983,0.0,1.0,True
QQQ,2023,tpo_last3_below_value_fraction,8047,True,4,0.7959488007953275,0.0,1.0,True
QQQ,2023,tpo_session_inside_value_fraction,8047,True,1065,0.024978252765005593,0.5804878048780487,0.8666666666666667,True
QQQ,2023,tpo_poc_cross_rate,8047,True,1132,0.007829004597986827,0.011235955056179775,0.3389830508474576,True
QQQ,2023,tpo_vah_cross_rate,8047,True,781,0.10426245805890394,0.0,0.2033898305084746,True
QQQ,2023,tpo_val_cross_rate,8047,True,840,0.08301230272151112,0.0,0.2033898305084746,True
QQQ,2023,tpo_ib_position,8047,True,7087,0.0034795575991052566,-2.0675675675675054,2.4399999999999635,True
QQQ,2023,tpo_dist_ib_high_bps,8047,True,7201,0.002112588542313906,-294.9695121951223,159.17289597976767,True
QQQ,2023,tpo_dist_ib_low_bps,8047,True,7183,0.0034795575991052566,-119.88045914555559,316.8581948008473,True
QQQ,2023,tpo_directional_efficiency_15m,8047,True,6809,0.01043867279731577,0.0,0.9655172413792765,True
QQQ,2023,tpo_directional_efficiency_30m,8047,True,7654,0.005840685969926681,0.0,0.799999999999973,True
QQQ,2024,tpo_poc_dist_bps,8436,True,7964,0.00035561877667140827,-184.26042342634668,144.6052546500863,True
QQQ,2024,tpo_vah_dist_bps,8436,True,8151,0.00035561877667140827,-233.44576602165895,104.73501468961062,True
QQQ,2024,tpo_val_dist_bps,8436,True,8162,0.00035561877667140827,-89.60255500354907,276.4361123308063,True
QQQ,2024,tpo_value_width_ib,8436,True,1827,0.046467520151730675,0.19999999999999213,2.2499999999999742,True
QQQ,2024,tpo_value_location,8436,True,8277,0.00035561877667140827,-1.9702970297030158,3.570041608876559,True
QQQ,2024,tpo_poc_migration_5m_ib,8436,True,569,0.9138217164532954,-1.5499999999999952,1.65000000000001,True
QQQ,2024,tpo_poc_migration_15m_ib,8436,True,739,0.7923186344238976,-1.6999999999999926,1.8,True
QQQ,2024,tpo_poc_migration_30m_ib,8436,True,886,0.647226173541963,-1.9500000000000046,1.8,True
QQQ,2024,tpo_vah_migration_5m_ib,8436,True,794,0.7475106685633002,-0.8000000000000044,0.7000000000000158,True
QQQ,2024,tpo_vah_migration_15m_ib,8436,True,1235,0.4830488383119962,-0.8000000000000044,0.7999999999999944,True
QQQ,2024,tpo_vah_migration_30m_ib,8436,True,1643,0.29954954954954954,-0.8000000000000044,1.0499999999999945,True
QQQ,2024,tpo_val_migration_5m_ib,8436,True,862,0.7274774774774775,-0.9000000000000131,0.6500000000000112,True
QQQ,2024,tpo_val_migration_15m_ib,8436,True,1322,0.4445234708392603,-1.2000000000000175,0.7000000000000056,True
QQQ,2024,tpo_val_migration_30m_ib,8436,True,1751,0.27702702702702703,-1.2000000000000175,0.75,True
QQQ,2024,tpo_value_overlap_5m,8436,True,2498,0.5694642010431484,0.2413793103448283,1.0,True
QQQ,2024,tpo_value_overlap_15m,8436,True,3526,0.21858700806069228,0.2222222222222269,1.0,True
QQQ,2024,tpo_value_overlap_30m,8436,True,4182,0.08250355618776671,0.09999999999999606,1.0,True
QQQ,2024,tpo_entropy,8436,True,8436,0.00011853959222380275,0.7133475555133133,0.9817917791756,True
QQQ,2024,tpo_poc_concentration,8436,True,5954,0.003793266951161688,0.032989690721649485,0.2703488372093023,True
QQQ,2024,tpo_single_print_fraction,8436,True,165,0.2598387861545756,0.0,0.3333333333333333,True
QQQ,2024,tpo_upper_tail_fraction,8436,True,6887,0.04220009483167378,0.0,0.3,True
QQQ,2024,tpo_lower_tail_fraction,8436,True,6848,0.04812707444286392,0.0,0.3,True
QQQ,2024,tpo_profile_skew_ib,8436,True,8436,0.00011853959222380275,-1.2360814742968165,1.0628230616302106,True
QQQ,2024,tpo_developing_range_ib,8436,True,1657,0.15445708866761498,1.0,3.707920792079246,True
QQQ,2024,tpo_last3_inside_value_fraction,8436,True,4,0.5290422000948317,0.0,1.0,True
QQQ,2024,tpo_last3_above_value_fraction,8436,True,4,0.7291370317686107,0.0,1.0,True
QQQ,2024,tpo_last3_below_value_fraction,8436,True,4,0.7997866287339972,0.0,1.0,True
QQQ,2024,tpo_session_inside_value_fraction,8436,True,1023,0.026552868658131817,0.6,0.8823529411764706,True
QQQ,2024,tpo_poc_cross_rate,8436,True,1205,0.006401137980085348,0.004784688995215311,0.3389830508474576,True
QQQ,2024,tpo_vah_cross_rate,8436,True,832,0.11533902323376008,0.0,0.21621621621621623,True
QQQ,2024,tpo_val_cross_rate,8436,True,829,0.07681365576102418,0.0,0.1919191919191919,True
QQQ,2024,tpo_ib_position,8436,True,7536,0.0024893314366998577,-1.5639534883720339,2.492227979274604,True
QQQ,2024,tpo_dist_ib_high_bps,8436,True,7638,0.0024893314366998577,-284.3379942463371,147.25798760133577,True
QQQ,2024,tpo_dist_ib_low_bps,8436,True,7644,0.0015410146989094358,-138.28960994131916,422.23579166384,True
QQQ,2024,tpo_directional_efficiency_15m,8436,True,7532,0.007112375533428165,0.0,1.0,True
QQQ,2024,tpo_directional_efficiency_30m,8436,True,8154,0.005334281650071123,0.0,0.8227848101265978,True
QQQ,2025,tpo_poc_dist_bps,8205,True,7801,0.00036563071297989033,-247.67256906271237,280.67244319491215,True
QQQ,2025,tpo_vah_dist_bps,8205,True,7932,0.0006093845216331506,-333.95768060663835,253.9982486057978,True
QQQ,2025,tpo_val_dist_bps,8205,True,7958,0.0006093845216331506,-162.08055215002523,382.03438263354457,True
QQQ,2025,tpo_value_width_ib,8205,True,1806,0.041560024375380866,0.20000000000000603,2.3000000000000127,True
QQQ,2025,tpo_value_location,8205,True,8048,0.0006093845216331506,-2.816666666666884,2.9838012958963125,True
QQQ,2025,tpo_poc_migration_5m_ib,8205,True,542,0.9183424741011579,-1.3500000000000179,1.4499999999999935,True
QQQ,2025,tpo_poc_migration_15m_ib,8205,True,692,0.7930530164533821,-1.3500000000000179,1.4499999999999935,True
QQQ,2025,tpo_poc_migration_30m_ib,8205,True,867,0.6341255332114565,-1.3500000000000179,1.4499999999999935,True
QQQ,2025,tpo_vah_migration_5m_ib,8205,True,724,0.7695307739183425,-0.6500000000000044,0.9500000000000024,True
QQQ,2025,tpo_vah_migration_15m_ib,8205,True,1153,0.5014015843997562,-0.6999999999999751,1.0999999999999952,True
QQQ,2025,tpo_vah_migration_30m_ib,8205,True,1565,0.3096892138939671,-0.8,1.25,True
QQQ,2025,tpo_val_migration_5m_ib,8205,True,816,0.7380865326020719,-0.7000000000000249,0.8000000000000046,True
QQQ,2025,tpo_val_migration_15m_ib,8205,True,1284,0.4517976843388178,-0.7000000000000249,0.8500000000000005,True
QQQ,2025,tpo_val_migration_30m_ib,8205,True,1732,0.2730042656916514,-0.9500000000000042,0.8500000000000005,True
QQQ,2025,tpo_value_overlap_5m,8205,True,2331,0.594393662400975,0.2692307692307614,1.0,True
QQQ,2025,tpo_value_overlap_15m,8205,True,3327,0.2383912248628885,0.20833333333333334,1.0,True
QQQ,2025,tpo_value_overlap_30m,8205,True,3933,0.0801950030469226,0.04761904761904862,1.0,True
QQQ,2025,tpo_entropy,8205,True,8205,0.0001218769043266301,0.7426858252775744,0.9794658551989515,True
QQQ,2025,tpo_poc_concentration,8205,True,5854,0.0031687995124923827,0.02938706968933669,0.29856115107913667,True
QQQ,2025,tpo_single_print_fraction,8205,True,167,0.262279098110908,0.0,0.4827586206896552,True
QQQ,2025,tpo_upper_tail_fraction,8205,True,6638,0.03570993296770262,0.0,0.3,True
QQQ,2025,tpo_lower_tail_fraction,8205,True,6775,0.026569165143205363,0.0,0.29978586723768735,True
QQQ,2025,tpo_profile_skew_ib,8205,True,8204,0.0002437538086532602,-1.0242681047765854,0.8945147679324887,True
QQQ,2025,tpo_developing_range_ib,8205,True,1604,0.13577087141986593,1.0,4.030303030303046,True
QQQ,2025,tpo_last3_inside_value_fraction,8205,True,4,0.5372333942717855,0.0,1.0,True
QQQ,2025,tpo_last3_above_value_fraction,8205,True,4,0.7335770871419866,0.0,1.0,True
QQQ,2025,tpo_last3_below_value_fraction,8205,True,4,0.8034125533211457,0.0,1.0,True
QQQ,2025,tpo_session_inside_value_fraction,8205,True,1075,0.03619744058500914,0.575,0.8723404255319149,True
QQQ,2025,tpo_poc_cross_rate,8205,True,1145,0.006459475929311395,0.014492753623188406,0.4067796610169492,True
QQQ,2025,tpo_vah_cross_rate,8205,True,766,0.12273004265691652,0.0,0.1864406779661017,True
QQQ,2025,tpo_val_cross_rate,8205,True,829,0.05362583790371724,0.0,0.2033898305084746,True
QQQ,2025,tpo_ib_position,8205,True,7450,0.0014625228519195613,-1.777777777777731,2.363636363636319,True
QQQ,2025,tpo_dist_ib_high_bps,8205,True,7507,0.0014625228519195613,-342.142305771239,211.31953726321646,True
QQQ,2025,tpo_dist_ib_low_bps,8205,True,7506,0.0014625228519195613,-178.44980247922658,424.7130939761259,True
QQQ,2025,tpo_directional_efficiency_15m,8205,True,7548,0.005362583790371724,0.0,0.9555555555555251,True
QQQ,2025,tpo_directional_efficiency_30m,8205,True,7998,0.0043875685557586835,0.0,0.7891737891737349,True
SPXW,2022,tpo_poc_dist_bps,7037,True,7011,0.0002842120221685377,-203.34849704222407,205.54831695658055,True
SPXW,2022,tpo_vah_dist_bps,7037,True,7019,0.0002842120221685377,-241.07305193910838,160.36770238569594,True
SPXW,2022,tpo_val_dist_bps,7037,True,7019,0.0002842120221685377,-117.89102139863212,332.8755034745276,True
SPXW,2022,tpo_value_width_ib,7037,True,1709,0.042205485292027854,0.19999999999999843,2.0999999999999934,True
SPXW,2022,tpo_value_location,7037,True,7026,0.0002842120221685377,-1.7476635514018561,4.707239819004436,True
SPXW,2022,tpo_poc_migration_5m_ib,7037,True,421,0.9236890720477476,-1.6000000000000065,1.650000000000004,True
SPXW,2022,tpo_poc_migration_15m_ib,7037,True,578,0.8132727014352708,-1.6000000000000065,1.650000000000004,True
SPXW,2022,tpo_poc_migration_30m_ib,7037,True,712,0.6740088105726872,-1.6000000000000065,1.650000000000004,True
SPXW,2022,tpo_vah_migration_5m_ib,7037,True,750,0.7429302259485576,-0.7500000000000339,0.7499999999999813,True
SPXW,2022,tpo_vah_migration_15m_ib,7037,True,1175,0.47392354696603667,-0.7500000000000339,0.9000000000000141,True
SPXW,2022,tpo_vah_migration_30m_ib,7037,True,1578,0.3014068495097343,-0.800000000000009,1.049999999999989,True
SPXW,2022,tpo_val_migration_5m_ib,7037,True,809,0.7233195964189285,-0.7000000000000011,0.849999999999959,True
SPXW,2022,tpo_val_migration_15m_ib,7037,True,1257,0.44564445076026715,-0.8999999999999851,0.849999999999959,True
SPXW,2022,tpo_val_migration_30m_ib,7037,True,1676,0.2688645729714367,-1.05,0.899999999999948,True
SPXW,2022,tpo_value_overlap_5m,7037,True,2254,0.5581924115390081,0.2999999999999979,1.0,True
SPXW,2022,tpo_value_overlap_15m,7037,True,3157,0.20648003410544266,0.22727272727271475,1.0,True
SPXW,2022,tpo_value_overlap_30m,7037,True,3646,0.0757425039079153,0.1,1.0,True
SPXW,2022,tpo_entropy,7037,True,7037,0.00014210601108426886,0.7279864935924203,0.9855766183874148,True
SPXW,2022,tpo_poc_concentration,7037,True,4928,0.0036947562881909906,0.03409090909090909,0.24944320712694878,True
SPXW,2022,tpo_single_print_fraction,7037,True,197,0.21486428875941452,0.0,0.47619047619047616,True
SPXW,2022,tpo_upper_tail_fraction,7037,True,5671,0.04234759130311212,0.0,0.3,True
SPXW,2022,tpo_lower_tail_fraction,7037,True,5530,0.08711098479465681,0.0,0.3,True
SPXW,2022,tpo_profile_skew_ib,7037,True,7037,0.00014210601108426886,-1.1803125000000216,0.9115062761506247,True
SPXW,2022,tpo_developing_range_ib,7037,True,1573,0.11070058263464544,1.0,3.5359813084112033,True
SPXW,2022,tpo_last3_inside_value_fraction,7037,True,4,0.49580787267301407,0.0,1.0,True
SPXW,2022,tpo_last3_above_value_fraction,7037,True,4,0.7528776467244565,0.0,1.0,True
SPXW,2022,tpo_last3_below_value_fraction,7037,True,4,0.7427881199374734,0.0,1.0,True
SPXW,2022,tpo_session_inside_value_fraction,7037,True,1007,0.020747477618303253,0.5789473684210527,0.8571428571428571,True
SPXW,2022,tpo_poc_cross_rate,7037,True,1044,0.006821088532044906,0.014354066985645933,0.3220338983050847,True
SPXW,2022,tpo_vah_cross_rate,7037,True,731,0.11624271706693193,0.0,0.171875,True
SPXW,2022,tpo_val_cross_rate,7037,True,765,0.10629529629103311,0.0,0.17391304347826086,True
SPXW,2022,tpo_ib_position,7037,True,6981,0.0008526360665056132,-1.3306420607458782,2.659574468085051,True
SPXW,2022,tpo_dist_ib_high_bps,7037,True,6989,0.0004263180332528066,-334.8237901407124,176.79701677510818,True
SPXW,2022,tpo_dist_ib_low_bps,7037,True,6986,0.0008526360665056132,-140.58587881822757,341.0901606692343,True
SPXW,2022,tpo_directional_efficiency_15m,7037,True,7024,0.0008526360665056132,0.0,0.9640933572712833,True
SPXW,2022,tpo_directional_efficiency_30m,7037,True,7035,0.0004263180332528066,0.0,0.760172989974407,True
SPXW,2023,tpo_poc_dist_bps,9156,True,9099,0.00021843599825251202,-139.29799622888467,124.2046135601435,True
SPXW,2023,tpo_vah_dist_bps,9156,True,9122,0.00021843599825251202,-166.35110602058592,78.56659387252141,True
SPXW,2023,tpo_val_dist_bps,9156,True,9132,0.00021843599825251202,-90.86588282960591,150.36582310845034,True
SPXW,2023,tpo_value_width_ib,9156,True,2260,0.03211009174311927,0.2499999999999634,3.8999999999999835,True
SPXW,2023,tpo_value_location,9156,True,9141,0.00021843599825251202,-2.2035426731083785,3.093984962406191,True
SPXW,2023,tpo_poc_migration_5m_ib,9156,True,680,0.9116426387068589,-2.3500000000000276,1.599999999999976,True
SPXW,2023,tpo_poc_migration_15m_ib,9156,True,825,0.7903014416775884,-2.3500000000000276,1.599999999999976,True
SPXW,2023,tpo_poc_migration_30m_ib,9156,True,969,0.6432940148536479,-2.3500000000000276,1.599999999999976,True
SPXW,2023,tpo_vah_migration_5m_ib,9156,True,1051,0.7235692442114461,-1.400000000000024,1.1500000000000539,True
SPXW,2023,tpo_vah_migration_15m_ib,9156,True,1637,0.44626474442988207,-1.400000000000024,1.24999999999997,True
SPXW,2023,tpo_vah_migration_30m_ib,9156,True,2140,0.2700961118392311,-1.450000000000042,1.400000000000024,True
SPXW,2023,tpo_val_migration_5m_ib,9156,True,1083,0.7167977282656182,-1.299999999999945,0.8,True
SPXW,2023,tpo_val_migration_15m_ib,9156,True,1711,0.4333770205329838,-1.299999999999945,0.8,True
SPXW,2023,tpo_val_migration_30m_ib,9156,True,2232,0.26802096985583224,-1.5500000000000902,0.8500000000000127,True
SPXW,2023,tpo_value_overlap_5m,9156,True,3147,0.5448885976408913,0.2666666666666622,1.0,True
SPXW,2023,tpo_value_overlap_15m,9156,True,4356,0.1926605504587156,0.21052631578945818,1.0,True
SPXW,2023,tpo_value_overlap_30m,9156,True,5107,0.06345565749235474,0.09999999999999357,1.0,True
SPXW,2023,tpo_entropy,9156,True,9156,0.00010921799912625601,0.7476979979903581,0.9842209803624591,True
SPXW,2023,tpo_poc_concentration,9156,True,5739,0.003713411970292704,0.021122112211221122,0.23877917414721722,True
SPXW,2023,tpo_single_print_fraction,9156,True,204,0.2254259501965924,0.0,0.4782608695652174,True
SPXW,2023,tpo_upper_tail_fraction,9156,True,7185,0.0345128877238969,0.0,0.3,True
SPXW,2023,tpo_lower_tail_fraction,9156,True,7096,0.056465705548274354,0.0,0.3,True
SPXW,2023,tpo_profile_skew_ib,9156,True,9155,0.00021843599825251202,-1.5164035087719636,1.4931683168317467,True
SPXW,2023,tpo_developing_range_ib,9156,True,1860,0.13117081695063346,1.0,6.577617328519991,True
SPXW,2023,tpo_last3_inside_value_fraction,9156,True,4,0.5274137177806902,0.0,1.0,True
SPXW,2023,tpo_last3_above_value_fraction,9156,True,4,0.7371122761031018,0.0,1.0,True
SPXW,2023,tpo_last3_below_value_fraction,9156,True,4,0.7903014416775884,0.0,1.0,True
SPXW,2023,tpo_session_inside_value_fraction,9156,True,965,0.022935779816513763,0.5904761904761905,0.9176470588235294,True
SPXW,2023,tpo_poc_cross_rate,9156,True,1115,0.007754477937964177,0.013513513513513514,0.3220338983050847,True
SPXW,2023,tpo_vah_cross_rate,9156,True,747,0.11052861511577108,0.0,0.2542372881355932,True
SPXW,2023,tpo_val_cross_rate,9156,True,802,0.10550458715596331,0.0,0.17857142857142858,True
SPXW,2023,tpo_ib_position,9156,True,9046,0.0007645259938837921,-2.682310469314202,3.01710526315803,True
SPXW,2023,tpo_dist_ib_high_bps,9156,True,9054,0.0007645259938837921,-216.74420074917472,80.56515474171496,True
SPXW,2023,tpo_dist_ib_low_bps,9156,True,9054,0.0007645259938837921,-74.36428182179002,229.4834698023765,True
SPXW,2023,tpo_directional_efficiency_15m,9156,True,9124,0.000655307994757536,0.0,0.9470046082948292,True
SPXW,2023,tpo_directional_efficiency_30m,9156,True,9139,0.00043687199650502403,0.0,0.7761440911597222,True
SPXW,2024,tpo_poc_dist_bps,9367,True,9312,0.0010675776662752215,-143.63796322830103,126.7059500184731,True
SPXW,2024,tpo_vah_dist_bps,9367,True,9324,0.0010675776662752215,-178.14851607409742,67.4160971366353,True
SPXW,2024,tpo_val_dist_bps,9367,True,9326,0.0010675776662752215,-68.97704310305306,197.52002305437964,True
SPXW,2024,tpo_value_width_ib,9367,True,2320,0.04024767801857585,0.2500000000000245,5.550000000000187,True
SPXW,2024,tpo_value_location,9367,True,9339,0.0010675776662752215,-3.1755123489231627,2.894279176200681,True
SPXW,2024,tpo_poc_migration_5m_ib,9367,True,699,0.9073342585673108,-1.8999999999999568,1.7999999999999712,True
SPXW,2024,tpo_poc_migration_15m_ib,9367,True,849,0.7831749759795025,-1.8999999999999568,1.7999999999999712,True
SPXW,2024,tpo_poc_migration_30m_ib,9367,True,990,0.6333938294010889,-2.6,1.7999999999999712,True
SPXW,2024,tpo_vah_migration_5m_ib,9367,True,1034,0.7379096829294332,-0.8999999999999835,0.9000000000000096,True
SPXW,2024,tpo_vah_migration_15m_ib,9367,True,1590,0.4631151916301911,-0.9000000000000431,0.9500000000000208,True
SPXW,2024,tpo_vah_migration_30m_ib,9367,True,2092,0.2895270630938401,-1.0500000000000216,1.7500000000001041,True
SPXW,2024,tpo_val_migration_5m_ib,9367,True,1073,0.7197608626027544,-1.3000000000000833,0.7000000000000257,True
SPXW,2024,tpo_val_migration_15m_ib,9367,True,1679,0.438560905305861,-1.3000000000000833,0.75,True
SPXW,2024,tpo_val_migration_30m_ib,9367,True,2194,0.2597416462047614,-1.3000000000000833,0.75,True
SPXW,2024,tpo_value_overlap_5m,9367,True,3119,0.5558876908295078,0.27999999999999553,1.0,True
SPXW,2024,tpo_value_overlap_15m,9367,True,4246,0.2018789366926444,0.2000000000000076,1.0,True
SPXW,2024,tpo_value_overlap_30m,9367,True,4925,0.07024661044090957,0.09999999999998446,1.0,True
SPXW,2024,tpo_entropy,9367,True,9367,0.00010675776662752215,0.7730238438720001,0.9879189695647138,True
SPXW,2024,tpo_poc_concentration,9367,True,6123,0.004163552898473364,0.0179472798653954,0.24620060790273557,True
SPXW,2024,tpo_single_print_fraction,9367,True,207,0.22205615458524608,0.0,0.38095238095238093,True
SPXW,2024,tpo_upper_tail_fraction,9367,True,7377,0.0298921746557062,0.0,0.3,True
SPXW,2024,tpo_lower_tail_fraction,9367,True,7284,0.06768442404184905,0.0,0.3,True
SPXW,2024,tpo_profile_skew_ib,9367,True,9364,0.0004270310665100886,-1.5060728744939145,2.4248473282441507,True
SPXW,2024,tpo_developing_range_ib,9367,True,1802,0.16536778050603182,1.0,7.221967963385497,True
SPXW,2024,tpo_last3_inside_value_fraction,9367,True,4,0.5286644603394897,0.0,1.0,True
SPXW,2024,tpo_last3_above_value_fraction,9367,True,4,0.7391907761289633,0.0,1.0,True
SPXW,2024,tpo_last3_below_value_fraction,9367,True,4,0.7894736842105263,0.0,1.0,True
SPXW,2024,tpo_session_inside_value_fraction,9367,True,925,0.023059677591544786,0.6,0.8666666666666667,True
SPXW,2024,tpo_poc_cross_rate,9367,True,1160,0.0064054659976513295,0.006944444444444444,0.3728813559322034,True
SPXW,2024,tpo_vah_cross_rate,9367,True,760,0.11092131952599552,0.0,0.21739130434782608,True
SPXW,2024,tpo_val_cross_rate,9367,True,768,0.09309277249919931,0.0,0.1875,True
SPXW,2024,tpo_ib_position,9367,True,9261,0.0016013664994128324,-2.0426136363635314,4.302059496566759,True
SPXW,2024,tpo_dist_ib_high_bps,9367,True,9265,0.0016013664994128324,-215.2568394961245,119.20962660052307,True
SPXW,2024,tpo_dist_ib_low_bps,9367,True,9266,0.0016013664994128324,-109.84297934189406,250.40280036718553,True
SPXW,2024,tpo_directional_efficiency_15m,9367,True,9329,0.0014946087327853102,0.0,1.0,True
SPXW,2024,tpo_directional_efficiency_30m,9367,True,9341,0.0017081242660403543,0.0,1.0,True
