ticker,trade_date,path,sha256,bytes,source_rows,consumed_rows,first_consumed_timestamp,last_consumed_timestamp,checkpoint_path,checkpoint_sha256,checkpoint_manifest_path,checkpoint_manifest_sha256,checkpoint_reused
QQQ,20220204,D:\ThetaData\data_underlying_derived\QQQ\2022\02\QQQ_20220204.parquet,bd87022068b0b906f50e4ea4fd00619726ac0667e57faf8eace96d61c6bb0bab,14298,391,300,2022-02-04T09:30:00,2022-02-04T14:29:00,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220204.parquet,8b542a46dfae907a489cff4a6e607e54e0effdbaa7b45cd75dbbca98696398d4,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220204.json,b8cdaad68f2957a14da9fb744cd3ec3df47ec21e537717cb7c53a15caba49af4,False
QQQ,20220207,D:\ThetaData\data_underlying_derived\QQQ\2022\02\QQQ_20220207.parquet,d0efa1eeb633946030481fcc2611453f63271ccd744322024c64c71d35bcbd94,13777,391,295,2022-02-07T09:30:00,2022-02-07T14:24:00,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220207.parquet,c29232e2a3a3dd2dc2b3f1a274725b6248b766bb1df95fc80fd663abca15ed3b,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220207.json,0ea50edc9d987b6b557d1a44e97944490d6e43501964e850fdfbfd58098aa4de,False
QQQ,20220209,D:\ThetaData\data_underlying_derived\QQQ\2022\02\QQQ_20220209.parquet,3767cb227c45914442f756c380c6de9c8f9c014fd2ba72adfb8036c5b664b467,13014,391,280,2022-02-09T09:30:00,2022-02-09T14:09:00,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220209.parquet,eac5c637ccfea161d21e21a5d9bb0d54308d19aada0f93b52ea52a88219a1d4f,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220209.json,cde2daa1e1377ee1aaf024a49216907c34d68d1c4110ed7fd52f934e56dfdc12,False
QQQ,20220211,D:\ThetaData\data_underlying_derived\QQQ\2022\02\QQQ_20220211.parquet,720e7d990f7b0db16c0bf7d68d6de1305553aaa821e8163950a03af5f3ba062b,14722,391,245,2022-02-11T09:30:00,2022-02-11T13:34:00,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220211.parquet,0ce569901c3bf40e4b657921f0cbae2408890738e3cb28c17f7314a6e0c79c4c,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220211.json,22259ca3b0d8c1d1ce440768ac0ba81f8357b9f4b580b52bff94515a08183669,False
QQQ,20220214,D:\ThetaData\data_underlying_derived\QQQ\2022\02\QQQ_20220214.parquet,85ce34591e6a82cb259459521102bb2d53cf94ad5c985e72633a8ddba32b0adc,13842,391,300,2022-02-14T09:30:00,2022-02-14T14:29:00,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220214.parquet,1bb5273d7fa874a21a00a4e9aa28181295501b9b0d71abfc2eececba9b63aa82,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220214.json,0ac0b0d2b5ec79175b31d5682204db484d6201dc67c7ff457ea4f3f4dbec81f5,False
QQQ,20220216,D:\ThetaData\data_underlying_derived\QQQ\2022\02\QQQ_20220216.parquet,457188399eb57456fba82cfb7f72fb75c186dcdb4b11d0058f7396fa2d819da5,13101,391,300,2022-02-16T09:30:00,2022-02-16T14:29:00,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220216.parquet,cc8c692e762dd780712d69e40785f04c425d0d62dca87e4ea7690bde49a7320f,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220216.json,53286257ad91780d43a8feac4ff502c3bc908077c99a5826ef19f1b736a257c4,False
QQQ,20220218,D:\ThetaData\data_underlying_derived\QQQ\2022\02\QQQ_20220218.parquet,25f617a2938e3d0468f8badef9ca6185cae0b53c1febb6c445c5ae712d020f21,14148,391,265,2022-02-18T09:30:00,2022-02-18T13:54:00,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220218.parquet,2967e42f320914a564adc94fa033a1e844486715dfbc1e5c742c46c8ad6ea34d,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220218.json,c2ae6cba53b65d3e444e9b8d78803caa66e0f85021b3cea712d8eebce693a03a,False
QQQ,20220222,D:\ThetaData\data_underlying_derived\QQQ\2022\02\QQQ_20220222.parquet,ca42ef02abb4bd0fcd0d3176cb21d61fac77a154e6f37c94e5f54de12ce54418,14559,391,300,2022-02-22T09:30:00,2022-02-22T14:29:00,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220222.parquet,5b03aac78d763252df92ead8f6efe896a501c35291de3029f9162021a1ad010d,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220222.json,ed504254d0c74fd18a98dbf71a922f4447ce14ea50cf857f91eb39a11cd20a37,False
QQQ,20220223,D:\ThetaData\data_underlying_derived\QQQ\2022\02\QQQ_20220223.parquet,b2a58022cbdb6f63bc25ff36b156f4ee16af4a70501ce8a9c0c023ae259cd3df,14647,391,295,2022-02-23T09:30:00,2022-02-23T14:24:00,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220223.parquet,91d8e2970347e96b402e3d73802388d05dcacab378e9ac43231e32779857701e,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220223.json,2c1d8e837f46c6fa61d1cd5c8157ab7569ea3f479ab404d22bcb0c7145fb7bdb,False
QQQ,20220225,D:\ThetaData\data_underlying_derived\QQQ\2022\02\QQQ_20220225.parquet,be15eb0de07f27b65980a128835ced907165f105411ad4e8821f3c7c103d41fc,13637,391,295,2022-02-25T09:30:00,2022-02-25T14:24:00,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220225.parquet,b392cbe43902ee6f6f934d1dceb2647e8c04b097818b866d67d0373e4357f58d,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220225.json,f0ad6414398add56f9633017b3831faa7c5059b2e2cd6cdad5ce8bd3000ae39d,False
QQQ,20220228,D:\ThetaData\data_underlying_derived\QQQ\2022\02\QQQ_20220228.parquet,2e7e3fe72e963f67220770958f4252f909efda2b70e49a44c0f183bf7a276caa,14090,391,300,2022-02-28T09:30:00,2022-02-28T14:29:00,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220228.parquet,92aab8f88e929f619ff8e4c7aa3d77c2d62e3012c6e617fcb04876e33d873e68,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220228.json,4f8b11ad9159ff36bdccda184a8a425b62c4c41a998765071fc7ca16dca9a185,False
QQQ,20220302,D:\ThetaData\data_underlying_derived\QQQ\2022\03\QQQ_20220302.parquet,540e402cd7991276574b128d59c1e85bce31c46fe5090faf15ae66346d02aac0,13763,391,285,2022-03-02T09:30:00,2022-03-02T14:14:00,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220302.parquet,080cab20ca2c303c3c68d31b15e3c8c88851b9c28ebdf43d69bda2d7f503aa72,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220302.json,7acd6d2d7af92ebe7b19bc044bf3e580c021f4e17e8d036b02791af08abf0ee8,False
QQQ,20220304,D:\ThetaData\data_underlying_derived\QQQ\2022\03\QQQ_20220304.parquet,82a1162baddd221d7730c832256f7ff63479f639a61f27833bc257e3f1ddd68a,13504,391,300,2022-03-04T09:30:00,2022-03-04T14:29:00,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220304.parquet,21c0db4614233ffc17fa161a6ef7a69bb699e16c030d6d7deda8c3019ce81a88,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220304.json,3864505536bc9f0c5400085e636e9aeb7d0d922c62d0c051fd364b3b847bb773,False
QQQ,20220307,D:\ThetaData\data_underlying_derived\QQQ\2022\03\QQQ_20220307.parquet,fadde065a53a97b633c836f43bbcdfd6d6ab3b8a1059d44d20cca5c509865ab5,14513,391,300,2022-03-07T09:30:00,2022-03-07T14:29:00,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220307.parquet,4cdc477f327f62bc7b3267cfd6db5af8ee3fd0ef15fea4d141c973ee6b4d1f80,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220307.json,f81d50031ff8675fe6b063e6306cc4a41968f46daab7cf08bc4bdc3dfe49eaed,False
QQQ,20220309,D:\ThetaData\data_underlying_derived\QQQ\2022\03\QQQ_20220309.parquet,1906f6fb6dfbaccdf7bda65f036ae90d0f9c1ca525d5305c600f5ded073331c0,13771,391,270,2022-03-09T09:30:00,2022-03-09T13:59:00,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220309.parquet,455e999b46f16c1969ca0f300c7819945cd4f839774f24c556be0e5edf2e2915,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220309.json,4c5633b725ac6505c683e78fb3d3e23d6e19afd46dd3848167ae41c47a1f8bd7,False
QQQ,20220311,D:\ThetaData\data_underlying_derived\QQQ\2022\03\QQQ_20220311.parquet,54f84dc2dc6c8f5c88e8d9a99c655618ee576b6f22572b66786c1aa60e4e12ca,13835,391,295,2022-03-11T09:30:00,2022-03-11T14:24:00,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220311.parquet,0779b941be5bd151050d0816ad8b452cdcc1c77fff971d353c432f1966ba0283,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220311.json,aaee9353a51b492f779a65f63f9b8eecd61fd3f6052350ab77bb82a6104fbc3a,False
QQQ,20220314,D:\ThetaData\data_underlying_derived\QQQ\2022\03\QQQ_20220314.parquet,66aff3a1aa46b271678cd69eef3eb6c906d8149947a8b5da73c8d7422a1a8405,14233,391,300,2022-03-14T09:30:00,2022-03-14T14:29:00,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220314.parquet,6e5a9e4f9f90052d64c10ad0b40d54aa79daa26338ea9c5ba6d20c7768f4b466,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220314.json,355b274c453745a77c00a14a8683c8e3a9082171a431869af06f410450c5842c,False
QQQ,20220316,D:\ThetaData\data_underlying_derived\QQQ\2022\03\QQQ_20220316.parquet,87436fa34b828091cf76c0f18bae2ed6542b764e105b8044a1e7fe92a3ae511a,13989,391,300,2022-03-16T09:30:00,2022-03-16T14:29:00,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220316.parquet,0e83899dc06807369c3931b75f40f56f90546f1c98fc5e5e350296a801d1a387,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\tmp\existing_data_edge_sprint_v1\tpo_value_migration_v1\session_checkpoints\QQQ\2022\QQQ_20220316.json,6ec175a54bb361dd8adc974e507bdc2989ce0e9781aee004f75c2ad9d2246d86,False
