ticker,month,mode,config,stop_after_loss_streak,daily_loss_limit,total_loss_limit,min_trades_before_halt,select_months,select_score,select_trades,select_win_rate,select_profit_factor,select_pnl_return,select_avg_return,select_max_drawdown,select_call_rate,select_days_with_trades,select_daily_win_rate,select_median_daily_return,select_daily_max_drawdown,select_top5_day_return,select_top5_share_of_pnl,select_min_month_trades,select_positive_month_rate,test_trades,test_win_rate,test_profit_factor,test_pnl_return,test_avg_return,test_max_drawdown,test_call_rate,test_days_with_trades,test_daily_win_rate,test_median_daily_return,test_daily_max_drawdown,test_top5_day_return,test_top5_share_of_pnl,test_min_month_trades,test_positive_month_rate
SPXW,202511,SELECTED,streakoff_daylossoff_lossesoff,999,-999.0,999,0,"202411,202412,202501,202502,202503,202504,202505,202506,202507,202508,202509,202510",11.749139884850353,274,0.5912408759124088,2.40832084366945,47.3195803472935,0.1726991983477865,-1.9999999999999716,0.3248175182481752,246,0.6219512195121951,0.5,-1.9999999999999787,5.0,0.10566450427715977,18,1.0,19,0.47368421052631576,1.5000000000000002,1.5000000000000002,0.07894736842105264,-1.8,0.10526315789473684,19,0.47368421052631576,-0.3,-1.8,2.5,1.6666666666666665,19,1.0
SPXW,202512,SELECTED,streakoff_daylossoff_lossesoff,999,-999.0,999,0,"202412,202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511",11.345451666330089,275,0.5781818181818181,2.284482758620691,44.7,0.16254545454545455,-2.09999999999998,0.29818181818181816,247,0.6072874493927125,0.5,-2.09999999999998,5.0,0.11185682326621924,19,1.0,23,0.6956521739130435,3.8095238095238093,5.900000000000001,0.25652173913043486,-0.8999999999999999,0.17391304347826086,22,0.7272727272727273,0.5,-0.6,2.5,0.42372881355932196,23,1.0
SPXW,202601,SELECTED,streakoff_daylossoff_lossesoff,999,-999.0,999,0,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512",11.751259767814833,276,0.5905797101449275,2.404129793510325,47.599999999999994,0.172463768115942,-2.09999999999998,0.3007246376811594,248,0.6209677419354839,0.5,-2.09999999999998,5.0,0.1050420168067227,19,1.0,21,0.42857142857142855,1.2500000000000002,0.9000000000000001,0.042857142857142864,-1.2999999999999998,0.23809523809523808,19,0.47368421052631576,-0.3,-1.2999999999999998,2.5,2.7777777777777772,21,1.0
SPXW,202602,SELECTED,streakoff_daylossoff_lossesoff,999,-999.0,999,0,"202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512,202601",11.866402727777897,276,0.5942028985507246,2.4404761904761907,48.4,0.1753623188405797,-2.09999999999998,0.3188405797101449,247,0.6275303643724697,0.5,-2.09999999999998,5.0,0.10330578512396695,19,1.0,19,0.5263157894736842,1.851851851851852,2.3000000000000003,0.12105263157894738,-0.6999999999999993,0.21052631578947367,19,0.5263157894736842,0.5,-0.6999999999999993,2.5,1.0869565217391304,19,1.0
SPXW,202603,SELECTED,streakoff_daylossoff_lossesoff,999,-999.0,999,0,"202503,202504,202505,202506,202507,202508,202509,202510,202511,202512,202601,202602",11.75251678753535,276,0.5905797101449275,2.404129793510325,47.6,0.17246376811594202,-2.09999999999998,0.2971014492753623,247,0.6234817813765182,0.5,-2.09999999999998,5.0,0.10504201680672269,19,1.0,22,0.5454545454545454,2.0000000000000004,3.000000000000001,0.1363636363636364,-0.8999999999999995,0.45454545454545453,22,0.5454545454545454,0.5,-0.8999999999999995,2.5,0.833333333333333,22,1.0
SPXW,202604,SELECTED,streakoff_daylossoff_lossesoff,999,-999.0,999,0,"202504,202505,202506,202507,202508,202509,202510,202511,202512,202601,202602,202603",11.751259767814833,276,0.5905797101449275,2.404129793510325,47.599999999999994,0.172463768115942,-2.09999999999998,0.31521739130434784,248,0.6209677419354839,0.5,-2.09999999999998,5.0,0.1050420168067227,19,1.0,20,0.65,3.095238095238095,4.4,0.22000000000000003,-0.6,0.25,19,0.6842105263157895,0.5,-0.5999999999999996,2.5,0.5681818181818181,20,1.0
SPY,202501,SELECTED,streakoff_daylossoff_lossesoff,999,-999.0,999,0,"202312,202401,202402,202404,202405,202406,202407,202408,202409,202410,202411,202412",-9.999999999999997e+17,266,0.462406015037594,1.43079953703436,18.26830597864062,0.06867784202496473,-4.199999999999999,0.14285714285714285,242,0.4834710743801653,-0.3,-4.199999999999999,5.0,0.2736980651542634,18,0.6666666666666666,21,0.38095238095238093,0.9881175809841264,-0.04634143416190817,-0.002206734960090865,-1.2999999999999998,0.0,20,0.4,-0.3,-1.2999999999999998,2.5,-53.94740247497466,21,0.0
SPY,202502,SELECTED,streakoff_daylossoff_lossesoff,999,-999.0,999,0,"202401,202402,202404,202405,202406,202407,202408,202409,202410,202411,202412,202501",-9.999999999999997e+17,267,0.4681647940074906,1.4518313100156406,19.148280309185925,0.07171640565238174,-4.2,0.1348314606741573,242,0.49173553719008267,-0.3,-4.2,5.0,0.2611200546088398,18,0.6666666666666666,20,0.45,1.363636363636364,1.2000000000000002,0.06000000000000001,-1.8,0.45,19,0.47368421052631576,-0.3,-1.8,2.5,2.083333333333333,20,1.0
SPY,202503,SELECTED,streakoff_daylossoff_lossesoff,999,-999.0,999,0,"202402,202404,202405,202406,202407,202408,202409,202410,202411,202412,202501,202502",-9.999999999999997e+17,266,0.4699248120300752,1.4621819983878377,19.44828030918592,0.07311383574881926,-4.199999999999999,0.16165413533834586,241,0.49377593360995853,-0.3,-4.199999999999999,5.0,0.2570921397938908,18,0.6666666666666666,22,0.45454545454545453,1.3888888888888893,1.4,0.06363636363636363,-0.9000000000000001,0.2727272727272727,21,0.47619047619047616,-0.3,-0.9000000000000001,2.5,1.7857142857142858,22,1.0
SPY,202504,SELECTED,streakoff_daylossoff_lossesoff,999,-999.0,999,0,"202404,202405,202406,202407,202408,202409,202410,202411,202412,202501,202502,202503",-9.999999999999997e+17,268,0.48880597014925375,1.5784907924758718,23.64828030918592,0.08823985189994747,-2.500000000000007,0.1791044776119403,242,0.5165289256198347,0.2,-2.500000000000007,5.0,0.2114318645850034,18,0.75,22,0.5454545454545454,2.0000000000000004,3.0,0.13636363636363635,-0.7000000000000001,0.5909090909090909,21,0.5714285714285714,0.5,-0.7000000000000001,2.5,0.8333333333333334,22,1.0
SPY,202505,SELECTED,streakoff_dayloss0p3_lossesoff,999,-0.3,999,0,"202405,202406,202407,202408,202409,202410,202411,202412,202501,202502,202503,202504",8.291879089841421,245,0.5020408163265306,1.6637923587790797,24.14828030918592,0.09856440942524866,-2.500000000000007,0.24081632653061225,242,0.5041322314049587,0.0869450169073214,-2.500000000000007,3.0,0.12423244891930506,18,0.8333333333333334,21,0.5238095238095238,1.8333333333333337,2.5000000000000004,0.11904761904761907,-0.9000000000000001,0.38095238095238093,21,0.5238095238095238,0.5,-0.9000000000000001,2.5,0.9999999999999998,21,1.0
SPY,202506,SELECTED,streakoff_dayloss0p3_lossesoff,999,-0.3,999,0,"202406,202407,202408,202409,202410,202411,202412,202501,202502,202503,202504,202505",8.84554540685696,246,0.516260162601626,1.7758207647536521,27.525553058009915,0.11189249210573136,-2.500000000000007,0.26422764227642276,243,0.5185185185185185,0.5,-2.500000000000007,3.0,0.10898963569151619,18,0.9166666666666666,40,0.475,1.5079365079365081,3.1999999999999997,0.07999999999999999,-1.9,0.45,20,0.35,-0.09999999999999998,-1.6,6.2,1.9375000000000002,40,1.0
SPY,202507,SELECTED,streak1_daylossoff_lossesoff,1,-999.0,999,0,"202407,202408,202409,202410,202411,202412,202501,202502,202503,202504,202505,202506",9.348802831562965,264,0.5265151515151515,1.8401285692927136,31.50482134847673,0.1193364445018058,-2.500000000000007,0.2727272727272727,246,0.5284552845528455,0.27682928291904585,-2.500000000000007,6.5,0.20631762764508668,19,0.9166666666666666,22,0.6363636363636364,2.916666666666667,4.6,0.20909090909090908,-1.2000000000000002,0.2727272727272727,22,0.6363636363636364,0.5,-1.2000000000000002,2.5,0.5434782608695653,22,1.0
SPY,202508,SELECTED,streak1_daylossoff_lossesoff,1,-999.0,999,0,"202408,202409,202410,202411,202412,202501,202502,202503,202504,202505,202506,202507",9.572502008484827,264,0.5340909090909091,1.8971496300400204,33.10482134847673,0.12539705056241188,-2.500000000000007,0.29545454545454547,246,0.5365853658536586,0.5,-2.500000000000007,6.5,0.1963460225801547,19,0.9166666666666666,20,0.65,3.095238095238095,4.4,0.22000000000000003,-0.6000000000000001,0.4,20,0.65,0.5,-0.6000000000000001,2.5,0.5681818181818181,20,1.0
SPY,202509,SELECTED,streak1_daylossoff_lossesoff,1,-999.0,999,0,"202409,202410,202411,202412,202501,202502,202503,202504,202505,202506,202507,202508",9.215160354604862,262,0.5229007633587787,1.813461902626047,30.504821348476728,0.11643061583388065,-2.4999999999999982,0.31297709923664124,244,0.5245901639344263,0.2,-2.4999999999999982,6.5,0.21308107088208142,19,0.9166666666666666,22,0.5,1.666666666666667,2.2,0.1,-2.0000000000000004,0.3181818181818182,21,0.47619047619047616,-0.3,-2.0000000000000004,3.0,1.3636363636363635,22,1.0
SPY,202510,SELECTED,streak1_daylossoff_lossesoff,1,-999.0,999,0,"202410,202411,202412,202501,202502,202503,202504,202505,202506,202507,202508,202509",9.015476522787234,263,0.5133079847908745,1.754001525152034,28.95365856583809,0.1100899565240992,-2.4000000000000004,0.2889733840304182,245,0.5102040816326531,0.2,-2.4000000000000004,6.5,0.22449667233657425,19,0.9166666666666666,21,0.6190476190476191,2.7083333333333335,4.1,0.1952380952380952,-0.7,0.14285714285714285,20,0.6,0.5,-0.7,3.0,0.7317073170731708,21,1.0
SPY,202511,SELECTED,streak1_daylossoff_lossesoff,1,-999.0,999,0,"202411,202412,202501,202502,202503,202504,202505,202506,202507,202508,202509,202510",9.889107752841975,265,0.5358490566037736,1.9201533486676996,33.95365856583809,0.12812701345599278,-2.000000000000007,0.2943396226415094,246,0.532520325203252,0.5,-2.000000000000007,6.5,0.19143739657380743,19,1.0,29,0.6206896551724138,2.727272727272728,5.700000000000001,0.19655172413793107,-1.3,0.13793103448275862,19,0.5263157894736842,0.2,-1.3,5.0,0.8771929824561402,29,1.0
SPY,202512,SELECTED,streak1_daylossoff_lossesoff,1,-999.0,999,0,"202412,202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511",10.303211313045542,273,0.5457875457875457,1.9987542625225303,37.153658565838086,0.13609398742065232,-2.000000000000007,0.2967032967032967,245,0.5346938775510204,0.5,-2.000000000000007,6.5,0.174949123475463,19,1.0,22,0.6818181818181818,3.571428571428571,5.4,0.24545454545454548,-0.30000000000000004,0.13636363636363635,22,0.6818181818181818,0.5,-0.30000000000000004,2.5,0.4629629629629629,22,1.0
SPY,202601,SELECTED,streak1_daylossoff_lossesoff_min2,1,-999.0,999,2,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512",10.601963124899518,296,0.5472972972972973,2.011285038951196,40.65365856583809,0.13734344110080438,-2.2000000000000046,0.2972972972972973,246,0.5813008130081301,0.5,-2.000000000000007,6.5,0.15988720890822977,20,0.9166666666666666,22,0.4090909090909091,1.1538461538461542,0.6000000000000001,0.02727272727272728,-1.6,0.22727272727272727,20,0.45,-0.3,-1.6,2.5,4.166666666666666,22,1.0
SPY,202602,SELECTED,streak1_daylossoff_lossesoff_min2,1,-999.0,999,2,"202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512,202601",10.769451008862218,297,0.5488215488215489,2.027363184079602,41.3,0.13905723905723905,-2.2000000000000046,0.31313131313131315,246,0.5853658536585366,0.5,-2.000000000000007,6.5,0.15738498789346247,20,1.0,19,0.5263157894736842,1.851851851851852,2.3000000000000003,0.12105263157894738,-0.6999999999999993,0.21052631578947367,19,0.5263157894736842,0.5,-0.6999999999999993,2.5,1.0869565217391304,19,1.0
SPY,202603,SELECTED,streak1_daylossoff_lossesoff_min2,1,-999.0,999,2,"202503,202504,202505,202506,202507,202508,202509,202510,202511,202512,202601,202602",10.922618463430583,296,0.5540540540540541,2.0707070707070705,42.400000000000006,0.14324324324324325,-2.1999999999999993,0.2972972972972973,246,0.5894308943089431,0.5,-2.000000000000007,6.5,0.1533018867924528,19,1.0,20,0.7,3.888888888888889,5.2,0.26,-0.5999999999999996,0.45,20,0.7,0.5,-0.5999999999999996,2.5,0.4807692307692307,20,1.0
SPY,202604,SELECTED,streak1_daylossoff_lossesoff_min2,1,-999.0,999,2,"202504,202505,202506,202507,202508,202509,202510,202511,202512,202601,202602,202603",11.453434300956745,294,0.5714285714285714,2.2222222222222237,46.199999999999996,0.15714285714285714,-2.1999999999999984,0.30952380952380953,245,0.6081632653061224,0.5,-2.000000000000007,6.5,0.1406926406926407,19,1.0,20,0.5,1.666666666666667,2.000000000000001,0.10000000000000005,-1.1999999999999995,0.15,16,0.5625,0.2,-1.1999999999999995,3.0,1.4999999999999993,20,1.0
QQQ,202501,SELECTED,streakoff_daylossoff_lossesoff,999,-999.0,999,0,"202312,202401,202402,202404,202405,202406,202407,202408,202409,202410,202411,202412",-9.999999999999997e+17,303,0.4389438943894389,1.287091820425935,14.641682841722664,0.04832238561624642,-3.7000000000000277,0.18151815181518152,247,0.4817813765182186,-0.3,-3.5000000000000213,5.0,0.34149080089018824,18,0.5833333333333334,40,0.3,0.7142857142857143,-2.4000000000000004,-0.06000000000000001,-2.6,0.025,20,0.45,-0.6,-2.6,3.4000000000000004,-1.4166666666666665,40,0.0
QQQ,202502,SELECTED,streakoff_daylossoff_lossesoff,999,-999.0,999,0,"202401,202402,202404,202405,202406,202407,202408,202409,202410,202411,202412,202501",-9.999999999999996e+17,322,0.43167701863354035,1.2503038768984094,13.741682841722664,0.04267603366994616,-3.700000000000074,0.16149068322981366,247,0.4939271255060729,-0.09999999999999998,-3.700000000000026,5.0,0.36385645467081656,18,0.5833333333333334,20,0.5,1.666666666666667,2.000000000000001,0.10000000000000005,-1.0000000000000002,0.35,19,0.5263157894736842,0.5,-1.0000000000000002,2.5,1.2499999999999996,20,1.0
QQQ,202503,SELECTED,streakoff_daylossoff_lossesoff,999,-999.0,999,0,"202402,202404,202405,202406,202407,202408,202409,202410,202411,202412,202501,202502",-9.999999999999997e+17,320,0.43125,1.2480161692623202,13.541682841722666,0.04231775888038333,-3.700000000000074,0.16875,245,0.49387755102040815,-0.09999999999999998,-3.7000000000000224,5.0,0.3692303281978165,18,0.5833333333333334,21,0.5238095238095238,1.8333333333333337,2.5,0.11904761904761904,-1.3000000000000003,0.2857142857142857,21,0.5238095238095238,0.5,-1.3000000000000003,2.5,1.0,21,1.0
QQQ,202504,SELECTED,streakoff_daylossoff_lossesoff,999,-999.0,999,0,"202404,202405,202406,202407,202408,202409,202410,202411,202412,202501,202502,202503",-9.999999999999996e+17,321,0.43613707165109034,1.2733274924810805,14.841682841722665,0.046235772092593976,-3.700000000000074,0.17133956386292834,246,0.5,-0.02263684188613534,-3.7000000000000224,5.0,0.33688902082883027,18,0.5833333333333334,21,0.5238095238095238,1.8333333333333337,2.5,0.11904761904761904,-1.0,0.6666666666666666,21,0.5238095238095238,0.5,-1.0,2.5,1.0,21,1.0
QQQ,202505,SELECTED,streakoff_dayloss0p3_lossesoff,999,-0.3,999,0,"202405,202406,202407,202408,202409,202410,202411,202412,202501,202502,202503,202504",7.925649425568023,284,0.4753521126760563,1.4908653879580014,21.941682841722667,0.07725944662578403,-2.5130434745050634,0.22887323943661972,245,0.4897959183673469,-0.3,-2.5130434745050634,5.0,0.22787677846169452,18,0.8333333333333334,21,0.42857142857142855,1.2500000000000002,0.8999999999999999,0.04285714285714285,-0.9000000000000001,0.47619047619047616,21,0.42857142857142855,-0.3,-0.9000000000000001,2.5,2.777777777777778,21,1.0
QQQ,202506,SELECTED,streakoff_dayloss0p3_lossesoff,999,-0.3,999,0,"202406,202407,202408,202409,202410,202411,202412,202501,202502,202503,202504,202505",8.411879081978983,283,0.4840989399293286,1.55376087479972,24.254726316227732,0.08570574670045135,-2.20000000000001,0.2579505300353357,244,0.5,-0.02263684188613534,-1.9000000000000075,5.0,0.2061453893484969,18,0.9166666666666666,21,0.6190476190476191,2.7083333333333335,4.1000000000000005,0.19523809523809527,-0.9000000000000001,0.3333333333333333,20,0.65,0.5,-0.8999999999999995,2.5,0.6097560975609755,21,1.0
QQQ,202507,SELECTED,streakoff_dayloss0p3_lossesoff,999,-0.3,999,0,"202407,202408,202409,202410,202411,202412,202501,202502,202503,202504,202505,202506",8.775831214900979,286,0.493006993006993,1.6206896551724137,26.999999999999996,0.09440559440559439,-2.20000000000001,0.24475524475524477,247,0.5141700404858299,0.2,-1.9000000000000075,5.0,0.1851851851851852,19,0.9166666666666666,22,0.5454545454545454,2.0000000000000004,3.0,0.13636363636363635,-1.0,0.2727272727272727,22,0.5454545454545454,0.5,-1.0,2.5,0.8333333333333334,22,1.0
QQQ,202508,SELECTED,streakoff_dayloss0p3_lossesoff,999,-0.3,999,0,"202408,202409,202410,202411,202412,202501,202502,202503,202504,202505,202506,202507",8.77583121490098,286,0.493006993006993,1.6206896551724137,26.999999999999996,0.09440559440559439,-2.200000000000001,0.26223776223776224,247,0.5141700404858299,0.2,-1.9000000000000004,5.0,0.1851851851851852,19,0.9166666666666666,21,0.6190476190476191,2.7083333333333335,4.1000000000000005,0.19523809523809527,-0.6000000000000001,0.38095238095238093,21,0.6190476190476191,0.5,-0.6000000000000001,2.5,0.6097560975609755,21,1.0
QQQ,202509,SELECTED,streakoff_dayloss0p3_lossesoff,999,-0.3,999,0,"202409,202410,202411,202412,202501,202502,202503,202504,202505,202506,202507,202508",8.38665198668791,285,0.4807017543859649,1.542792792792793,24.099999999999994,0.0845614035087719,-2.2,0.26666666666666666,246,0.5,0.05000000000000002,-1.9000000000000001,5.0,0.20746887966804983,19,0.9166666666666666,19,0.5263157894736842,1.851851851851852,2.3000000000000003,0.12105263157894738,-0.9000000000000001,0.47368421052631576,17,0.5882352941176471,0.2,-0.9000000000000001,2.5,1.0869565217391304,19,1.0
QQQ,202510,SELECTED,streakoff_dayloss0p3_lossesoff,999,-0.3,999,0,"202410,202411,202412,202501,202502,202503,202504,202505,202506,202507,202508,202509",8.687573497316741,283,0.4911660777385159,1.6087962962962965,26.299999999999997,0.0929328621908127,-2.2,0.26855123674911663,243,0.51440329218107,0.2,-1.9000000000000001,5.0,0.19011406844106465,19,0.9166666666666666,36,0.5277777777777778,1.8627450980392157,4.4,0.12222222222222223,-1.4999999999999991,0.25,21,0.6190476190476191,0.2,-1.1999999999999997,5.0,1.1363636363636362,36,1.0
QQQ,202511,SELECTED,streak1_daylossoff_lossesoff,1,-999.0,999,0,"202411,202412,202501,202502,202503,202504,202505,202506,202507,202508,202509,202510",9.510699359644704,283,0.5123674911660777,1.751207729468599,31.1,0.1098939929328622,-1.799999999999999,0.3003533568904594,244,0.5450819672131147,0.2,-1.799999999999999,5.0,0.1607717041800643,19,1.0,25,0.64,2.9629629629629632,5.300000000000001,0.21200000000000002,-0.8999999999999995,0.04,18,0.6666666666666666,0.35,-0.8999999999999995,4.5,0.8490566037735848,25,1.0
QQQ,202512,SELECTED,streak1_daylossoff_lossesoff,1,-999.0,999,0,"202412,202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511",9.882589137500856,287,0.5226480836236934,1.8248175182481754,33.89999999999999,0.11811846689895468,-1.799999999999999,0.2961672473867596,242,0.5578512396694215,0.2,-1.799999999999999,5.0,0.1474926253687316,19,1.0,37,0.5135135135135135,1.7592592592592595,4.1,0.1108108108108108,-1.5999999999999988,0.1891891891891892,22,0.6363636363636364,0.2,-1.2999999999999994,5.0,1.2195121951219514,37,1.0
QQQ,202601,SELECTED,streak1_daylossoff_lossesoff,1,-999.0,999,0,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512",10.143003020239336,291,0.5292096219931272,1.8734793187347933,35.9,0.12336769759450171,-1.7999999999999994,0.2920962199312715,243,0.5637860082304527,0.2,-1.7999999999999994,5.0,0.1392757660167131,19,1.0,20,0.45,1.363636363636364,1.2000000000000002,0.06000000000000001,-1.2999999999999998,0.2,19,0.47368421052631576,-0.3,-1.0,2.5,2.083333333333333,20,1.0
QQQ,202602,SELECTED,streak1_daylossoff_lossesoff,1,-999.0,999,0,"202502,202503,202504,202505,202506,202507,202508,202509,202510,202511,202512,202601",10.319686517582417,282,0.5390070921985816,1.9487179487179487,37.0,0.13120567375886524,-1.7999999999999994,0.3120567375886525,242,0.5702479338842975,0.2,-1.7999999999999994,5.0,0.13513513513513514,19,1.0,19,0.5263157894736842,1.851851851851852,2.3000000000000003,0.12105263157894738,-0.6999999999999993,0.21052631578947367,19,0.5263157894736842,0.5,-0.6999999999999993,2.5,1.0869565217391304,19,1.0
QQQ,202603,SELECTED,streak1_daylossoff_lossesoff,1,-999.0,999,0,"202503,202504,202505,202506,202507,202508,202509,202510,202511,202512,202601,202602",10.38468651758242,282,0.5390070921985816,1.9487179487179487,37.0,0.13120567375886524,-1.59999999999998,0.30141843971631205,242,0.5702479338842975,0.2,-1.3000000000000078,5.0,0.13513513513513514,19,1.0,28,0.4642857142857143,1.4444444444444446,2.0,0.07142857142857142,-1.2000000000000002,0.6071428571428571,19,0.5789473684210527,0.2,-0.9000000000000001,3.2,1.6,28,1.0
