ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,entry_minute,source_stream,source_file,_source_order,_priority,monthly_backfill_role,backfill_min_month_trades,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode,runtime_replay_role,event_delta_bucket,event_delta_target,_orig_order,call_d15_opt_exit_minutes,put_d15_opt_exit_minutes,call_d25_opt_exit_minutes,put_d25_opt_exit_minutes,call_d35_opt_exit_minutes,put_d35_opt_exit_minutes,call_d50_opt_exit_minutes,put_d50_opt_exit_minutes,call_d65_opt_exit_minutes,put_d65_opt_exit_minutes,call_d80_opt_exit_minutes,put_d80_opt_exit_minutes,exit_minutes,known_minute,circuit_config,circuit_side_specific,circuit_mode
SPXW,20250121,202501,10:00,600,zero_dte,PUT,0.6332264331394885,0.1708370545613686,0.6332264331394885,-0.3,0.5,0.5,thr0.437_maxday1,202501,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,583,0,primary,18,12,12,18,False,primary,primary,25,0.25,1903,11,11,11,11,11,12,11,12,12,12,12,112,11.0,611.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250122,202501,10:00,600,zero_dte,PUT,0.4473477541656656,0.1402109776160094,0.4473477541656656,-0.3,-0.3,-0.3,thr0.437_maxday1,202501,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,584,0,primary,18,13,13,18,False,primary,primary,25,0.25,1907,2,15,2,17,2,17,2,38,2,86,180,90,17.0,617.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250123,202501,10:00,600,zero_dte,PUT,0.5534525645732988,0.2002881098560415,0.5534525645732988,-0.3,-0.3,-0.3,thr0.437_maxday1,202501,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,585,0,primary,18,14,14,18,False,primary,primary,25,0.25,1911,5,34,5,34,6,38,26,44,61,45,105,61,34.0,634.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250124,202501,10:00,600,zero_dte,PUT,0.6008668225538835,0.1274269080382749,0.6008668225538835,-0.3,0.5,0.5,thr0.437_maxday1,202501,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,586,0,primary,18,15,15,18,False,primary,primary,25,0.25,1915,2,72,2,39,3,11,3,39,11,39,23,176,39.0,639.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250127,202501,10:00,600,zero_dte,PUT,0.6652402284054333,0.1775934751718476,0.6652402284054333,-0.3,0.5,0.5,thr0.437_maxday1,202501,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,587,0,primary,18,15,16,18,False,primary,primary,25,0.25,1919,4,17,4,17,4,17,6,17,16,19,18,170,17.0,617.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250128,202501,10:15,615,zero_dte,PUT,0.4950585542307376,0.3428038393360086,0.4950585542307376,0.5,-0.3,-0.3,thr0.437_maxday1,202501,615,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,588,0,primary,18,16,17,18,False,primary,primary,25,0.25,1924,8,7,8,7,8,7,8,8,11,8,12,10,7.0,622.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250129,202501,10:00,600,zero_dte,PUT,0.5236079637976122,0.2299345980737925,0.5236079637976122,-0.3,-0.3,-0.3,thr0.437_maxday1,202501,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,589,0,primary,18,17,18,18,False,primary,primary,25,0.25,1926,12,102,43,7,43,180,44,180,78,179,176,176,7.0,607.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250130,202501,10:00,600,zero_dte,PUT,0.5569754524504087,0.2580529077728863,0.5569754524504087,-0.3,0.5,0.5,thr0.437_maxday1,202501,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,590,0,primary,18,18,19,18,False,primary,primary,25,0.25,1931,2,2,2,2,2,2,2,3,3,3,3,31,2.0,602.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250131,202501,10:00,600,zero_dte,PUT,0.5496066268255322,0.1811105614309606,0.5496066268255322,0.5,-0.3,-0.3,thr0.437_maxday1,202501,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,591,0,primary,18,18,20,18,False,primary,primary,25,0.25,1935,5,10,31,10,31,10,31,12,61,24,180,31,10.0,610.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250203,202502,10:00,600,zero_dte,CALL,0.3787714148047278,0.3787714148047278,0.3245709794807771,-0.3,-0.3,-0.3,thr-999.000_maxday1,202502,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,592,0,primary,18,1,0,18,False,primary,primary,25,0.25,1939,16,22,18,22,18,22,19,22,23,23,25,23,18.0,618.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250204,202502,10:00,600,zero_dte,CALL,0.622487016334655,0.622487016334655,0.2465397392384426,0.5,-0.3,0.5,thr-999.000_maxday1,202502,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,593,0,primary,18,2,1,18,False,primary,primary,25,0.25,1943,19,5,19,8,19,8,19,9,88,9,176,20,19.0,619.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250205,202502,10:00,600,zero_dte,PUT,0.610835397488279,0.2558209915182169,0.610835397488279,-0.3,0.5,0.5,thr-999.000_maxday1,202502,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,594,0,primary,18,3,2,18,False,primary,primary,25,0.25,1946,3,3,3,3,3,3,3,3,3,3,3,4,3.0,603.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250206,202502,10:00,600,zero_dte,CALL,0.4184401487220451,0.4184401487220451,0.3229855414791442,-0.3,-0.3,-0.3,thr-999.000_maxday1,202502,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,595,0,primary,18,4,3,18,False,primary,primary,25,0.25,1949,24,12,25,12,25,13,39,15,47,16,180,180,25.0,625.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250207,202502,10:00,600,zero_dte,PUT,0.5928059901153379,0.178586377432606,0.5928059901153379,-0.3,0.5,0.5,thr-999.000_maxday1,202502,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,596,0,primary,18,5,4,18,False,primary,primary,25,0.25,1952,2,2,2,2,2,3,2,4,3,12,4,13,2.0,602.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250210,202502,10:00,600,zero_dte,CALL,0.4992349694662429,0.4992349694662429,0.3625230175381493,0.5,-0.3,0.5,thr-999.000_maxday1,202502,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,597,0,primary,18,6,5,18,False,primary,primary,25,0.25,1955,5,4,6,4,6,5,8,5,45,5,179,6,6.0,606.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250211,202502,10:00,600,zero_dte,PUT,0.3573755203531031,0.2673095017707909,0.3573755203531031,-0.3,-0.3,-0.3,thr-999.000_maxday1,202502,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,598,0,primary,18,7,6,18,False,primary,primary,25,0.25,1958,5,18,5,23,8,25,8,28,128,29,174,45,23.0,623.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250212,202502,10:00,600,zero_dte,PUT,0.3900855678562528,0.3898555185522941,0.3900855678562528,-0.3,0.5,0.5,thr-999.000_maxday1,202502,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,599,0,primary,18,8,7,18,False,primary,primary,25,0.25,1962,3,7,4,12,5,19,5,21,12,24,38,24,12.0,612.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250213,202502,10:00,600,zero_dte,PUT,0.3728462509524651,0.3667560012542267,0.3728462509524651,-0.3,-0.3,-0.3,thr-999.000_maxday1,202502,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,600,0,primary,18,9,8,18,False,primary,primary,25,0.25,1965,2,12,7,3,7,12,20,17,37,17,40,19,3.0,603.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250214,202502,10:00,600,zero_dte,CALL,0.4356532841073804,0.4356532841073804,0.2485215309233688,-0.3,-0.3,-0.3,thr-999.000_maxday1,202502,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,601,0,primary,18,9,9,18,False,primary,primary,25,0.25,1967,22,7,30,8,33,9,38,10,41,69,130,172,30.0,630.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250218,202502,10:00,600,zero_dte,CALL,0.3681798790008684,0.3681798790008684,0.2703857887439851,-0.3,-0.3,-0.3,thr-999.000_maxday1,202502,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,602,0,primary,18,11,10,18,False,primary,primary,25,0.25,1971,17,13,19,13,26,13,31,13,180,52,179,55,19.0,619.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250219,202502,10:00,600,zero_dte,PUT,0.4247349409368077,0.2617657450221862,0.4247349409368077,-0.3,-0.3,-0.3,thr-999.000_maxday1,202502,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,603,0,primary,18,12,11,18,False,primary,primary,25,0.25,1973,4,30,4,30,10,30,71,31,75,31,102,63,30.0,630.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250220,202502,10:00,600,zero_dte,CALL,0.4140562903956926,0.4140562903956926,0.2585594720986566,0.5,-0.3,0.5,thr-999.000_maxday1,202502,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,604,0,primary,18,13,12,18,False,primary,primary,25,0.25,1976,17,4,17,4,16,4,17,5,17,6,180,14,17.0,617.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250221,202502,10:00,600,zero_dte,PUT,0.547052503648226,0.2203445255596637,0.547052503648226,-0.3,0.5,0.5,thr-999.000_maxday1,202502,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,605,0,primary,18,14,13,18,False,primary,primary,25,0.25,1980,6,11,6,27,7,27,21,27,24,27,24,34,27.0,627.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250224,202502,10:00,600,zero_dte,PUT,0.6757330723751925,0.192178563420511,0.6757330723751925,-0.3,0.5,0.5,thr-999.000_maxday1,202502,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,606,0,primary,18,15,14,18,False,primary,primary,25,0.25,1983,3,1,3,1,3,3,3,3,4,3,55,4,1.0,601.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250225,202502,10:00,600,zero_dte,PUT,0.6943115583153036,0.14329709531298,0.6943115583153036,-0.3,0.5,0.5,thr-999.000_maxday1,202502,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,607,0,primary,18,16,15,18,False,primary,primary,25,0.25,1986,5,19,8,19,5,19,13,19,14,20,17,20,19.0,619.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250226,202502,10:00,600,zero_dte,CALL,0.5457823725531584,0.5457823725531584,0.2964811947761209,0.5,-0.3,0.5,thr-999.000_maxday1,202502,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,608,0,primary,18,17,16,18,False,primary,primary,25,0.25,1989,12,10,12,12,12,12,18,12,66,12,172,12,12.0,612.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250227,202502,10:00,600,zero_dte,CALL,0.3994660403432649,0.3994660403432649,0.2800711749571089,0.5,-0.3,0.5,thr-999.000_maxday1,202502,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,609,0,primary,18,18,17,18,False,primary,primary,25,0.25,1991,11,5,11,5,11,5,12,10,13,11,22,11,11.0,611.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250228,202502,10:00,600,zero_dte,CALL,0.5010005483915554,0.5010005483915554,0.31025940015586,-0.3,-0.3,-0.3,thr-999.000_maxday1,202502,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,610,0,primary,18,18,18,18,False,primary,primary,25,0.25,1995,3,11,3,11,3,14,162,15,163,14,173,25,3.0,603.0,streakoff_daylossoff_lossesoff,False,SELECTED
SPXW,20250303,202503,10:00,600,zero_dte,PUT,0.0374343605925464,-0.2999688687083486,0.0374343605925464,0.5,-0.3,-0.3,thr-999.000_maxday3,202503,600,forcedmax3_d50,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,1623,1,fallback,18,1,0,18,False,fallback_volume_pace,fallback,50,0.5,1998,7,7,7,7,29,7,30,22,43,22,179,23,22.0,622.0,streakoff_dayloss0p3_lossesoff,False,SELECTED
SPXW,20250304,202503,10:00,600,zero_dte,PUT,0.6494679283930842,0.1854769369971351,0.6494679283930842,-0.3,0.5,0.5,thr0.411_maxday1,202503,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,612,0,primary,18,2,2,18,False,primary,primary,25,0.25,2003,10,18,15,18,16,18,16,22,16,22,18,141,18.0,618.0,streakoff_dayloss0p3_lossesoff,False,SELECTED
SPXW,20250305,202503,10:00,600,zero_dte,PUT,0.6344739855923771,0.1891294353221862,0.6344739855923771,-0.3,0.5,0.5,thr0.411_maxday1,202503,600,win_valthr_wr45_d25,C:\Users\Álvaro Schwiedop\Desktop\KriptaStudios\Gex-Dashboard-Live\research_papers\JEPA\results\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_2023_2026_spxw_v1\event_option_gate_trades.csv,613,0,primary,18,3,3,18,False,primary,primary,25,0.25,2006,16,2,17,2,18,21,19,21,72,21,171,9,2.0,602.0,streakoff_dayloss0p3_lossesoff,False,SELECTED
