feature,median
dte_days,0.0
minute,755.0
spot,549.97998046875
underlying_volume,60.0
dist_ib_high_bps,-11.106089881879873
dist_ib_low_bps,38.05603942812456
dist_fib_127_up_bps,-28.753157408917787
dist_fib_161_up_bps,-50.267117588758865
dist_fib_200_up_bps,-75.43307086614173
dist_fib_127_dn_bps,50.482767927022785
dist_fib_161_dn_bps,71.45307153195839
dist_fib_200_dn_bps,98.31135821797226
nearest_level_abs_bps,6.263657372916794
ib_range_bps,61.869341857795554
ret_1m_bps,0.0
ret_5m_bps,0.20505091670619535
ret_15m_bps,0.5455706153001394
ret_30m_bps,0.9632301304973723
call_d15_available,1.0
call_d15_strike,552.0
call_d15_strike_bps,48.41722305976903
call_d15_abs_delta,0.14489999413490295
call_d15_iv,0.22460000216960907
call_d15_mid_bps,3.594914479822195
call_d15_spread_pct,0.05128207871351169
call_d15_theta_over_mid,-10.477600409913075
call_d15_vega,2.4086999893188477
call_d15_oi,4611.0
call_d15_volume,119.0
put_d15_available,1.0
put_d15_strike,547.0
put_d15_strike_bps,-60.526460527499104
put_d15_abs_delta,0.14730000495910645
put_d15_iv,0.29190000891685486
put_d15_mid_bps,4.567087849039007
put_d15_spread_pct,0.04081634887304493
put_d15_theta_over_mid,-10.258241840476158
put_d15_vega,2.470400094985962
put_d15_oi,3826.0
put_d15_volume,98.0
call_d25_available,1.0
call_d25_strike,551.0
call_d25_strike_bps,32.34146333111809
call_d25_abs_delta,0.2451999932527542
call_d25_iv,0.226500004529953
call_d25_mid_bps,6.937857469978105
call_d25_spread_pct,0.02898547970379774
call_d25_theta_over_mid,-7.493333267736687
call_d25_vega,3.3345999717712402
call_d25_oi,4381.0
call_d25_volume,240.0
put_d25_available,1.0
put_d25_strike,548.0
put_d25_strike_bps,-36.77071748747651
put_d25_abs_delta,0.24639999866485596
put_d25_iv,0.2685000002384186
put_d25_mid_bps,8.00452757480705
put_d25_spread_pct,0.02531650726888082
put_d25_theta_over_mid,-7.354493097479769
put_d25_vega,3.366499900817871
put_d25_oi,3542.0
put_d25_volume,209.0
call_d35_available,1.0
call_d35_strike,551.0
call_d35_strike_bps,19.280241207695337
call_d35_abs_delta,0.34599998593330383
call_d35_iv,0.2303999960422516
call_d35_mid_bps,11.085674926276372
call_d35_spread_pct,0.019417457749564656
call_d35_theta_over_mid,-5.525084639857878
call_d35_vega,3.9196999073028564
call_d35_oi,4345.0
call_d35_volume,377.0
put_d35_available,1.0
put_d35_strike,549.0
put_d35_strike_bps,-20.584602717167442
put_d35_abs_delta,0.34700000286102295
put_d35_iv,0.25429999828338623
put_d35_mid_bps,12.06090698076928
put_d35_spread_pct,0.01812687124373683
