ticker,month,deploy_config,val_months,train_rows,val_rows,test_rows,val_score,abstained_invalid_val,val_trades,val_win_rate,val_profit_factor,val_pnl_return,val_avg_return,val_max_drawdown,val_call_rate,val_days_with_trades,val_daily_win_rate,val_median_daily_return,val_daily_max_drawdown,val_top5_day_return,val_top5_share_of_pnl,val_min_month_trades,val_positive_month_rate,test_trades,test_win_rate,test_profit_factor,test_pnl_return,test_avg_return,test_max_drawdown,test_call_rate,test_days_with_trades,test_daily_win_rate,test_median_daily_return,test_daily_max_drawdown,test_top5_day_return,test_top5_share_of_pnl,test_min_month_trades,test_positive_month_rate,source_stream,role,source_dir,test_month,train_months,train_month_max,first_val_month,val_month_max
SPXW,202601,thr0.412_maxday1,"202507,202508,202509,202510,202511,202512",46091,2411,380,9.025476123789474,False,121,0.6198347107438017,2.6839816924909154,23.23894735637464,0.19205741616838545,-1.8610526436253654,0.24793388429752067,121,0.6198347107438017,0.5,-1.8610526436253654,2.5,0.10757802243199405,18,1.0,19,0.47368421052631576,1.5000000000000002,1.5,0.07894736842105263,-1.3000000000000003,0.2631578947368421,19,0.47368421052631576,-0.3,-1.3000000000000003,2.5,1.6666666666666667,19,1.0,win_valthr_wr45_d25,primary,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fullmayjun_spxw_v1,202601,,,,
SPXW,202602,thr-999.000_maxday1,"202508,202509,202510,202511,202512,202601",47326,2380,361,6.300216661230052,False,126,0.47619047619047616,1.5151515151515151,10.199999999999996,0.08095238095238091,-2.4999999999999982,0.18253968253968253,126,0.47619047619047616,-0.3,-2.4999999999999982,2.5,0.24509803921568638,19,0.8333333333333334,19,0.5263157894736842,1.851851851851852,2.3000000000000003,0.12105263157894738,-0.6999999999999993,0.21052631578947367,19,0.5263157894736842,0.5,-0.6999999999999993,2.5,1.0869565217391304,19,1.0,win_valthr_wr45_d25,primary,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fullmayjun_spxw_v1,202602,,,,
SPXW,202603,thr0.385_maxday1,"202509,202510,202511,202512,202601,202602",48523,2342,418,8.994446185097743,False,124,0.6048387096774194,2.5510204081632653,22.800000000000004,0.1838709677419355,-1.3000000000000043,0.6532258064516129,124,0.6048387096774194,0.5,-1.3000000000000043,2.5,0.10964912280701752,19,1.0,22,0.5454545454545454,2.0000000000000004,3.000000000000001,0.1363636363636364,-0.8999999999999995,0.45454545454545453,22,0.5454545454545454,0.5,-0.8999999999999995,2.5,0.833333333333333,22,1.0,win_valthr_wr45_d25,primary,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fullmayjun_spxw_v1,202603,,,,
SPXW,202604,thr0.445_maxday1,"202510,202511,202512,202601,202602,202603",49720,2361,399,9.160097158647861,False,123,0.6178861788617886,2.695035460992907,23.899999999999995,0.19430894308943086,-1.600000000000005,0.23577235772357724,123,0.6178861788617886,0.5,-1.600000000000005,2.5,0.10460251046025107,19,1.0,18,0.6666666666666666,3.333333333333333,4.2,0.23333333333333334,-0.5999999999999996,0.2777777777777778,18,0.6666666666666666,0.5,-0.5999999999999996,2.5,0.5952380952380952,18,1.0,win_valthr_wr45_d25,primary,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fullmayjun_spxw_v1,202604,,,,
SPXW,202605,thr0.406_maxday1,"202511,202512,202601,202602,202603,202604",51029,2323,380,8.994638569606572,False,121,0.6115702479338843,2.624113475177304,22.900000000000002,0.18925619834710747,-1.6000000000000032,0.3305785123966942,121,0.6115702479338843,0.5,-1.6000000000000032,2.5,0.10917030567685589,18,1.0,20,0.55,2.037037037037037,2.8000000000000007,0.14000000000000004,-0.8999999999999995,0.4,20,0.55,0.5,-0.8999999999999995,2.5,0.8928571428571427,20,1.0,win_valthr_wr45_d25,primary,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fullmayjun_spxw_v1,202605,,,,
SPXW,202606,thr0.398_maxday1,"202512,202601,202602,202603,202604,202605",52091,2349,399,9.127789032782365,False,120,0.6166666666666667,2.681159420289854,23.200000000000003,0.19333333333333336,-1.299999999999999,0.26666666666666666,120,0.6166666666666667,0.5,-1.299999999999999,2.5,0.10775862068965517,18,1.0,21,0.42857142857142855,1.2500000000000002,0.9,0.04285714285714286,-1.5000000000000002,0.19047619047619047,21,0.42857142857142855,-0.3,-1.5000000000000002,2.5,2.7777777777777777,21,1.0,win_valthr_wr45_d25,primary,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_win_valthr_wr45_d25_physctx_wf2026_fullmayjun_spxw_v1,202606,,,,
SPXW,202601,thr-999.000_maxday3,"202507,202508,202509,202510,202511,202512",46091,2411,380,5.973246563784575,False,384,0.4088541666666667,1.1409795312344047,9.571633824650155,0.024926129751693112,-3.8999999999999986,0.028645833333333332,128,0.390625,-0.09999999999999998,-3.5999999999999996,7.5,0.7835652864911102,57,0.8333333333333334,60,0.35,0.9119806560284524,-1.0134020996958664,-0.016890034994931104,-4.6,0.05,20,0.25,-0.09999999999999998,-4.3999999999999995,4.486597900304134,-4.427263276492731,60,0.0,forcedmax3_d50,fallback,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_wf2026_fullmayjun_spxw_v1,202601,,,,
SPXW,202602,thr-999.000_maxday3,"202508,202509,202510,202511,202512,202601",47326,2380,361,5.15992969031167,False,378,0.3994708994708995,1.0998155753707204,6.758231724954289,0.01787891990728648,-5.399999999999999,0.010582010582010581,126,0.373015873015873,-0.09999999999999998,-5.199999999999999,7.5,1.1097577451076122,57,0.6666666666666666,57,0.3157894736842105,0.7692307692307689,-2.6999999999999993,-0.04736842105263157,-3.6999999999999997,0.0,19,0.2631578947368421,-0.09999999999999998,-3.1999999999999997,4.300000000000001,-1.5925925925925932,57,0.0,forcedmax3_d50,fallback,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_wf2026_fullmayjun_spxw_v1,202602,,,,
SPXW,202603,thr-999.000_maxday3,"202509,202510,202511,202512,202601,202602",48523,2342,418,6.705873831422044,False,372,0.4274193548387097,1.2434581852864262,15.437746849505253,0.041499319487917345,-3.8000000000000003,0.6586021505376344,124,0.3790322580645161,-0.09999999999999998,-3.3999999999999995,7.5,0.48582219109522184,57,0.8333333333333334,66,0.5606060606060606,2.126436781609195,9.799999999999999,0.14848484848484847,-1.0000000000000036,0.6666666666666666,22,0.5454545454545454,0.7,-1.0,6.7,0.6836734693877552,66,1.0,forcedmax3_d50,fallback,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_wf2026_fullmayjun_spxw_v1,202603,,,,
SPXW,202604,thr-999.000_maxday3,"202510,202511,202512,202601,202602,202603",49720,2361,399,5.9247120910348325,False,375,0.424,1.2282420621897385,14.687718447700734,0.039167249193868624,-6.413402099695884,0.25066666666666665,125,0.432,-0.09999999999999998,-5.913402099695867,7.5,0.5106307032440478,57,0.6666666666666666,63,0.3492063492063492,0.8943089430894309,-1.3000000000000003,-0.020634920634920638,-4.7,0.1746031746031746,21,0.38095238095238093,-0.09999999999999998,-4.3999999999999995,3.5,-2.6923076923076916,63,0.0,forcedmax3_d50,fallback,research_papers\JEPA\results\_diagnostics\event_option_gate_dense15_zero_dte_return_forcedmax3_d50_physctx_wf2026_fullmayjun_spxw_v1,202604,,,,
