ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,entry_minute,source_stream,source_file,_source_order,_priority,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode
QQQ,20260102,202601,10:00,600,zero_dte,PUT,0.6233219849646991,0.2282229835053737,0.6233219849646991,-0.3,0.5,0.5,thr0.406_maxday1,202601,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_dense15_backfill18_wf2026_fullmayjun_qqq_v1\monthly_volume_backfill_trades.csv,0,0,2,0,18,False,primary
SPXW,20260102,202601,10:00,600,zero_dte,PUT,0.6879734757402601,0.1861560744204235,0.6879734757402601,-0.3,0.5,0.5,thr0.412_maxday1,202601,600,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_dense15_backfill18_wf2026_fullmayjun_spxw_v1\monthly_volume_backfill_trades.csv,0,0,2,0,18,False,primary
SPY,20260102,202601,10:00,600,zero_dte,PUT,0.6860588802294576,0.1817103029689686,0.6860588802294576,-0.3,0.5,0.5,thr-999.000_maxday1,202601,600,win_no_scorethr_d25,research_papers\JEPA\results\_diagnostics\event_option_dense15_backfill19_no_scorethr_d25_wf2026_fullmayjun_spy_v1\monthly_volume_backfill_trades.csv,0,0,2,0,19,False,primary
QQQ,20260102,202601,10:30,630,zero_dte,PUT,-0.145484147642381,-0.3000000119209289,-0.145484147642381,0.5,-0.3,-0.3,thr-999.000_maxday3,202601,630,forcedmax3_d50,research_papers\JEPA\results\_diagnostics\event_option_dense15_backfill18_wf2026_fullmayjun_qqq_v1\monthly_volume_backfill_trades.csv,1,1,2,1,18,False,fallback_volume_pace
SPXW,20260102,202601,10:30,630,zero_dte,PUT,-0.1607046211827649,-0.3000000119209289,-0.1607046211827649,0.5,-0.3,-0.3,thr-999.000_maxday3,202601,630,forcedmax3_d50,research_papers\JEPA\results\_diagnostics\event_option_dense15_backfill18_wf2026_fullmayjun_spxw_v1\monthly_volume_backfill_trades.csv,1,1,2,1,18,False,fallback_volume_pace
SPY,20260102,202601,10:30,630,zero_dte,PUT,-0.1547606190931826,-0.3000000119209289,-0.1547606190931826,0.5,-0.3,-0.3,thr-999.000_maxday3,202601,630,forcedmax3_d50,research_papers\JEPA\results\_diagnostics\event_option_dense15_backfill19_no_scorethr_d25_wf2026_fullmayjun_spy_v1\monthly_volume_backfill_trades.csv,1,1,2,1,19,False,fallback_volume_pace
QQQ,20260105,202601,10:00,600,zero_dte,PUT,-0.1994925764427451,-0.3000000119209289,-0.1994925764427451,0.5,-0.3,-0.3,thr-999.000_maxday3,202601,600,forcedmax3_d50,research_papers\JEPA\results\_diagnostics\event_option_dense15_backfill18_wf2026_fullmayjun_qqq_v1\monthly_volume_backfill_trades.csv,3,1,3,2,18,False,fallback_volume_pace
SPXW,20260105,202601,10:00,600,zero_dte,PUT,-0.1702461836783724,-0.3000000119209289,-0.1702461836783724,0.5,-0.3,-0.3,thr-999.000_maxday3,202601,600,forcedmax3_d50,research_papers\JEPA\results\_diagnostics\event_option_dense15_backfill18_wf2026_fullmayjun_spxw_v1\monthly_volume_backfill_trades.csv,3,1,3,2,18,False,fallback_volume_pace
SPY,20260105,202601,10:00,600,zero_dte,CALL,0.3275443631058165,0.3275443631058165,0.2014187482971648,0.5,-0.3,0.5,thr-999.000_maxday1,202601,600,win_no_scorethr_d25,research_papers\JEPA\results\_diagnostics\event_option_dense15_backfill19_no_scorethr_d25_wf2026_fullmayjun_spy_v1\monthly_volume_backfill_trades.csv,1,0,3,2,19,False,primary
QQQ,20260105,202601,11:00,660,zero_dte,PUT,0.4125007218460794,0.347068387777029,0.4125007218460794,0.5,-0.3,-0.3,thr0.406_maxday1,202601,660,win_valthr_wr45_d25,research_papers\JEPA\results\_diagnostics\event_option_dense15_backfill18_wf2026_fullmayjun_qqq_v1\monthly_volume_backfill_trades.csv,1,0,3,3,18,False,primary
