ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month
QQQ,20260102,202601,10:00,600,zero_dte,PUT,0.6233219849646991,0.22822298350537373,0.6233219849646991,-0.3,0.5,0.5,thr0.406_maxday1,202601
QQQ,20260105,202601,11:00,660,zero_dte,PUT,0.4125007218460794,0.34706838777702903,0.4125007218460794,0.5,-0.3,-0.3,thr0.406_maxday1,202601
QQQ,20260106,202601,10:00,600,zero_dte,PUT,0.5867096465067737,0.19094016324787358,0.5867096465067737,-0.3,-0.3,-0.3,thr0.406_maxday1,202601
QQQ,20260107,202601,10:00,600,zero_dte,PUT,0.5460082247699899,0.2685290773132784,0.5460082247699899,0.5,-0.3,-0.3,thr0.406_maxday1,202601
QQQ,20260108,202601,10:00,600,zero_dte,CALL,0.42050862875439254,0.42050862875439254,0.2027880408564477,0.5,-0.3,0.5,thr0.406_maxday1,202601
QQQ,20260109,202601,10:00,600,zero_dte,CALL,0.4189627559986378,0.4189627559986378,0.35259937052516693,-0.3,-0.3,-0.3,thr0.406_maxday1,202601
QQQ,20260112,202601,10:15,615,zero_dte,PUT,0.4079012450227018,0.26777240994607165,0.4079012450227018,-0.3,-0.3,-0.3,thr0.406_maxday1,202601
QQQ,20260113,202601,10:00,600,zero_dte,PUT,0.6125189269533512,0.3252389918885252,0.6125189269533512,-0.3,0.5,0.5,thr0.406_maxday1,202601
QQQ,20260114,202601,10:00,600,zero_dte,CALL,0.419140075440249,0.419140075440249,0.19006991800025652,0.5,-0.3,0.5,thr0.406_maxday1,202601
QQQ,20260116,202601,10:15,615,zero_dte,PUT,0.41668946077061203,0.35545536841695924,0.41668946077061203,-0.3,0.5,0.5,thr0.406_maxday1,202601
QQQ,20260120,202601,10:00,600,zero_dte,PUT,0.5867069858017973,0.31713205829588376,0.5867069858017973,-0.3,-0.3,-0.3,thr0.406_maxday1,202601
QQQ,20260121,202601,10:30,630,zero_dte,PUT,0.43269728097542304,0.28872053446761925,0.43269728097542304,0.5,-0.3,-0.3,thr0.406_maxday1,202601
QQQ,20260122,202601,10:00,600,zero_dte,CALL,0.5334913876064281,0.5334913876064281,0.19122756153175569,0.5,-0.3,0.5,thr0.406_maxday1,202601
QQQ,20260123,202601,10:30,630,zero_dte,PUT,0.4707224029948061,0.25027860537578966,0.4707224029948061,0.5,-0.3,-0.3,thr0.406_maxday1,202601
QQQ,20260126,202601,11:15,675,zero_dte,PUT,0.4384107891020131,0.26291348804762404,0.4384107891020131,-0.3,-0.3,-0.3,thr0.406_maxday1,202601
QQQ,20260127,202601,10:00,600,zero_dte,PUT,0.530128025383436,0.1646559914762608,0.530128025383436,-0.3,-0.3,-0.3,thr0.406_maxday1,202601
QQQ,20260128,202601,10:00,600,zero_dte,PUT,0.5691516754272118,0.20869912601466453,0.5691516754272118,-0.3,0.5,0.5,thr0.406_maxday1,202601
QQQ,20260129,202601,10:00,600,zero_dte,PUT,0.5007864373946365,0.3468110447645404,0.5007864373946365,-0.3,0.5,0.5,thr0.406_maxday1,202601
QQQ,20260130,202601,10:15,615,zero_dte,PUT,0.5074486749390649,0.26064721831840526,0.5074486749390649,-0.3,0.5,0.5,thr0.406_maxday1,202601
