feature,importance
ib_range_bps,14094.795726180077
oi_diff,8595.82448720932
dist_ib_low_bps,4580.728545665741
dist_ib_high_bps,4419.271008372307
iv_diff,3981.4981377124786
minute,2912.600742816925
nearest_level_abs_bps,2031.7910870313644
ret_30m_bps,1971.4170590639114
spread_pct_diff,1543.9327555894852
ret_15m_bps,1538.1611409187317
iv_diff_chg_25m,1371.8843713998795
iv_diff_chg_5m,1106.9187421798706
ret_5m_bps,1099.9735026359558
iv_diff_chg_15m,1087.8107923269272
spread_pct_diff_chg_25m,1022.6937909126282
volume_diff,993.0679811239243
ret_1m_bps,965.6697527170181
abs_delta_diff,927.7510590553284
vega_diff,880.1272237300873
volume_diff_chg_5m,870.8171193599701
spread_pct_diff_chg_5m,843.4029601812363
volume_diff_chg_15m,778.2838387489319
volume_diff_chg_25m,765.2448505163193
spread_pct_diff_chg_15m,739.5539313554764
vega_diff_chg_25m,707.0052036046982
abs_delta_diff_chg_15m,677.8960993289948
vega_diff_chg_5m,653.2333790063858
abs_delta_diff_chg_25m,573.9668478965759
abs_delta_diff_chg_5m,556.2441688776016
vega_diff_chg_15m,534.921478509903
