feature,importance
ib_range_bps,8063.31858754158
oi_diff,4947.346209287643
dist_ib_high_bps,3501.256417274475
dist_ib_low_bps,2826.9758443832397
iv_diff,2493.3683701753616
minute,2318.22418487072
nearest_level_abs_bps,2234.991436123848
ret_30m_bps,2162.1635110378265
iv_diff_chg_25m,1538.4558811187744
ret_1m_bps,1513.8037835359573
ret_15m_bps,1503.5211219787598
spread_pct_diff,1481.9182106256485
ret_5m_bps,1335.771500468254
iv_diff_chg_5m,1302.6012650728226
volume_diff_chg_25m,1197.3953009843826
volume_diff_chg_5m,1192.822019815445
volume_diff,1180.6266906261444
iv_diff_chg_15m,1157.4344725608826
volume_diff_chg_15m,1144.285122871399
spread_pct_diff_chg_25m,1137.37478017807
abs_delta_diff,1136.5583239793777
spread_pct_diff_chg_5m,1113.195247411728
spread_pct_diff_chg_15m,1072.0450993776321
vega_diff,1049.7743000984192
abs_delta_diff_chg_5m,966.5739723443985
abs_delta_diff_chg_25m,893.3251597881317
abs_delta_diff_chg_15m,859.1737132072449
vega_diff_chg_5m,844.8067502975464
vega_diff_chg_15m,796.1307804584503
vega_diff_chg_25m,761.4267280101776
