ticker,month,sessions,candidate_rows,active_rows,active_volume,valid_quote_rows,valid_quote_volume,quote_row_coverage,quote_volume_coverage,price_volume_coverage,signable_volume_coverage,greeks_subminute_rows,unmatched_active_rows,zero_count_active_rows,nonpositive_close_active_rows,nonpositive_close_active_volume
QQQ,202409,20,94,169661,24650607.0,162887,24257099.0,0.9600733226846476,0.9840365797077533,1.0,0.9840365797077533,0,0,0,0,0.0
QQQ,202410,23,122,170622,29369184.0,161253,28842509.0,0.9450891444245173,0.9820670877338642,1.0,0.9820670877338642,0,0,0,0,0.0
QQQ,202411,20,92,141239,28028301.0,133011,27545367.0,0.9417441358265068,0.9827697725952066,1.0,0.9827697725952066,0,0,0,0,0.0
QQQ,202412,21,100,147280,26403774.0,138721,26025352.0,0.9418862031504617,0.9856678821747225,1.0,0.9856678821747225,0,0,0,0,0.0
QQQ,202501,20,67,170865,27864426.0,161097,27530038.0,0.9428320603985603,0.9879994656986654,1.0,0.9879994656986654,0,0,0,0,0.0
QQQ,202502,19,78,157068,24874229.0,148472,24571059.0,0.9452721114421779,0.9878118835361691,1.0,0.9878118835361691,0,0,0,0,0.0
QQQ,202503,21,59,224738,34341344.0,214453,34050994.0,0.9542355987861421,0.9915451765661821,1.0,0.9915451765661821,0,0,0,0,0.0
QQQ,202504,21,48,311756,31022079.0,303382,30843674.0,0.9731392499262244,0.9942490959422803,1.0,0.9942490959422803,0,0,0,0,0.0
QQQ,202505,21,54,201743,26918432.0,194961,26749069.0,0.9663829723955726,0.9937082888037461,1.0,0.9937082888037461,0,0,0,0,0.0
QQQ,202506,20,98,164402,23547803.0,157886,23394731.0,0.9603654456758434,0.9934995209531862,1.0,0.9934995209531862,0,0,0,0,0.0
QQQ,202507,22,97,154563,26810668.0,146945,26595087.0,0.9507126543868843,0.9919591335807075,0.9999925775814313,0.9919587978934356,0,0,0,16,199.0
QQQ,202508,21,79,178814,27996596.0,170829,27703452.0,0.9553446598141085,0.9895292984904308,1.0,0.9895292984904308,0,0,0,0,0.0
QQQ,202509,21,75,171053,28164405.0,161259,27822900.0,0.9427428925537699,0.9878745885098584,1.0,0.9878745885098584,0,0,0,0,0.0
QQQ,202510,23,82,231200,36430411.0,219426,35982990.0,0.9490743944636678,0.9877184750948871,0.9999774089839393,0.9877173771111174,0,0,0,30,823.0
QQQ,202511,19,54,233657,37457165.0,222483,37103919.0,0.9521777648433387,0.9905693343316292,1.0,0.9905693343316292,0,0,0,0,0.0
QQQ,202512,22,79,202610,40591568.0,191983,40236966.0,0.9475494792951976,0.9912641462877216,1.0,0.9912641462877216,0,0,0,0,0.0
SPXW,202208,23,115,270829,11985300.0,244851,11610422.0,0.9040796960443674,0.9687218509340609,0.9991913427281753,0.9683466413022619,0,0,0,868,9692.0
SPXW,202209,21,44,313958,13596088.0,289760,13222905.0,0.9229259964708655,0.9725521782442126,0.9991297496750536,0.9721183034414017,0,0,0,870,11832.0
SPXW,202210,21,35,315723,14017146.0,292958,13648636.0,0.9278956553687885,0.9737100548142967,0.9988850084032798,0.9732422705734819,0,0,0,843,15629.0
SPXW,202211,21,61,276883,12937638.0,255065,12560139.0,0.9212013738654955,0.9708216445691246,0.9993631758749163,0.9703737266416018,0,0,0,761,8239.0
SPXW,202212,21,65,274684,12440987.0,253265,12114438.0,0.9220231247542631,0.9737521629111903,0.9979478316310434,0.9717639766041071,0,0,0,182,25531.0
SPXW,202301,20,37,246479,12369392.0,223133,12020216.0,0.9052819915692615,0.9717709649754814,0.9990542784964693,0.9717353124551312,0,0,0,40,11698.0
SPXW,202302,19,35,254031,11221826.0,232869,10887661.0,0.9166952064905465,0.9702218694176866,0.9998646387851674,0.9701148458370322,0,0,0,7,1519.0
SPXW,202303,23,40,326796,14896818.0,301044,14481397.0,0.9211985458818346,0.9721134406018789,0.9999832178925727,0.9720966584944516,0,0,0,3,250.0
SPXW,202304,19,81,210210,12478813.0,186800,12046462.0,0.88863517434946,0.9653531950514844,0.9995090879236671,0.9653371678860801,0,0,0,6,6126.0
SPXW,202305,22,95,258850,14589182.0,233720,14132451.0,0.9029167471508596,0.9686938582300227,0.9999280288641269,0.968624286132012,0,0,0,2,1050.0
SPXW,202306,21,133,232991,14150923.0,210010,13729713.0,0.901365288787979,0.9702344504312546,0.9998768984892363,0.9701912730356882,0,0,0,17,1742.0
SPXW,202307,20,87,195221,12370583.0,173791,11951208.0,0.8902269735325605,0.966099010855026,0.999623784909733,0.9657376697605925,0,0,0,7,4654.0
SPXW,202308,23,89,267768,18193048.0,241321,17656958.0,0.9012316632308566,0.9705332498435666,0.9999134284700397,0.9704535490699524,0,0,0,4,1575.0
SPXW,202309,20,117,219511,14954706.0,197033,14488214.0,0.8975996647092856,0.9688063409604977,0.9998222633062797,0.9686286042667773,0,0,0,7,2658.0
SPXW,202310,22,131,287408,20323328.0,261363,19752101.0,0.9093796971552636,0.9718930383842647,0.9993535507570414,0.9713216752689323,0,0,0,230,13138.0
SPXW,202311,21,97,217779,15243865.0,194701,14751877.0,0.8940301865652794,0.9677255079338475,0.9997937530934576,0.9675228690361664,0,0,0,6,3144.0
SPXW,202312,20,125,207899,14772688.0,186908,14281663.0,0.8990327033800066,0.9667612962515691,0.9986664579932915,0.9654277542448605,0,0,0,6,19700.0
SPXW,202401,21,129,228943,17669863.0,206571,17115925.0,0.9022813538741083,0.9686506907269173,0.9997792852157371,0.9684299759426545,0,0,0,3,3900.0
SPXW,202402,20,111,228051,16186172.0,207871,15697531.0,0.9115110216574362,0.9698112067510465,0.9997885849724073,0.9696211062133777,0,0,0,7,3422.0
SPXW,202403,20,88,227791,15011906.0,207754,14561510.0,0.9120377890259054,0.9699974140525527,0.9987052277039304,0.9688225465840247,0,0,0,5,19437.0
SPXW,202404,22,67,305234,19447138.0,282241,18911239.0,0.9246709082212335,0.9724432973119232,0.9997894291694747,0.9722327264813979,0,0,0,4,4095.0
SPXW,202405,22,85,245841,14908735.0,224699,14401961.0,0.9140013260603398,0.9660082495262006,0.9995903072930065,0.9656119717735945,0,0,0,6,6108.0
SPXW,202406,19,105,223250,14480176.0,205150,13999557.0,0.9189249720044793,0.966808483543294,0.9987762579681352,0.9656261774718761,0,0,0,6,17720.0
SPXW,202407,22,106,284893,18433203.0,263831,17763705.0,0.9260704896224197,0.9636797793633586,0.9997694377911425,0.963449217154501,0,0,0,3,4250.0
SPXW,202408,22,73,360308,17639531.0,338271,17079750.0,0.9388384382250741,0.9682655394862822,0.9998424561287939,0.9681079956150762,0,0,0,3,2779.0
SPXW,202409,20,80,295973,15808307.0,274056,15215100.0,0.9259493264588324,0.9624749822988635,0.9987506568540199,0.9612256391528834,0,0,0,3,19750.0
SPXW,202410,23,96,314923,20467768.0,286487,19820941.0,0.9097049119943605,0.9683977754682387,0.9996442210992424,0.9680508885971347,0,0,0,3,7282.0
SPXW,202411,20,66,265255,17473235.0,241695,16856466.0,0.911179808109178,0.9647020714824702,0.9990814522897449,0.9643615506802261,0,0,0,5,16050.0
SPXW,202412,21,150,281549,18147396.0,257289,17538982.0,0.9138338264387371,0.966473757447074,0.998746982762706,0.9652730342138344,0,0,0,5,22739.0
SPXW,202501,20,85,317899,19444826.0,294280,18887179.0,0.9257028175615526,0.9713215741812243,0.9996517839758504,0.9710760075713715,0,0,0,6,6771.0
SPXW,202502,19,70,306575,20617180.0,281773,19971046.0,0.9190997308978227,0.9686604084554725,0.9998787419035969,0.9685391503590695,0,192,0,1,2500.0
SPXW,202503,21,46,458889,24679872.0,434119,23935806.0,0.9460218048373354,0.9698513023082129,0.9990138522598496,0.9689057949733288,0,0,0,15,24338.0
SPXW,202504,21,52,667052,23006579.0,646334,22619242.0,0.968940952129669,0.9831640766756327,0.9997462899634056,0.9829451393012407,0,0,0,19,5837.0
SPXW,202505,21,58,422596,23729151.0,402496,23254246.0,0.9524368427528893,0.9799864310358175,0.999849552139476,0.9798359831752935,0,0,0,3,3570.0
SPXW,202506,20,76,359446,23837958.0,334963,23232334.0,0.9318868480940113,0.9745941326014586,0.999984352686585,0.9745866655189174,0,0,0,6,373.0
SPXW,202507,22,121,337112,26538445.0,308158,25779047.0,0.914111630556017,0.9713849850660052,0.9998460346866593,0.9712343356967599,0,0,0,20,4086.0
SPXW,202508,21,94,351319,26961118.0,322201,26184867.0,0.9171180607937516,0.9712085010718028,0.9998979270815105,0.971117555288323,0,0,0,5,2752.0
SPXW,202509,21,110,350204,28559651.0,321325,27781109.0,0.9175366357894256,0.9727397929337441,0.9993999226391107,0.9721397155728548,0,0,0,7,17138.0
SPXW,202510,23,85,456182,34023249.0,423806,33119529.0,0.9290283264135806,0.9734381628280121,0.9993299287789946,0.9729721285583278,0,0,0,107,22798.0
SPXW,202511,19,70,416499,30347831.0,389880,29695253.0,0.9360886820856713,0.9784967169482393,0.9996994842893385,0.9784269261285922,0,0,0,17,9120.0
SPXW,202512,22,122,370462,30843209.0,337169,30028476.0,0.9101311335575578,0.9735846876373986,0.999029932326432,0.972689320362223,0,0,0,22,29920.0
SPY,202208,14,56,114200,24403061.0,104655,24237366.0,0.9164185639229422,0.9932100731133688,0.9991019159440695,0.9925646212989427,0,0,0,2321,21916.0
SPY,202209,13,22,145720,28715613.0,135909,28474346.0,0.9326722481471315,0.9915980550371674,0.9986984084233201,0.9905120952841926,0,0,0,2480,37376.0
SPY,202210,13,22,126890,27482427.0,116795,27278446.0,0.9204429033020727,0.9925777661485283,0.9990049641540029,0.9917935195461449,0,0,0,2761,27346.0
SPY,202211,17,68,136000,29680958.0,124686,29408580.0,0.9168088235294117,0.9908231398730458,0.9990726377497654,0.9901401430506387,0,0,0,2903,27525.0
SPY,202212,21,90,172491,39730656.0,158106,39397780.0,0.9166043445744996,0.9916216837698325,0.9995939659289794,0.9912747728101947,0,0,0,953,16132.0
SPY,202301,20,91,150649,42339367.0,137072,41905191.0,0.9098766005748462,0.9897453355880356,1.0,0.9897453355880356,0,0,0,0,0.0
SPY,202302,19,60,150211,41785651.0,137904,41430906.0,0.9180685835258403,0.9915103632105672,1.0,0.9915103632105672,0,0,0,0,0.0
SPY,202303,23,101,197476,54081025.0,183371,53654275.0,0.9285735988170715,0.9921090622820111,1.0,0.9921090622820111,0,0,0,0,0.0
SPY,202304,19,87,126311,39490711.0,115571,39183458.0,0.9149717760131738,0.9922196133667991,1.0,0.9922196133667991,0,0,0,0,0.0
SPY,202305,22,101,152185,46915449.0,140130,46587498.0,0.9207871997897296,0.9930097439758063,1.0,0.9930097439758063,0,0,0,0,0.0
SPY,202306,21,128,135368,43332600.0,124950,42994889.0,0.9230394184740854,0.9922065373414012,0.9999995153764141,0.9922063988775195,0,0,0,3,21.0
SPY,202307,20,98,128108,35072378.0,117857,34794440.0,0.9199815780435258,0.9920753021081148,1.0,0.9920753021081148,0,0,0,0,0.0
SPY,202308,23,111,178896,52524380.0,164039,51972022.0,0.916951748501923,0.9894837787709251,1.0,0.9894837787709251,0,0,0,0,0.0
SPY,202309,20,98,128453,40643468.0,114312,40231749.0,0.8899130421243567,0.9898699835358538,0.9999999753958004,0.9898699835358538,0,0,0,1,1.0
SPY,202310,22,126,165535,57839295.0,149124,57178180.0,0.9008608451384903,0.9885697949810764,0.9999691040494183,0.9885437054514582,0,0,0,70,1787.0
SPY,202311,21,125,129488,39534140.0,117710,39131367.0,0.909041764487829,0.9898120206990717,1.0,0.9898120206990717,0,0,0,0,0.0
SPY,202312,20,92,114636,36629697.0,104140,36168952.0,0.9084406294706724,0.9874215448738219,0.9999665571899216,0.9873881020637435,0,0,0,1,1225.0
SPY,202401,21,107,128504,46462541.0,115868,45999665.0,0.9016684305546909,0.9900376520517894,1.0,0.9900376520517894,0,0,0,0,0.0
SPY,202402,20,134,131137,45106379.0,120422,44742221.0,0.9182915576839489,0.9919266851369293,1.0,0.9919266851369293,0,0,0,0,0.0
SPY,202403,20,120,129486,41373149.0,119216,41019900.0,0.9206864062524134,0.9914618778473933,1.0,0.9914618778473933,0,0,0,0,0.0
SPY,202404,22,87,176152,55060724.0,164969,54681582.0,0.9365150551796176,0.9931141116124808,1.0,0.9931141116124808,0,0,0,0,0.0
SPY,202405,22,91,143724,42944474.0,133954,42660238.0,0.9320224875455735,0.9933813137401567,1.0,0.9933813137401567,0,0,0,0,0.0
SPY,202406,19,122,123386,41750696.0,115091,41479022.0,0.9327719514369539,0.9934929468002163,1.0,0.9934929468002163,0,0,0,0,0.0
SPY,202407,22,101,160593,55700784.0,151081,55379337.0,0.9407695229555461,0.9942290399359549,1.0,0.9942290399359549,0,0,0,0,0.0
SPY,202408,22,99,214157,54394144.0,204089,54070174.0,0.9529877613152967,0.9940440279747761,1.0,0.9940440279747761,0,0,0,0,0.0
SPY,202409,20,107,172846,51484458.0,163344,51182057.0,0.945026208301031,0.9941263633386215,1.0,0.9941263633386215,0,0,0,0,0.0
SPY,202410,23,137,174322,52243513.0,162122,51848929.0,0.9300145707369122,0.9924472154083512,1.0,0.9924472154083512,0,0,0,0,0.0
SPY,202411,20,75,150838,48450619.0,139370,48141504.0,0.9239714130391546,0.9936199989519225,1.0,0.9936199989519225,0,0,0,0,0.0
SPY,202412,21,115,152102,47333944.0,141975,47055837.0,0.9334196788996857,0.9941245758012474,1.0,0.9941245758012474,0,0,0,0,0.0
SPY,202501,20,82,179318,58047444.0,168310,57734407.0,0.9386118515709522,0.9946072216375281,1.0,0.9946072216375281,0,0,0,0,0.0
SPY,202502,19,65,168260,52770614.0,157442,52459675.0,0.9357066444787828,0.9941077244240516,0.9999998484004753,0.9941075728245269,0,0,0,1,8.0
SPY,202503,21,84,255931,75878069.0,242765,75513518.0,0.9485564468548163,0.9951955683005059,0.999999934104807,0.995195502405313,0,0,0,1,5.0
SPY,202504,21,39,402574,78128666.0,390523,77691477.0,0.9700651308827694,0.9944042433797603,1.0,0.9944042433797603,0,0,0,0,0.0
SPY,202505,21,97,248116,65209365.0,240618,64813156.0,0.9697802640700317,0.9939240475658673,1.0,0.9939240475658673,0,0,0,0,0.0
SPY,202506,20,107,203877,59116449.0,194994,58558181.0,0.9564296119719242,0.9905564693170255,1.0,0.9905564693170255,0,0,0,0,0.0
SPY,202507,22,157,190226,57516706.0,180553,56719771.0,0.9491499584704509,0.9861442864965181,0.9999963488868782,0.9861436779776644,0,0,0,13,210.0
SPY,202508,21,117,198871,56605040.0,189189,56138474.0,0.9513151741581226,0.991757518411788,1.0,0.991757518411788,0,0,0,0,0.0
SPY,202509,21,154,190709,57336712.0,179978,56818241.0,0.9437310247549933,0.9909574340433055,1.0,0.9909574340433055,0,0,0,0,0.0
SPY,202510,23,142,250270,78809922.0,237109,78193743.0,0.9474127941822831,0.9921814540052457,0.9999901408353126,0.992176771853676,0,0,0,45,777.0
SPY,202511,19,89,233206,72233147.0,220531,71655697.0,0.9456489112630035,0.9920057477213335,1.0,0.9920057477213335,0,0,0,0,0.0
SPY,202512,22,151,207390,77751431.0,193891,77268937.0,0.9349100728096822,0.9937944036039671,1.0,0.9937944036039671,0,0,0,0,0.0
