ticker,year,feature,rows,missing_rate,zero_rate,distinct_values,minimum,maximum
QQQ,2023,local_signed_close_notional_w5m,887,0.0,0.0,887,-841849.0,1504957.0
QQQ,2023,local_buy_sell_close_notional_log_ratio_w5m,887,0.0,0.0,887,-13.643357130085946,14.091780003428845
QQQ,2023,local_signed_close_notional_ratio_w5m,887,0.0,0.0,833,-1.0,1.0
QQQ,2023,local_quote_row_coverage_w5m,887,0.0,0.0,3,0.3333333333333333,1.0
QQQ,2023,local_quote_volume_coverage_w5m,887,0.0,0.0,3,0.042153377348908075,1.0
QQQ,2023,local_price_volume_coverage_w5m,887,0.0,0.0,1,1.0,1.0
QQQ,2023,local_signable_volume_coverage_w5m,887,0.0,0.0,3,0.042153377348908075,1.0
QQQ,2023,local_count_volume_coverage_w5m,887,0.0,0.0,1,1.0,1.0
QQQ,2023,role_break_pressure_w5m,887,0.0,0.0,833,-1.0,1.0
QQQ,2023,surface_call_volume_w15m,887,0.0,0.0,862,4553.0,73715.0
QQQ,2023,surface_call_count_w15m,887,0.0,0.0,786,608.0,8674.0
QQQ,2023,surface_call_close_notional_w15m,887,0.0,0.0,874,160863.0,8714134.0
QQQ,2023,surface_call_signed_volume_w15m,887,0.0,0.0,864,-34986.0,44003.0
QQQ,2023,surface_call_signed_count_w15m,887,0.0,0.0,720,-3476.0,4540.0
QQQ,2023,surface_call_signed_close_notional_w15m,887,0.0,0.0,874,-1964322.0,3660899.0
QQQ,2023,surface_call_quote_row_coverage_w15m,887,0.0,0.0,653,0.5827814569536424,1.0
QQQ,2023,surface_call_quote_volume_coverage_w15m,887,0.0,0.0,867,0.5568939556893956,1.0
QQQ,2023,surface_call_price_volume_coverage_w15m,887,0.0,0.0,3,0.9979923997992399,1.0
QQQ,2023,surface_call_signable_volume_coverage_w15m,887,0.0,0.0,867,0.5550297555029755,1.0
QQQ,2023,surface_call_count_volume_coverage_w15m,887,0.0,0.0,1,1.0,1.0
QQQ,2023,surface_put_volume_w15m,887,0.0,0.0,866,4364.0,86863.0
QQQ,2023,surface_put_count_w15m,887,0.0,0.0,777,594.0,7783.0
QQQ,2023,surface_put_close_notional_w15m,887,0.0,0.0,874,223755.0,10415718.0
QQQ,2023,surface_put_signed_volume_w15m,887,0.0,0.0,862,-31917.0,40422.0
QQQ,2023,surface_put_signed_count_w15m,887,0.0,0.0,732,-3066.0,3703.0
QQQ,2023,surface_put_signed_close_notional_w15m,887,0.0,0.0,874,-2053867.0,4682827.0
QQQ,2023,surface_put_quote_row_coverage_w15m,887,0.0,0.0,634,0.5545454545454546,1.0
QQQ,2023,surface_put_quote_volume_coverage_w15m,887,0.0,0.0,870,0.6876188966391883,1.0
QQQ,2023,surface_put_price_volume_coverage_w15m,887,0.0,0.0,4,0.9901712111604312,1.0
QQQ,2023,surface_put_signable_volume_coverage_w15m,887,0.0,0.0,870,0.6831800887761572,1.0
