greeks_rows,greeks_parsed_rows,greeks_exact_minute_rows,greeks_subminute_rows,option_timestamp_fallback_used,ohlc_rows,greeks_required_window_minutes,ohlc_required_window_minutes,expected_required_window_minutes,option_market_close_minute,underlying_market_close_minute,last_scheduled_decision_minute,active_rows,active_volume,active_count,valid_quote_rows,valid_quote_volume,priced_active_rows,priced_active_volume,signable_rows,signable_volume,nonpositive_close_active_rows,nonpositive_close_active_volume,price_volume_coverage,signable_volume_coverage,quote_row_coverage,quote_volume_coverage,unmatched_active_rows,zero_count_active_rows,missing_count_active_rows,missing_count_active_volume,count_without_volume_rows,contiguous_quote_pairs,unchanged_contiguous_quote_pairs,unchanged_contiguous_quote_rate,underlying_rows,underlying_required_window_minutes,expected_underlying_required_window_minutes,underlying_timestamp_min,underlying_timestamp_max,underlying_min_research_tick_count,underlying_out_of_scope_invalid_rows,candidate_underlying_spot_max_bps,ticker,trade_date,candidate_rows,candidate_decisions
96186,96186,96186,0,False,45747,250,250,250,975,960,870,4968,442837.0,48887.0,4680,438547.0,4847,441742.0,4579,437699.0,121,1095.0,0.9975273068871843,0.9883975367911896,0.9420289855072463,0.9903124625991053,0,0,0,0.0,0,61254,29780,0.4861723316028341,391,390,390,2022-08-24 09:30:00,2022-08-24 16:00:00,60.0,0,7.745823894676334e-05,QQQ,20220824,1,1
114954,114954,114954,0,False,68034,250,250,250,975,960,870,7826,661549.0,70564.0,7212,655028.0,7694,660148.0,7113,654005.0,132,1401.0,0.9978822430386864,0.9885964607308,0.9215435727063634,0.9901428314455921,0,0,0,0.0,0,73206,34249,0.4678441657787613,391,390,390,2022-08-26 09:30:00,2022-08-26 16:00:00,60.0,0,0.00011797652481507045,QQQ,20220826,1,1
96968,96968,96968,0,False,53958,250,250,250,975,960,870,6455,525382.0,61806.0,6202,521683.0,6317,523918.0,6085,520305.0,138,1464.0,0.9972134561138372,0.990336555116087,0.9608055770720372,0.9929594085827075,0,0,0,0.0,0,61752,28503,0.46157209483093664,391,390,390,2022-08-29 09:30:00,2022-08-29 16:00:00,60.0,0,0.0,QQQ,20220829,0,0
100096,100096,100096,0,False,59823,250,250,250,975,960,870,6197,495864.0,59385.0,5896,490811.0,6071,494283.0,5786,489437.0,126,1581.0,0.9968116257683558,0.987038784828098,0.9514281103759884,0.989809705887098,0,0,0,0.0,0,63744,29607,0.4644672439759036,391,390,390,2022-08-31 09:30:00,2022-08-31 16:00:00,60.0,0,0.0,QQQ,20220831,0,0
118864,118864,118864,0,False,67252,250,250,250,975,960,870,8949,842882.0,85436.0,8408,834178.0,8775,841522.0,8263,833116.0,174,1360.0,0.9983864882628886,0.9884135620407127,0.9395463180243603,0.9896735248824865,0,0,0,0.0,0,75696,34815,0.45993183259353204,391,390,390,2022-09-02 09:30:00,2022-09-02 16:00:00,60.0,0,0.0004546688439915041,QQQ,20220902,4,4
94622,94622,94622,0,False,53958,250,250,250,975,960,870,6549,503217.0,58755.0,6255,496463.0,6398,501686.0,6120,495223.0,151,1531.0,0.9969575749626901,0.9841142091781478,0.9551076500229042,0.9865783548647998,0,0,0,0.0,0,60258,27180,0.4510604401075376,391,390,390,2022-09-06 09:30:00,2022-09-06 16:00:00,60.0,0,0.0,QQQ,20220906,0,0
95404,95404,95404,0,False,53176,250,250,250,975,960,870,6065,538951.0,54053.0,5821,532927.0,5935,537692.0,5701,531922.0,130,1259.0,0.9976639805845058,0.9869579980369273,0.9597691673536686,0.9888227315655783,0,0,0,0.0,0,60756,28227,0.4645960892751333,391,390,390,2022-09-07 09:30:00,2022-09-07 16:00:00,60.0,0,0.0004124693616444009,QQQ,20220907,5,5
107134,107134,107134,0,False,61387,250,250,250,975,960,870,7691,590515.0,58346.0,7320,582716.0,7554,586992.0,7203,579906.0,137,3523.0,0.9940340211510292,0.9820343259697044,0.951761799505916,0.9867928841773707,0,0,0,0.0,0,68226,32036,0.4695570603582212,391,390,390,2022-09-09 09:30:00,2022-09-09 16:00:00,60.0,0,0.0,QQQ,20220909,0,0
93058,93058,93058,0,False,45747,250,250,250,975,960,870,5594,444882.0,52019.0,5364,441415.0,5486,442706.0,5268,439411.0,108,2176.0,0.9951088153712669,0.9877023570295045,0.9588845191276367,0.9922069222850104,0,0,0,0.0,0,59262,27900,0.4707907259289258,391,390,390,2022-09-12 09:30:00,2022-09-12 16:00:00,60.0,0,0.0002770188060444393,QQQ,20220912,1,1
88366,88366,88366,0,False,52003,250,250,250,975,960,870,6767,631971.0,61672.0,6419,623337.0,6615,630239.0,6288,621977.0,152,1732.0,0.997259367914034,0.9841859832175843,0.9485739618737993,0.9863379806984814,0,0,0,0.0,0,56274,25604,0.4549880939687955,391,390,390,2022-09-14 09:30:00,2022-09-14 16:00:00,60.0,0,0.0,QQQ,20220914,0,0
178296,178296,178296,0,False,80155,250,250,250,975,960,870,8318,756218.0,64548.0,7733,727624.0,8153,752912.0,7608,725763.0,165,3306.0,0.9956282447653984,0.959727221515489,0.9296705938927626,0.9621881520937084,0,0,0,0.0,0,113544,54003,0.4756129782287043,391,390,390,2022-09-16 09:30:00,2022-09-16 16:00:00,60.0,0,0.0,QQQ,20220916,0,0
93058,93058,93058,0,False,51612,250,250,250,975,960,870,5623,426477.0,53625.0,5263,419915.0,5522,425209.0,5179,418849.0,101,1268.0,0.9970268033211639,0.9821139240803138,0.9359772363507025,0.9846134727077896,0,0,0,0.0,0,59262,27740,0.4680908507981506,391,390,390,2022-09-19 09:30:00,2022-09-19 16:00:00,60.0,0,0.0,QQQ,20220919,0,0
100096,100096,100096,0,False,59823,250,250,250,975,960,870,8159,363085.0,51790.0,8018,361137.0,7986,361799.0,7853,359884.0,173,1286.0,0.9964581296390652,0.9911838825619346,0.9827184704007844,0.9946348651142295,0,0,0,0.0,0,63744,26666,0.41832956827309237,391,390,390,2022-09-21 09:30:00,2022-09-21 16:00:00,60.0,0,0.0,QQQ,20220921,0,0
105570,105570,105570,0,False,69598,250,250,250,975,960,870,7790,582602.0,61999.0,7320,576414.0,7611,579124.0,7181,573573.0,179,3478.0,0.9940302298996571,0.9845022845784944,0.9396662387676509,0.9893786839042777,0,0,0,0.0,0,67230,31075,0.4622192473598096,391,390,390,2022-09-23 09:30:00,2022-09-23 16:00:00,60.0,0,0.0005334269798998433,QQQ,20220923,6,6
95404,95404,95404,0,False,53567,250,250,250,975,960,870,6742,583980.0,69980.0,6497,578152.0,6628,582325.0,6391,576972.0,114,1655.0,0.9971659988355766,0.9879995890270215,0.963660634826461,0.9900202061714443,0,0,0,0.0,0,60756,27651,0.45511554414378824,391,390,390,2022-09-26 09:30:00,2022-09-26 16:00:00,60.0,0,0.0,QQQ,20220926,0,0
96186,96186,96186,0,False,49266,250,250,250,975,960,870,6713,491318.0,56626.0,6325,482562.0,6583,488504.0,6219,479924.0,130,2814.0,0.9942725485327222,0.9768093169800415,0.9422016981975272,0.9821785483129053,0,0,0,0.0,0,61254,28241,0.4610474417997192,391,390,390,2022-09-28 09:30:00,2022-09-28 16:00:00,60.0,0,0.0002653029507917385,QQQ,20220928,3,3
165784,165784,165784,0,False,74290,250,250,250,975,960,870,7853,567975.0,61872.0,7364,560723.0,7704,563707.0,7249,556623.0,149,4268.0,0.9924855847528501,0.9800132048065496,0.9377308035145804,0.9872318323869889,0,0,0,0.0,0,105576,50040,0.4739713571266197,391,390,390,2022-09-30 09:30:00,2022-09-30 16:00:00,60.0,0,0.0,QQQ,20220930,0,0
104006,104006,104006,0,False,48093,250,250,250,975,960,870,5720,448598.0,46559.0,5402,438706.0,5623,447706.0,5318,437879.0,97,892.0,0.9980115827533783,0.976105555530787,0.9444055944055944,0.9779490769018141,0,0,0,0.0,0,66234,31353,0.4733671528218136,391,390,390,2022-10-03 09:30:00,2022-10-03 16:00:00,60.0,0,8.985999596360783e-05,QQQ,20221003,1,1
87584,87584,87584,0,False,42228,250,250,250,975,960,870,5979,560875.0,54626.0,5564,553586.0,5863,559874.0,5473,552691.0,116,1001.0,0.9982152886115445,0.9854085134833965,0.9305903997323968,0.9870042344550924,0,0,0,0.0,0,55776,26080,0.46758462421113023,391,390,390,2022-10-05 09:30:00,2022-10-05 16:00:00,60.0,0,0.0,QQQ,20221005,0,0
112608,112608,112608,0,False,59823,250,250,250,975,960,870,7364,520101.0,54333.0,6757,510116.0,7192,518436.0,6630,509252.0,172,1665.0,0.9967986987142882,0.9791405900007883,0.9175719717544812,0.9808018058031036,0,0,0,0.0,0,71712,33806,0.47141343150379295,391,390,390,2022-10-07 09:30:00,2022-10-07 16:00:00,60.0,0,0.0,QQQ,20221007,0,0
87584,87584,87584,0,False,44965,250,250,250,975,960,870,5884,522925.0,49349.0,5434,514910.0,5773,521485.0,5353,513839.0,111,1440.0,0.9972462590237606,0.9826246593679782,0.9235214140040788,0.9846727542190563,0,0,0,0.0,0,55776,26085,0.46767426850258176,391,390,390,2022-10-10 09:30:00,2022-10-10 16:00:00,60.0,0,0.0005535859689565537,QQQ,20221010,9,9
91494,91494,91494,0,False,47702,250,250,250,975,960,870,6330,443871.0,51227.0,6055,434913.0,6162,441263.0,5911,432650.0,168,2608.0,0.9941244190316556,0.9747201326511532,0.9565560821484992,0.9798184607690072,0,0,0,0.0,0,58266,26749,0.45908420004805545,391,390,390,2022-10-12 09:30:00,2022-10-12 16:00:00,60.0,0,0.0,QQQ,20221012,0,0
100096,100096,100096,0,False,63733,250,250,250,975,960,870,8382,663927.0,71699.0,7925,655753.0,8200,661679.0,7770,653634.0,182,2248.0,0.9966140855847103,0.9844967895566832,0.9454784061083273,0.9876884055024122,0,0,0,0.0,0,63744,28738,0.45083458835341367,391,390,390,2022-10-14 09:30:00,2022-10-14 16:00:00,60.0,0,0.0,QQQ,20221014,0,0
91494,91494,91494,0,False,52785,250,250,250,975,960,870,5991,390996.0,47883.0,5792,383059.0,5820,388848.0,5634,381083.0,171,2148.0,0.9945063376607434,0.974646799455749,0.9667835085962276,0.9797005595965176,0,0,0,0.0,0,58266,27250,0.46768269659835926,391,390,390,2022-10-17 09:30:00,2022-10-17 16:00:00,60.0,0,0.0,QQQ,20221017,0,0
90712,90712,90712,0,False,48093,250,250,250,975,960,870,6611,463372.0,54820.0,6386,455850.0,6454,461986.0,6247,454724.0,157,1386.0,0.9970088827119463,0.9813368093022453,0.9659658145515051,0.9837668223371288,0,0,0,0.0,0,57768,26339,0.4559444675252735,391,390,390,2022-10-19 09:30:00,2022-10-19 16:00:00,60.0,0,0.0,QQQ,20221019,0,0
137632,137632,137632,0,False,78982,250,250,250,975,960,870,8226,806411.0,75210.0,7610,798104.0,8060,804486.0,7475,796553.0,166,1925.0,0.997612879784626,0.9877754643723858,0.925115487478726,0.98969880123163,0,0,0,0.0,0,87648,41252,0.47065534866739683,391,390,390,2022-10-21 09:30:00,2022-10-21 16:00:00,60.0,0,0.0,QQQ,20221021,0,0
86020,86020,86020,0,False,44574,250,250,250,975,960,870,5935,536149.0,58935.0,5614,529881.0,5832,534952.0,5527,528903.0,103,1197.0,0.9977674116710094,0.9864851002240049,0.9459140690817186,0.9883092200116013,0,0,0,0.0,0,54780,25141,0.4589448703906535,391,390,390,2022-10-24 09:30:00,2022-10-24 16:00:00,60.0,0,0.0004407665904792753,QQQ,20221024,4,4
91494,91494,91494,0,False,45356,250,250,250,975,960,870,6969,733826.0,72210.0,6558,724063.0,6845,732040.0,6460,722399.0,124,1786.0,0.9975661805387108,0.9844281886986833,0.9410245372363323,0.9866957562146885,0,0,0,0.0,0,58266,26974,0.4629458002951979,391,390,390,2022-10-26 09:30:00,2022-10-26 16:00:00,60.0,0,0.0005187307182897046,QQQ,20221026,3,3
108698,108698,108698,0,False,58259,250,250,250,975,960,870,7177,752534.0,68610.0,6565,739261.0,6985,749665.0,6429,737856.0,192,2869.0,0.9961875476722647,0.9804952334379576,0.914727602062143,0.9823622587152209,0,0,0,0.0,0,69222,33040,0.4773049030654994,391,390,390,2022-10-28 09:30:00,2022-10-28 16:00:00,60.0,0,0.0001315696413800078,QQQ,20221028,2,2
78982,78982,78982,0,False,44965,250,250,250,975,960,870,5461,513831.0,50943.0,5084,503673.0,5346,511805.0,4993,502473.0,115,2026.0,0.9960570693477038,0.977895455898924,0.9309650247207472,0.9802308541135121,0,0,0,0.0,0,50298,23399,0.465207364109905,391,390,390,2022-10-31 09:30:00,2022-10-31 16:00:00,60.0,0,0.0,QQQ,20221031,0,0
79764,79764,79764,0,False,44965,250,250,250,975,960,870,8145,444219.0,46832.0,7985,441369.0,7885,441252.0,7737,438483.0,260,2967.0,0.9933208620072532,0.9870874501090678,0.9803560466543892,0.9935842456085849,0,0,0,0.0,0,50796,21099,0.4153673517599811,391,390,390,2022-11-02 09:30:00,2022-11-02 16:00:00,60.0,0,0.0,QQQ,20221102,0,0
94622,94622,94622,0,False,56695,250,250,250,975,960,870,7594,887479.0,77463.0,6906,878772.0,7449,885745.0,6805,877715.0,145,1734.0,0.9980461509511774,0.9889980495313129,0.909402159599684,0.9901890636285479,0,0,0,0.0,0,60258,27367,0.4541637624879684,391,390,390,2022-11-04 09:30:00,2022-11-04 16:00:00,60.0,0,0.0005162924889398525,QQQ,20221104,6,6
82110,82110,82110,0,False,44574,250,250,250,975,960,870,5154,435809.0,48152.0,4828,429304.0,5053,435133.0,4736,428646.0,101,676.0,0.9984488617720148,0.9835639006996184,0.9367481567714396,0.9850737364304087,0,0,0,0.0,0,52290,24543,0.4693631669535284,391,390,390,2022-11-07 09:30:00,2022-11-07 16:00:00,60.0,0,0.000502760784565586,QQQ,20221107,1,1
81328,81328,81328,0,False,44183,250,250,250,975,960,870,5918,599125.0,54144.0,5595,595087.0,5755,597639.0,5463,593956.0,163,1486.0,0.9975197162528687,0.9913724181097434,0.9454207502534641,0.9932601710828292,0,0,0,0.0,0,51792,23798,0.4594918134074761,391,390,390,2022-11-09 09:30:00,2022-11-09 16:00:00,60.0,0,0.0005493713137150947,QQQ,20221109,7,7
99314,99314,99314,0,False,63342,250,250,250,975,960,870,8413,676599.0,59082.0,7861,666518.0,8215,673964.0,7718,664530.0,198,2635.0,0.9961055218822374,0.9821622556344305,0.9343872578152859,0.9851004804913989,0,0,0,0.0,0,63246,29134,0.460645732536445,391,390,390,2022-11-11 09:30:00,2022-11-11 16:00:00,60.0,0,0.0005133318708155804,QQQ,20221111,7,7
88366,88366,88366,0,False,48093,250,250,250,975,960,870,5455,470449.0,47565.0,5176,459301.0,5348,469281.0,5085,458508.0,107,1168.0,0.9975172654209065,0.9746178650608248,0.9488542621448213,0.9763034887947472,0,0,0,0.0,0,56274,26362,0.46845790240608454,391,390,390,2022-11-14 09:30:00,2022-11-14 16:00:00,60.0,0,0.000425777144807157,QQQ,20221114,6,6
29716,29716,29716,0,False,26197,250,250,250,975,960,870,5780,685845.0,54001.0,5583,679703.0,5662,684930.0,5475,679128.0,118,915.0,0.9986658793167552,0.9902062419351311,0.965916955017301,0.9910446237852576,0,0,0,0.0,0,18924,6419,0.3391989008666244,391,390,390,2022-11-15 09:30:00,2022-11-15 16:00:00,60.0,0,0.0005053101788072015,QQQ,20221115,2,2
89148,89148,89148,0,False,48484,250,250,250,975,960,870,5435,439351.0,47684.0,5217,433098.0,5307,437452.0,5110,431615.0,128,1899.0,0.9956777155395117,0.9823922103284163,0.9598896044158234,0.9857676436380024,0,0,0,0.0,0,56772,26558,0.46780102867610796,391,390,390,2022-11-16 09:30:00,2022-11-16 16:00:00,60.0,0,0.0002996010697571313,QQQ,20221116,2,2
31280,31280,31280,0,False,23069,250,250,250,975,960,870,4858,422156.0,46650.0,4610,417871.0,4783,421443.0,4545,417309.0,75,713.0,0.9983110508911398,0.9885184623693611,0.9489501852614245,0.9898497237987853,0,0,0,0.0,0,19920,8071,0.4051706827309237,391,390,390,2022-11-17 09:30:00,2022-11-17 16:00:00,60.0,0,0.0005169002701741166,QQQ,20221117,6,6
144670,144670,144670,0,False,63342,250,250,250,975,960,870,6576,559550.0,54021.0,6140,547314.0,6422,558104.0,6016,546228.0,154,1446.0,0.9974157805379322,0.9761915825216692,0.933698296836983,0.978132427843803,0,0,0,0.0,0,92130,44283,0.4806577661999349,391,390,390,2022-11-18 09:30:00,2022-11-18 16:00:00,60.0,0,0.0,QQQ,20221118,0,0
96186,96186,96186,0,False,39882,250,250,250,975,960,870,4890,430846.0,43398.0,4596,417899.0,4804,430159.0,4520,417248.0,86,687.0,0.9984054627407473,0.9684388389354898,0.939877300613497,0.9699498196571397,0,0,0,0.0,0,61254,29655,0.48413164854540114,391,390,390,2022-11-21 09:30:00,2022-11-21 16:00:00,60.0,0,0.0004324134533906177,QQQ,20221121,8,8
75072,75072,75072,0,False,29716,250,250,250,975,960,870,4186,414335.0,39831.0,3932,405117.0,4114,413193.0,3872,404332.0,72,1142.0,0.9972437761714554,0.975857699687451,0.9393215480172001,0.9777523018813279,0,0,0,0.0,0,47808,23531,0.49219795850066933,391,390,390,2022-11-22 09:30:00,2022-11-22 16:00:00,60.0,0,0.00021521563719694754,QQQ,20221122,3,3
82892,82892,82892,0,False,43401,250,250,250,975,960,870,5693,542942.0,48286.0,5388,534402.0,5577,541097.0,5292,532781.0,116,1845.0,0.9966018469744466,0.9812852938251231,0.946425434744423,0.9842708797624792,0,0,0,0.0,0,52788,25192,0.4772296734106236,391,390,390,2022-11-23 09:30:00,2022-11-23 16:00:00,60.0,0,0.00034116913576956155,QQQ,20221123,2,2
102442,102442,102442,0,False,48875,155,155,155,795,780,775,2938,262567.0,22386.0,2410,247172.0,2889,261945.0,2379,246823.0,49,622.0,0.9976310808288932,0.9400381616882548,0.820285908781484,0.9413673462392456,0,0,0,0.0,0,40348,21162,0.5244869634182612,391,210,210,2022-11-25 09:30:00,2022-11-25 16:00:00,60.0,0,0.0004679957385567962,QQQ,20221125,3,3
80546,80546,80546,0,False,37536,250,250,250,975,960,870,4551,433348.0,45415.0,4183,424295.0,4489,432450.0,4130,423822.0,62,898.0,0.9979277624449634,0.9780176670943445,0.9191386508459679,0.9791091686127547,0,0,0,0.0,0,51294,24901,0.48545638866144186,391,390,390,2022-11-28 09:30:00,2022-11-28 16:00:00,60.0,0,0.0004718439452056841,QQQ,20221128,6,6
77418,77418,77418,0,False,28934,250,250,250,975,960,870,4536,500657.0,48588.0,4163,494451.0,4466,499961.0,4097,493878.0,70,696.0,0.9986098266877323,0.9864597918335307,0.9177689594356261,0.9876042879656132,0,0,0,0.0,0,49302,23462,0.47588333130501803,391,390,390,2022-11-29 09:30:00,2022-11-29 16:00:00,60.0,0,0.00039204680712609714,QQQ,20221129,6,6
76636,76636,76636,0,False,43792,250,250,250,975,960,870,6530,670165.0,56977.0,6263,659648.0,6408,668973.0,6154,658831.0,122,1192.0,0.9982213335521849,0.9830877470473689,0.9591117917304748,0.9843068498056449,0,0,0,0.0,0,48804,21174,0.43385788050159824,391,390,390,2022-11-30 09:30:00,2022-11-30 16:00:00,60.0,0,0.00017276341578000695,QQQ,20221130,1,1
72726,72726,72726,0,False,35972,250,250,250,975,960,870,5243,512362.0,43906.0,5027,505572.0,5133,510335.0,4935,503713.0,110,2027.0,0.9960438127730004,0.983119357017109,0.9588022124737745,0.986747651074826,0,0,0,0.0,0,46314,21100,0.45558578399619987,391,390,390,2022-12-01 09:30:00,2022-12-01 16:00:00,60.0,0,0.0,QQQ,20221201,0,0
95404,95404,95404,0,False,49657,250,250,250,975,960,870,5460,487623.0,45318.0,5104,477472.0,5358,485466.0,5026,476617.0,102,2157.0,0.9955765006982854,0.9774292845087291,0.9347985347985348,0.9791826882653197,0,0,0,0.0,0,60756,29105,0.47904733688853773,391,390,390,2022-12-02 09:30:00,2022-12-02 16:00:00,60.0,0,0.0002520638253159015,QQQ,20221202,3,3
81328,81328,81328,0,False,38709,250,250,250,975,960,870,4795,435623.0,45998.0,4492,430034.0,4717,434733.0,4428,429676.0,78,890.0,0.9979569490132523,0.9863482873952937,0.9368091762252346,0.9871700989158056,0,0,0,0.0,0,51792,24841,0.47963005869632375,391,390,390,2022-12-05 09:30:00,2022-12-05 16:00:00,60.0,0,0.0,QQQ,20221205,0,0
75854,75854,75854,0,False,31280,250,250,250,975,960,870,5173,544772.0,45266.0,4862,539059.0,5078,544091.0,4776,538418.0,95,681.0,0.9987499357529388,0.9883364049547334,0.9398801469166828,0.9895130439890449,0,0,0,0.0,0,48306,22534,0.46648449467974995,391,390,390,2022-12-06 09:30:00,2022-12-06 16:00:00,60.0,0,0.0005182718919634545,QQQ,20221206,4,4
81328,81328,81328,0,False,38318,250,250,250,975,960,870,5117,411337.0,43609.0,4950,408685.0,5005,410199.0,4844,407566.0,112,1138.0,0.9972334120198281,0.9908323345577956,0.9673636896619113,0.9935527317017433,0,0,0,0.0,0,51792,23983,0.4630637936360828,391,390,390,2022-12-07 09:30:00,2022-12-07 16:00:00,60.0,0,0.0,QQQ,20221207,0,0
76636,76636,76636,0,False,29325,250,250,250,975,960,870,4459,388822.0,41917.0,4216,380971.0,4400,388115.0,4164,380300.0,59,707.0,0.9981816872502071,0.9780825159070218,0.945503476115721,0.9798082413032184,0,0,0,0.0,0,48804,23194,0.4752479304975002,391,390,390,2022-12-08 09:30:00,2022-12-08 16:00:00,60.0,0,0.0,QQQ,20221208,0,0
98532,98532,98532,0,False,46920,250,250,250,975,960,870,5544,450564.0,47472.0,5171,443627.0,5441,449508.0,5084,442925.0,103,1056.0,0.9976562708072549,0.9830456938414964,0.9327200577200577,0.9846037410889463,0,0,0,0.0,0,62748,29912,0.47670045260406707,391,390,390,2022-12-09 09:30:00,2022-12-09 16:00:00,60.0,0,0.0004718439452056841,QQQ,20221209,2,2
83674,83674,83674,0,False,38318,250,250,250,975,960,870,4054,389337.0,40947.0,3809,385372.0,4054,389337.0,3809,385372.0,0,0.0,1.0,0.9898160205682994,0.9395658608781451,0.9898160205682994,0,0,0,0.0,0,53286,26594,0.499080433885073,391,390,390,2022-12-12 09:30:00,2022-12-12 16:00:00,60.0,0,0.00043333442429520754,QQQ,20221212,1,1
76636,76636,76636,0,False,43792,250,250,250,975,960,870,7184,743937.0,68110.0,6674,733619.0,7184,743937.0,6674,733619.0,0,0.0,1.0,0.986130546000535,0.9290089086859689,0.986130546000535,0,0,0,0.0,0,48804,21390,0.4382837472338333,391,390,390,2022-12-13 09:30:00,2022-12-13 16:00:00,60.0,0,0.00046369690523253437,QQQ,20221213,1,1
80546,80546,80546,0,False,48093,250,250,250,975,960,870,8106,340542.0,42496.0,7922,335266.0,8106,340542.0,7922,335266.0,0,0.0,1.0,0.984507050525339,0.9773007648655317,0.984507050525339,0,0,0,0.0,0,51294,20196,0.39373026084922214,391,390,390,2022-12-14 09:30:00,2022-12-14 16:00:00,60.0,0,0.0005044401244779937,QQQ,20221214,4,4
